Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	283	82	1	29	66	63	90	4	18	0	14	49	0	34	9	0
V2	0	281	17	3	0	0	12	2	3	0	0	0	0	0	1	14
V3	75	7	122	86	0	0	0	0	0	0	34	0	65	5	2	0
V4	3	9	0	0	1	0	0	0	0	0	0	0	0	0	0	2
V5	185	29	20	24	10	73	86	3	11	14	9	0	14	1	12	5
V6	17	0	134	17	17	20	8	9	16	3	3	10	0	1	9	0
V7	155	31	59	7	28	0	1	20	0	1	7	2	8	22	0	3
V8	29	94	21	31	35	0	0	20	0	1	41	51	13	60	0	39
V9	5	3	3	11	43	4	6	26	5	0	21	0	0	12	1	0
V10	35	2	58	21	108	6	3	34	3	6	48	24	0	6	0	29
V11	19	198	115	173	78	103	86	17	17	18	15	19	10	0	7	3
V12	3	0	0	0	4	0	0	9	0	0	7	17	0	2	0	0
V13	8	14	5	0	21	23	30	0	27	73	0	10	0	0	0	0
V14	117	19	22	7	19	61	40	7	49	5	0	4	0	0	1	0
V15	126	24	0	26	25	0	0	27	0	0	28	22	10	16	4	1
V16	36	8	11	1	74	127	164	56	31	6	0	8	3	10	15	0
V17	43	4	0	0	15	8	20	0	6	16	6	18	0	0	0	0
V18	4	0	165	0	41	0	0	47	1	0	0	10	0	24	2	16
V19	15	0	13	9	2	19	3	0	7	5	16	0	17	1	1	0
V20	4	2	142	2	3	0	142	0	119	115	0	14	4	20	0	0
V21	30	14	14	8	28	19	12	9	0	24	0	20	0	3	0	0
V22	28	39	5	0	6	86	32	16	31	37	0	8	0	6	0	0
V23	5	1	62	0	0	0	0	3	0	1	0	0	0	6	0	0
V24	157	3	119	0	67	0	0	24	0	0	0	16	2	15	6	7
V25	15	0	104	3	0	0	2	3	2	0	6	13	7	15	0	0
V26	254	24	0	0	2	0	1	0	0	0	0	0	0	6	19	0
V27	1	4	7	6	42	30	34	120	8	17	1	30	5	0	0	0
V28	46	31	53	29	3	0	3	6	4	0	27	8	46	1	9	0
V29	2	0	0	17	0	1	1	8	2	0	9	7	1	8	0	0
V30	159	79	54	46	0	47	7	0	54	0	32	0	10	11	47	0
V31	0	12	3	4	23	78	81	17	14	35	0	32	0	15	0	0
V32	37	36	12	19	9	8	7	10	14	44	15	16	35	1	0	0
