Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	4	42	225	113	79	121	38	0	40	11	21	0	10	37	0	0	4	1
V2	9	30	2	0	1	3	5	17	0	0	1	4	0	0	0	1	5	1
V3	296	71	16	3	0	0	3	5	10	9	3	9	5	3	0	11	0	0
V4	2	26	0	3	69	97	10	65	132	0	7	1	6	1	0	0	0	0
V5	4	54	3	1	19	26	0	34	8	29	3	8	1	8	0	27	15	0
V6	14	20	146	46	0	0	20	27	17	48	0	5	10	24	26	7	0	0
V7	34	13	51	11	0	0	1	36	4	9	0	8	5	0	10	6	0	3
V8	24	7	91	159	5	12	60	0	2	1	26	6	48	22	0	0	18	0
V9	220	96	166	129	0	0	75	2	4	2	9	11	0	3	0	13	0	0
V10	268	11	45	29	1	1	18	0	0	0	1	0	3	6	0	14	0	4
V11	35	2	6	6	14	68	4	9	13	0	1	5	0	5	0	0	0	6
V12	1	35	1	2	12	40	6	0	11	0	5	0	2	1	4	0	0	0
V13	5	25	5	2	16	14	4	19	0	34	3	4	2	3	0	1	0	1
V14	5	23	1	0	17	10	0	0	16	0	1	0	8	0	0	0	0	0
V15	1	84	80	40	0	1	3	44	9	8	2	8	0	3	2	6	0	0
V16	41	0	2	2	7	18	1	0	11	0	0	1	0	1	0	0	0	2
V17	39	56	31	15	4	0	6	0	0	2	8	1	8	1	15	0	0	11
V18	35	1	2	1	0	1	9	10	18	12	7	17	2	1	0	17	0	0
V19	67	29	71	60	4	5	17	8	0	4	4	10	10	5	0	0	8	0
V20	0	25	27	2	28	21	16	83	61	106	9	57	0	14	0	16	0	0
V21	23	127	1	1	207	118	6	2	0	10	0	13	9	0	4	0	22	2
V22	3	3	6	12	94	46	0	0	18	0	2	0	7	0	3	0	0	0
V23	1	14	0	0	8	5	60	21	13	28	32	38	25	12	24	7	14	0
V24	1	19	42	11	5	14	3	57	0	0	2	12	1	11	31	2	0	0
V25	0	0	19	10	27	23	0	3	3	2	0	0	0	1	0	0	0	1
V26	72	4	28	6	34	32	0	0	5	5	2	6	9	0	1	2	27	2
V27	3	0	1	1	55	72	2	0	50	0	0	0	0	0	0	0	0	0
V28	0	10	28	27	8	4	22	1	6	0	15	2	1	0	0	0	0	1
V29	0	22	0	1	187	83	7	0	13	0	1	0	4	3	3	0	0	0
V30	19	82	2	0	47	49	64	0	23	2	35	0	27	9	12	1	5	9
V31	42	7	13	19	3	2	19	0	0	0	13	17	4	14	0	20	0	15
V32	5	1	5	7	7	12	73	0	8	0	19	0	21	12	27	0	0	0
V33	0	14	240	179	46	51	0	13	27	43	0	0	7	5	66	0	0	0
V34	6	14	2	87	70	10	5	0	32	1	2	0	0	3	13	0	0	0
V35	13	9	9	2	29	32	22	2	30	2	0	4	4	6	3	0	5	0
V36	1	3	6	16	93	105	3	0	0	0	7	0	2	7	4	0	0	2
V37	74	1	35	19	8	21	12	46	6	12	9	14	0	1	0	0	0	5
V38	106	11	8	13	0	1	84	0	8	23	24	21	11	0	31	0	0	0
V39	5	57	17	16	4	3	4	0	1	0	6	0	8	0	10	0	0	0
V40	2	63	9	2	28	27	1	7	12	18	4	1	2	1	10	3	0	0
V41	23	7	3	1	12	19	18	0	10	25	0	6	30	4	0	0	4	0
V42	102	10	10	0	7	16	36	81	13	19	5	0	1	15	0	11	14	6
V43	51	71	96	40	5	8	25	0	17	54	59	17	17	21	4	28	0	0
V44	36	39	18	0	23	36	30	51	0	28	5	12	29	20	0	0	61	0
V45	10	11	4	8	9	14	0	1	10	0	0	4	1	0	0	13	0	0
V46	0	35	27	44	0	0	0	0	0	0	15	2	1	0	8	0	0	1
V47	87	30	30	23	12	21	24	52	10	13	0	9	20	12	8	24	0	21
V48	0	0	0	0	15	11	65	10	0	5	15	8	20	17	24	0	3	0
V49	513	33	21	25	13	1	5	4	22	65	2	0	12	7	0	14	0	0
V50	68	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	10
V51	23	70	49	17	2	0	0	2	2	6	2	6	5	0	0	0	0	7
V52	9	5	25	14	38	19	18	24	18	72	2	0	0	5	0	0	0	0
V53	136	1	1	6	24	13	0	4	20	0	2	0	1	4	0	15	0	16
V54	12	135	12	5	85	49	0	0	77	0	7	0	1	0	0	0	0	0
V55	246	0	3	11	6	1	109	0	1	0	7	11	16	19	0	0	1	5
V56	5	195	3	4	15	5	2	0	15	0	2	0	8	0	0	11	0	0
V57	34	43	82	27	9	0	22	33	9	24	10	0	16	11	0	0	6	3
V58	50	82	0	1	36	47	3	0	40	0	12	0	7	0	6	0	0	0
V59	6	1	52	67	9	6	0	36	34	21	0	37	2	0	0	0	0	0
V60	59	4	16	12	102	55	4	4	49	14	3	0	3	0	0	0	0	0
V61	2	44	21	4	2	4	23	38	0	69	18	0	3	16	0	0	21	4
V62	80	46	19	20	13	2	4	12	0	11	7	0	8	5	7	17	0	10
V63	42	47	5	21	6	3	33	2	2	6	16	8	1	1	13	14	3	0
V64	80	0	84	24	0	4	0	0	1	2	0	0	3	0	15	0	0	11
V65	1	365	13	7	0	2	7	0	1	0	11	1	9	0	0	3	0	10
V66	0	177	0	3	0	1	21	33	3	8	6	8	24	4	10	15	0	0
V67	3	139	0	1	0	1	78	12	0	5	18	8	12	1	8	2	6	0
V68	35	2	7	8	13	38	4	0	49	0	0	0	3	0	8	0	0	0
V69	65	53	38	33	0	0	62	0	0	0	42	43	34	24	0	0	0	0
