Samples	ID83A	ID83B	ID83C	ID83D
V1	14	15	27	18
V2	70	186	15	83
V3	73	41	68	26
V4	120	87	8	71
V5	126	13	50	4
V6	218	0	11	223
V7	72	117	0	10
V8	107	16	39	5
V9	0	118	16	5
V10	188	152	0	81
V11	0	0	0	218
V12	0	2	43	50
V13	153	14	6	0
V14	593	0	2	246
V15	34	68	194	38
V16	48	22	41	0
V17	117	48	13	40
V18	0	8	15	127
V19	0	0	65	85
V20	136	16	11	19
V21	89	216	0	7
V22	136	5	1	198
V23	7	78	179	7
V24	90	62	32	31
V25	67	58	197	0
V26	68	24	1	37
V27	116	24	198	2
V28	6	10	53	18
V29	0	291	3	2
V30	0	479	5	2
V31	21	53	27	0
V32	0	19	130	95
V33	5	160	3	55
V34	185	58	74	15
V35	194	58	304	46
V36	61	0	231	75
V37	57	0	15	91
V38	29	60	4	0
V39	9	12	8	21
V40	17	40	15	89
V41	169	81	97	81
V42	0	0	690	61
V43	0	175	10	281
V44	83	222	142	47
V45	38	117	4	38
V46	0	0	24	625
V47	20	22	25	55
V48	68	2	1	0
V49	146	0	5	14
V50	15	100	6	54
V51	196	0	92	87
V52	17	8	71	1
V53	1	28	2	138
V54	27	28	6	137
V55	143	0	154	0
V56	26	0	2	106
V57	75	74	66	60
V58	24	117	21	4
V59	0	117	516	0
V60	0	41	76	0
V61	199	91	0	18
V62	7	86	195	593
V63	510	40	82	16
V64	18	0	63	4
V65	364	0	42	0
V66	0	0	24	455
V67	440	0	3	0
V68	104	20	97	16
V69	219	10	12	677
V70	0	92	1	0
V71	166	0	60	210
V72	83	0	211	0
V73	0	215	27	0
V74	25	117	213	0
V75	219	25	28	71
V76	117	77	100	19
V77	191	89	16	169
V78	0	15	55	1
V79	28	114	242	1
V80	16	240	146	50
V81	76	35	61	0
V82	202	328	327	0
V83	0	227	8	0
V84	16	0	400	11
V85	35	2	11	41
V86	0	246	5	0
V87	71	20	106	29
V88	0	261	6	0
V89	20	202	78	30
V90	409	0	17	110
V91	22	130	47	18
V92	70	243	33	66
V93	15	13	22	94
V94	44	196	20	88
V95	0	56	20	117
V96	0	138	23	66
V97	58	21	15	2
V98	138	64	62	41
V99	25	40	47	30
V100	200	65	14	0
