MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.68E-03	1.10E-03	7.06E-04	3.75E-03	2.07E-20	1.29E-02	4.77E-03	1.45E-02	4.95E-02
1:Del:C:1	3.61E-04	8.30E-04	1.18E-04	2.64E-03	5.02E-04	1.15E-02	1.38E-02	9.99E-03	2.44E-02
1:Del:C:2	1.40E-46	1.24E-04	2.26E-03	9.76E-04	6.24E-04	1.46E-03	3.18E-03	3.54E-03	3.57E-03
1:Del:C:3	1.74E-04	5.02E-04	9.82E-03	7.61E-04	2.04E-03	3.42E-03	6.48E-04	2.65E-02	1.15E-02
1:Del:C:4	5.57E-05	1.98E-04	0.00E+00	5.34E-04	5.26E-04	2.45E-03	3.26E-03	6.46E-04	4.97E-03
1:Del:C:5	2.62E-04	9.02E-04	1.40E-04	4.39E-04	1.45E-03	1.83E-04	1.44E-03	7.45E-04	5.05E-04
1:Del:T:0	6.70E-04	1.34E-03	6.59E-04	1.81E-03	1.53E-03	4.26E-03	6.43E-03	4.15E-03	2.72E-02
1:Del:T:1	3.62E-04	2.02E-04	2.61E-04	1.67E-03	0.00E+00	7.41E-03	2.98E-03	2.31E-04	1.01E-02
1:Del:T:2	2.04E-04	1.86E-04	5.55E-04	1.76E-03	9.77E-04	8.44E-03	1.43E-03	1.92E-03	2.58E-02
1:Del:T:3	1.27E-03	1.25E-03	6.31E-04	1.47E-03	1.47E-03	8.28E-03	7.72E-03	1.41E-02	1.79E-02
1:Del:T:4	3.27E-04	7.87E-04	1.01E-03	0.00E+00	4.76E-03	1.06E-02	2.24E-02	1.45E-02	2.06E-02
1:Del:T:5	2.18E-04	2.04E-08	1.20E-06	1.85E-07	1.27E-02	2.38E-07	1.00E-06	9.04E-02	2.41E-02
1:Ins:C:0	1.12E-07	2.46E-05	1.56E-08	5.45E-04	2.27E-07	2.49E-05	5.43E-04	6.35E-05	2.39E-03
1:Ins:C:1	9.72E-09	9.85E-09	2.59E-09	3.33E-04	1.57E-04	8.45E-05	8.75E-04	1.51E-04	8.23E-04
1:Ins:C:2	1.61E-04	1.80E-08	4.02E-08	2.45E-04	9.38E-07	2.42E-08	1.38E-04	3.33E-08	1.89E-04
1:Ins:C:3	2.65E-05	4.16E-04	8.68E-09	1.14E-04	1.98E-04	2.51E-07	2.90E-04	2.22E-04	8.78E-04
1:Ins:C:4	6.82E-05	3.39E-04	0.00E+00	2.79E-04	1.35E-03	2.84E-07	1.70E-03	1.47E-03	3.34E-07
