Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V42	56	0	112	6	46	0	4	0	14	59	0	4	0
V43	2	1	0	1	8	49	0	0	0	0	0	0	0
V44	0	15	1	0	29	0	2	8	0	0	2	3	0
V45	3	13	45	0	8	0	1	0	9	0	8	0	0
V46	46	4	10	0	9	94	0	0	18	16	1	0	0
V47	23	41	0	14	4	0	0	31	0	1	3	2	21
V48	109	39	0	4	7	19	8	0	63	0	12	7	0
V49	0	64	1	0	31	22	9	0	0	0	5	0	0
V50	3	7	15	0	13	0	0	0	0	16	0	0	0
V51	144	10	52	0	0	145	0	10	0	0	8	0	0
V52	16	23	15	6	8	0	19	0	10	0	6	0	1
V53	33	76	0	11	22	6	0	2	5	0	0	13	5
V54	53	9	71	4	45	31	17	35	0	0	0	0	10
V55	1	10	8	0	73	21	3	14	0	27	7	0	0
V56	0	136	2	0	5	2	21	0	45	0	25	7	0
V57	4	12	0	15	5	4	0	0	0	0	2	0	0
V58	0	55	144	73	22	0	34	4	0	22	20	0	0
V59	0	6	67	0	30	1	2	0	11	10	0	5	0
V60	4	0	0	67	36	21	6	3	19	0	0	6	0
V61	20	0	0	3	14	2	0	0	12	0	3	0	5
V62	0	87	17	64	70	0	90	0	54	0	39	0	0
V63	198	23	0	0	1	59	0	0	0	0	0	0	38
V64	54	3	67	12	86	5	7	0	11	0	7	0	4
V65	16	14	49	32	0	14	13	38	0	0	1	1	3
V66	23	166	0	8	0	8	0	37	0	2	0	3	2
V67	4	0	1	0	2	1	3	1	0	9	0	0	1
V68	99	5	72	96	0	0	0	22	6	62	7	0	1
V69	27	26	0	6	0	0	47	18	50	7	9	23	0
V70	25	13	13	0	10	0	0	0	0	12	0	7	0
V71	1	8	0	0	3	0	1	0	17	4	7	0	0
V72	8	0	112	3	16	0	62	0	23	15	16	0	0
V73	1	4	14	69	2	0	28	10	29	25	1	4	0
V74	2	6	0	0	0	0	62	1	23	0	29	22	0
V75	16	0	35	9	3	52	19	0	13	0	0	0	0
V76	27	1	6	119	3	16	0	64	34	4	34	9	4
V77	54	0	7	4	18	0	19	23	4	0	21	2	0
V78	53	37	0	1	96	19	21	0	15	29	1	1	0
V79	39	132	183	19	75	0	0	0	0	0	3	7	20
V80	21	6	0	92	45	0	8	0	0	7	8	12	6
V81	0	32	0	0	2	0	9	0	9	10	15	13	0
V82	69	1	0	1	24	6	30	0	0	2	6	5	0
V83	114	0	0	55	3	20	0	14	10	0	6	16	45
V84	29	4	0	0	0	33	1	0	13	0	1	0	0
V85	0	83	80	24	0	0	3	10	12	7	11	2	1
V86	0	46	0	34	62	0	19	27	0	0	14	0	8
V87	15	0	10	2	43	0	0	47	0	20	3	0	0
V88	10	21	12	0	26	0	6	5	12	16	0	1	0
V89	1	47	0	0	36	10	16	0	22	0	7	2	14
V90	14	122	1	0	0	0	2	0	7	0	1	0	0
V91	123	9	0	27	58	100	6	4	20	2	8	0	14
V92	0	464	18	5	4	0	6	16	0	11	4	0	0
V93	0	23	0	0	21	0	0	36	13	0	3	8	0
V94	82	46	3	19	0	0	0	28	0	0	0	8	1
V95	8	6	0	0	0	0	8	9	24	0	25	11	0
V96	24	79	37	6	18	4	0	0	0	0	3	15	0
V97	0	316	85	11	31	0	18	8	0	26	12	24	0
V98	0	3	3	21	0	20	0	0	7	0	0	0	0
V99	13	31	80	0	23	7	26	0	5	2	0	15	0
V100	10	8	83	131	69	11	28	18	1	0	5	0	11
