MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.93E-03	9.04E-04	3.95E-04	2.36E-29	3.59E-02	4.75E-02	5.10E-03	2.64E-02	4.78E-02	6.46E-03	5.98E-03	1.54E-02	2.26E-02
1:Del:C:1	1.90E-03	1.78E-03	5.57E-04	4.08E-03	0.00E+00	1.98E-02	6.96E-03	1.33E-03	1.85E-02	3.39E-03	5.44E-02	2.18E-02	6.67E-03
1:Del:C:2	5.85E-08	1.01E-02	6.91E-05	1.69E-06	4.24E-02	6.51E-07	4.24E-07	3.73E-03	4.17E-07	7.60E-04	6.91E-03	1.40E-46	2.90E-07
1:Del:C:3	2.67E-04	8.20E-04	3.80E-04	1.04E-03	2.86E-04	1.28E-03	2.12E-03	2.61E-04	6.38E-03	2.73E-03	6.86E-03	7.09E-03	1.14E-02
1:Del:C:4	3.17E-04	1.60E-03	1.45E-07	1.87E-03	4.17E-02	1.53E-07	8.73E-04	9.48E-02	4.55E-03	3.40E-03	2.36E-05	2.29E-03	4.48E-03
1:Del:C:5	6.85E-04	1.86E-03	2.58E-04	3.30E-04	1.22E-04	2.85E-04	3.70E-04	7.78E-04	1.15E-03	1.27E-03	3.23E-03	2.42E-03	1.78E-03
1:Del:T:0	1.95E-03	1.62E-03	2.32E-03	4.88E-03	5.12E-04	7.69E-03	5.18E-03	2.08E-03	2.42E-02	7.15E-03	1.95E-02	6.46E-02	9.14E-07
1:Del:T:1	1.61E-03	2.04E-03	1.35E-04	9.75E-04	4.30E-04	5.27E-03	6.02E-03	1.00E-03	1.43E-02	4.87E-03	4.44E-03	1.88E-02	4.86E-03
1:Del:T:2	1.76E-04	3.07E-03	1.76E-03	8.18E-04	8.67E-04	1.28E-02	3.24E-08	1.35E-03	3.23E-02	7.84E-04	2.50E-02	2.09E-02	2.51E-02
1:Del:T:3	1.16E-03	2.57E-03	1.91E-03	8.70E-04	0.00E+00	1.47E-02	4.60E-04	7.16E-03	4.87E-02	8.07E-03	1.38E-02	3.24E-02	3.66E-03
1:Del:T:4	5.52E-04	4.02E-03	4.19E-07	1.33E-08	0.00E+00	1.43E-02	8.79E-04	4.09E-02	1.94E-02	2.97E-04	4.09E-05	2.79E-02	8.08E-02
1:Del:T:5	8.47E-08	2.39E-02	1.05E-03	6.19E-08	1.96E-07	1.70E-07	4.82E-03	6.17E-02	1.15E-01	2.23E-07	1.41E-06	3.54E-07	4.52E-02
1:Ins:C:0	2.32E-08	1.96E-07	2.95E-07	6.95E-04	8.28E-09	5.50E-08	1.13E-03	1.10E-03	1.50E-07	4.44E-04	3.92E-07	3.65E-04	1.97E-03
1:Ins:C:1	2.30E-04	5.30E-08	9.01E-09	1.15E-04	1.77E-04	6.45E-07	1.01E-03	2.47E-04	4.61E-05	1.76E-08	1.94E-07	6.22E-07	2.07E-07
1:Ins:C:2	2.82E-07	3.27E-05	6.34E-08	2.94E-04	3.28E-05	5.70E-08	1.09E-03	1.66E-06	9.91E-07	4.38E-04	7.79E-08	5.51E-07	7.54E-04
1:Ins:C:3	2.32E-04	5.62E-08	3.26E-08	2.01E-08	2.68E-08	5.43E-08	4.20E-08	1.34E-07	2.60E-08	3.78E-04	1.15E-07	1.59E-07	3.99E-08
1:Ins:C:4	4.93E-04	3.44E-04	2.53E-04	2.42E-04	1.89E-08	1.20E-08	7.92E-08	2.76E-08	3.69E-04	5.88E-04	2.28E-03	0.00E+00	8.78E-03
1:Ins:C:5	3.03E-03	1.27E-03	8.13E-09	7.52E-05	8.83E-05	3.13E-04	2.38E-03	2.50E-03	8.94E-04	1.35E-02	1.77E-02	3.35E-04	6.24E-03
1:Ins:T:0	9.75E-04	1.89E-03	1.77E-04	8.53E-04	3.73E-04	2.47E-03	4.54E-03	1.39E-03	6.57E-03	7.32E-03	2.70E-03	3.82E-03	2.65E-03
1:Ins:T:1	5.98E-04	3.18E-04	6.94E-04	1.11E-03	0.00E+00	1.47E-03	2.40E-04	9.75E-05	2.94E-03	4.85E-03	2.54E-03	1.91E-03	2.72E-03
1:Ins:T:2	2.37E-04	2.95E-04	0.00E+00	4.90E-04	2.26E-03	1.06E-03	9.07E-04	2.28E-03	2.65E-04	4.61E-04	7.21E-05	3.91E-04	2.24E-03
1:Ins:T:3	1.28E-03	0.00E+00	7.45E-04	2.60E-04	1.01E-04	5.59E-04	4.31E-04	0.00E+00	6.81E-04	1.68E-03	5.23E-04	2.79E-03	2.95E-04
1:Ins:T:4	2.75E-03	4.83E-04	6.93E-04	0.00E+00	4.77E-04	7.33E-04	5.10E-03	3.84E-04	0.00E+00	3.78E-03	2.55E-02	8.64E-04	1.34E-02
1:Ins:T:5	1.07E-02	1.97E-04	2.86E-04	1.74E-03	1.35E-07	3.43E-08	7.53E-03	2.11E-03	9.11E-04	1.28E-01	2.41E-07	1.09E-02	1.33E-02
2:Del:R:0	5.49E-04	2.15E-04	7.76E-04	9.53E-04	2.25E-06	1.93E-03	3.08E-03	5.08E-05	4.92E-03	7.15E-04	1.04E-03	4.32E-03	4.30E-03
2:Del:R:1	9.55E-04	4.38E-04	1.16E-04	2.25E-03	7.08E-04	1.68E-03	2.83E-03	3.73E-03	7.57E-04	1.25E-03	1.17E-02	2.05E-03	4.60E-03
2:Del:R:2	1.06E-04	6.25E-04	3.18E-04	1.19E-04	1.27E-06	6.43E-04	4.93E-04	3.36E-04	1.24E-03	0.00E+00	1.02E-03	5.47E-04	6.12E-07
2:Del:R:3	1.24E-04	1.81E-04	3.50E-09	0.00E+00	6.77E-05	6.85E-05	1.09E-08	9.23E-04	2.19E-04	4.18E-04	2.45E-04	4.74E-04	8.16E-04
2:Del:R:4	1.45E-08	2.04E-04	1.26E-08	1.16E-04	1.77E-08	7.25E-08	7.14E-05	4.12E-04	3.05E-04	1.44E-08	1.63E-04	3.17E-04	7.95E-04
