Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	0	93	5	5	0	5	0	0	0	5	4	2	0	3	0	9	0	0	0	6
V2	50	9	42	10	1	2	0	2	0	4	8	4	0	5	0	0	0	0	6	3
V3	29	0	0	42	71	57	24	8	4	0	0	0	0	0	3	2	0	0	0	0
V4	151	26	79	25	4	6	63	7	64	5	8	17	18	34	5	30	0	8	5	0
V5	40	156	53	102	7	1	35	43	33	49	24	0	54	29	5	17	0	52	0	15
V6	128	19	1	12	0	3	0	0	3	0	7	0	3	0	3	0	0	0	0	2
V7	75	12	2	15	57	35	93	74	34	8	14	3	7	0	0	0	0	28	0	0
V8	7	4	2	61	2	1	23	6	7	13	26	10	31	17	0	0	0	1	0	0
V9	36	0	170	22	0	0	14	3	0	1	20	21	27	12	0	0	0	3	6	13
V10	151	3	10	7	1	10	0	4	1	0	0	3	0	3	27	0	0	0	0	0
V11	81	0	21	42	0	0	0	2	1	3	2	5	27	17	5	0	0	8	0	0
V12	19	7	94	24	10	1	27	43	16	14	6	1	0	29	2	17	2	0	1	6
V13	0	3	47	0	3	1	0	0	1	0	2	3	0	13	0	6	3	0	0	2
V14	2	0	28	24	17	18	0	0	0	4	3	5	0	7	0	4	0	0	0	5
V15	54	90	30	4	0	5	3	12	11	7	10	6	4	4	6	0	0	22	0	0
V16	1	10	8	5	5	2	1	0	0	22	6	2	14	1	0	0	8	0	0	3
V17	1	226	67	36	0	0	0	0	0	12	26	51	42	0	0	0	0	0	0	7
V18	9	1	8	18	15	29	1	0	4	1	0	1	0	1	0	12	0	9	2	0
V19	15	10	2	14	3	1	26	23	18	56	14	29	0	28	47	0	0	9	0	0
V20	56	6	5	19	18	18	18	9	0	6	5	9	1	3	0	33	0	5	0	7
V21	2	2	7	8	0	0	0	0	0	9	9	14	0	7	0	0	0	0	0	1
V22	124	107	36	13	0	1	0	0	0	30	8	24	31	5	2	0	0	0	27	0
V23	51	13	202	22	9	20	22	12	37	0	0	15	0	12	31	57	21	25	2	2
V24	194	162	78	11	50	57	36	23	12	10	1	0	0	1	13	0	48	6	3	18
V25	6	13	3	21	3	9	0	1	0	8	5	15	0	0	0	0	0	3	11	6
V26	3	20	27	42	3	3	16	18	17	51	47	22	28	33	0	15	0	1	0	0
V27	50	2	5	0	0	1	20	10	1	1	0	0	0	1	0	0	0	8	3	0
V28	3	128	1	24	36	13	20	12	6	0	5	0	0	1	0	4	0	0	0	19
V29	6	2	19	25	69	118	3	9	7	0	2	2	8	4	0	0	17	15	1	0
V30	15	17	186	8	4	0	0	1	0	0	2	0	0	7	0	12	0	0	2	0
V31	0	45	6	10	12	17	3	0	0	0	8	0	0	0	0	1	0	6	2	0
V32	0	1	31	31	24	49	7	5	13	1	5	12	1	10	8	0	0	0	0	0
V33	67	5	4	43	139	98	26	30	9	7	0	0	0	0	9	0	0	4	0	0
V34	39	7	46	3	6	1	1	5	3	5	6	7	0	5	14	1	0	2	1	0
V35	56	213	0	35	0	0	0	0	0	0	29	13	6	8	15	0	0	0	11	0
V36	223	26	2	13	183	76	51	70	5	2	10	3	6	0	30	0	0	7	7	0
V37	66	26	13	49	14	0	95	58	44	83	34	23	14	28	16	0	0	0	30	0
V38	4	13	156	28	26	8	0	7	0	0	5	22	0	0	0	15	0	2	0	0
V39	230	30	0	55	0	0	17	5	8	74	19	35	54	27	0	18	0	0	0	0
V40	0	0	0	13	37	9	0	1	0	0	0	0	0	0	0	2	0	3	1	0
V41	29	41	2	7	0	6	95	92	106	17	20	2	3	0	3	0	5	0	3	0
V42	6	292	0	26	0	4	3	0	0	4	15	30	0	34	0	49	0	0	9	0
V43	327	25	59	159	9	18	8	31	16	28	58	43	27	2	114	10	0	18	0	0
V44	58	1	4	24	35	47	0	19	0	0	0	0	2	0	15	0	0	28	0	0
V45	32	65	13	0	1	4	2	20	8	3	11	0	1	1	3	0	41	2	2	0
V46	5	0	10	7	0	4	2	0	1	1	1	0	0	0	0	5	2	0	0	0
V47	1	0	0	133	58	56	9	9	5	10	4	38	3	4	0	21	9	0	0	0
V48	102	117	7	17	22	33	42	68	55	3	0	0	1	0	1	62	0	0	0	0
V49	29	5	8	19	59	128	0	1	0	40	45	27	8	8	9	0	0	0	0	2
V50	40	0	36	37	107	122	0	3	0	4	3	1	4	0	4	5	3	1	0	3
V51	0	19	19	10	0	0	21	15	2	10	8	8	2	3	0	8	0	0	4	0
V52	43	4	10	1	8	28	0	0	0	0	0	1	0	5	7	0	0	0	12	0
V53	60	92	5	0	0	3	0	0	0	0	3	0	0	1	0	10	0	0	11	0
V54	58	0	23	25	5	3	5	27	6	5	7	12	10	7	2	4	8	1	5	0
V55	0	38	16	46	22	24	2	2	0	24	9	9	19	34	0	26	0	0	8	0
V56	45	39	2	5	0	0	22	32	4	27	29	7	0	0	0	1	91	3	0	0
V57	3	2	48	3	40	17	5	8	1	6	1	12	17	13	0	0	0	0	0	21
V58	1	8	10	51	1	2	0	0	2	15	20	8	33	19	0	0	0	0	0	2
V59	61	19	104	3	1	1	8	16	1	0	0	0	0	9	14	0	0	0	0	1
V60	3	81	21	22	2	0	2	0	3	18	5	25	0	9	0	3	0	0	0	0
V61	19	81	1	14	0	0	149	65	31	0	7	2	2	0	0	0	0	41	1	9
V62	0	6	199	14	22	37	65	17	0	12	14	10	14	12	0	0	32	10	0	8
V63	190	10	17	13	30	12	0	3	3	5	4	16	13	6	3	0	0	0	0	3
V64	0	168	17	9	3	1	1	1	1	0	0	1	0	0	0	0	0	5	0	29
V65	141	5	1	64	74	40	117	0	25	15	32	0	0	2	1	11	26	0	0	0
V66	1	0	6	2	39	17	3	5	0	0	2	0	1	2	0	5	0	0	0	1
V67	70	41	125	29	41	38	26	0	30	19	15	50	41	46	0	0	66	10	5	2
V68	0	5	28	4	2	11	19	0	18	1	5	0	3	0	0	0	18	0	6	0
V69	103	6	2	26	0	1	0	100	69	7	10	10	11	8	5	15	31	2	1	0
V70	16	40	4	17	2	0	0	0	1	11	16	10	31	0	9	0	0	0	0	0
V71	0	31	0	100	5	1	0	3	0	8	36	53	39	45	0	0	0	0	35	0
V72	19	107	0	4	0	4	0	1	0	10	0	4	0	0	0	0	0	1	0	0
V73	252	5	7	2	0	0	0	1	3	1	0	4	6	0	59	0	0	0	1	0
V74	2	286	4	36	34	48	13	2	4	0	0	3	1	0	0	0	14	0	0	27
V75	14	1	43	9	15	13	33	77	17	7	27	0	2	17	0	0	4	9	4	5
V76	91	2	3	18	108	28	23	14	3	0	2	8	3	0	15	0	0	0	1	0
V77	39	67	4	14	15	13	19	5	0	13	1	3	7	9	11	0	0	0	9	0
V78	46	15	0	71	52	17	65	45	2	12	16	7	6	6	4	0	0	7	8	0
V79	25	1	40	18	21	19	4	10	0	8	5	6	11	8	0	0	0	0	0	0
V80	5	6	2	40	4	7	13	12	5	0	14	10	0	21	0	0	0	0	0	0
V81	14	55	0	2	3	4	0	0	0	0	0	0	0	3	1	5	0	0	7	6
V82	12	17	0	14	22	13	1	0	0	0	0	2	0	0	0	1	0	0	5	0
V83	202	10	47	10	0	0	0	0	0	3	2	1	2	3	0	0	0	0	9	0
V84	5	82	37	0	20	11	8	11	4	0	9	5	2	3	0	2	0	0	11	8
V85	79	49	13	38	70	56	6	5	1	0	1	0	0	0	42	0	0	0	6	0
V86	5	28	5	0	0	0	1	7	1	2	2	1	6	0	0	2	14	2	7	0
V87	9	0	53	98	103	37	46	7	46	0	1	0	0	2	0	35	0	0	0	0
V88	2	6	40	0	0	1	46	95	27	2	3	3	8	3	1	0	0	14	0	0
V89	3	79	0	6	9	3	0	1	0	0	0	0	2	6	0	3	0	0	13	15
V90	11	106	2	2	1	2	0	12	2	6	0	18	20	14	0	41	1	7	0	5
V91	38	0	19	17	34	21	10	4	2	1	1	2	0	4	0	0	0	1	0	0
V92	90	27	6	16	4	1	0	0	0	18	13	10	4	15	9	0	0	0	0	0
V93	134	2	6	0	0	0	0	0	0	16	14	25	16	2	19	0	0	0	0	0
V94	22	4	52	3	0	0	20	19	5	0	3	2	2	7	3	0	0	12	11	0
V95	23	16	3	4	5	8	9	1	0	3	1	0	0	3	5	0	0	0	0	11
V96	36	93	4	0	61	47	0	0	0	0	0	1	0	1	0	15	0	0	0	0
V97	0	20	0	26	15	2	92	98	37	18	6	6	0	0	0	0	0	0	0	19
V98	39	0	50	57	93	107	0	1	2	5	8	2	3	4	3	2	0	2	0	0
V99	65	0	18	6	32	30	2	5	5	0	1	0	5	0	7	0	11	0	0	1
V100	0	9	2	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	3	3
