NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.592	22.072	14.807	13.236	0.117	0.988	50000.0
2	63.173	22.834	15.353	14.14	0.123	0.986	30000.0
3	63.517	22.886	15.318	14.375	0.126	0.985	40000.0
4	58.818	21.407	14.251	13.051	0.118	0.988	40000.0
5	57.566	20.388	13.552	12.172	0.117	0.99	50000.0
6	61.577	22.235	14.723	13.467	0.118	0.987	50000.0
7	57.994	21.106	13.804	12.707	0.113	0.989	50000.0
8	60.558	21.439	14.435	12.813	0.114	0.989	40000.0
9	60.395	21.909	14.446	13.255	0.117	0.988	60000.0
10	62.283	22.015	14.983	13.419	0.12	0.988	40000.0
