NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.604	21.122	11.444	13.099	0.13	0.987	60000.0
2	50.553	21.167	11.068	12.885	0.131	0.987	80000.0
3	52.272	21.284	12.087	13.409	0.124	0.987	30000.0
4	51.062	21.163	11.535	13.013	0.126	0.989	70000.0
5	52.116	21.67	11.548	13.191	0.128	0.988	30000.0
6	49.225	20.701	11.262	13.162	0.131	0.985	40000.0
7	51.465	20.769	11.756	13.001	0.12	0.988	60000.0
8	50.266	20.885	11.243	12.766	0.128	0.988	50000.0
9	53.367	22.139	12.278	14.122	0.13	0.986	60000.0
10	52.729	22.09	11.82	13.68	0.138	0.984	80000.0
