NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.478	30.718	17.921	20.353	0.194	0.97	30000.0
2	78.908	30.914	19.294	20.363	0.188	0.969	20000.0
3	76.806	30.612	18.656	20.163	0.181	0.971	30000.0
4	76.035	30.013	18.368	19.426	0.18	0.975	20000.0
5	80.023	31.231	20.363	21.313	0.18	0.969	40000.0
6	77.836	31.062	19.705	20.995	0.184	0.969	30000.0
7	74.728	29.261	18.325	19.399	0.177	0.973	20000.0
8	77.404	30.853	19.527	21.013	0.19	0.97	30000.0
9	76.967	30.828	18.455	20.1	0.185	0.972	30000.0
10	75.222	30.277	18.294	19.695	0.188	0.972	30000.0
