NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	83.228	32.847	23.707	22.898	0.181	0.967	30000.0
2	84.135	33.153	23.829	23.121	0.184	0.965	20000.0
3	85.367	33.749	24.102	23.419	0.185	0.965	30000.0
4	84.136	33.365	24.219	23.489	0.185	0.965	30000.0
5	84.56	33.0	24.585	23.379	0.179	0.965	20000.0
6	84.92	33.328	24.097	23.153	0.181	0.966	20000.0
7	82.602	32.545	23.922	22.977	0.177	0.965	20000.0
8	83.915	33.455	23.744	23.002	0.188	0.966	20000.0
9	84.333	33.206	24.448	23.433	0.186	0.965	30000.0
10	83.679	33.046	23.493	23.074	0.186	0.966	30000.0
