NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.925	20.076	14.556	11.952	0.106	0.989	50000.0
2	61.721	19.505	14.224	11.58	0.099	0.991	70000.0
3	63.79	19.567	14.716	11.507	0.099	0.991	50000.0
4	63.56	19.832	14.541	11.546	0.102	0.991	50000.0
5	63.313	19.261	14.313	11.168	0.099	0.991	50000.0
6	60.416	18.913	13.446	10.865	0.097	0.991	40000.0
7	64.063	20.254	14.674	12.071	0.103	0.989	60000.0
8	61.172	19.562	14.271	11.805	0.101	0.989	30000.0
9	59.87	18.814	13.67	11.07	0.1	0.991	30000.0
10	62.821	20.335	14.76	12.401	0.104	0.988	50000.0
