NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.974	17.665	10.971	11.104	0.096	0.991	50000.0
2	43.095	16.864	9.578	9.85	0.1	0.993	50000.0
3	43.174	17.442	9.67	10.352	0.103	0.992	100000.0
4	43.837	17.157	10.212	10.175	0.097	0.993	40000.0
5	42.891	17.21	9.715	10.149	0.102	0.992	50000.0
6	42.76	16.402	9.948	9.791	0.097	0.993	60000.0
7	40.754	16.161	9.072	9.529	0.099	0.993	50000.0
8	42.265	16.093	10.224	10.091	0.092	0.992	50000.0
9	45.96	17.776	11.036	10.91	0.104	0.992	30000.0
10	42.788	16.82	9.578	9.689	0.099	0.993	100000.0
