NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.419	19.671	11.156	11.805	0.12	0.99	40000.0
2	44.849	18.849	10.541	11.116	0.119	0.991	30000.0
3	48.065	20.089	11.97	12.457	0.122	0.989	40000.0
4	48.691	20.427	12.289	12.96	0.117	0.987	30000.0
5	44.576	18.905	10.927	12.141	0.117	0.987	30000.0
6	47.199	19.911	11.583	12.497	0.122	0.988	70000.0
7	48.227	20.178	12.118	12.616	0.118	0.988	40000.0
8	48.278	20.614	11.931	12.697	0.12	0.988	60000.0
9	46.003	19.804	11.457	12.509	0.122	0.988	40000.0
10	46.278	19.731	11.153	11.982	0.12	0.99	30000.0
