Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	70	5	45	40	41	1	16	0	0	4	0	0	0
V2	82	13	4	34	45	0	12	3	0	0	0	0	3
V3	0	10	50	0	0	50	16	38	7	0	10	0	3
V4	485	54	2	61	21	34	6	7	0	0	0	5	122
V5	38	18	25	5	9	61	0	11	29	0	4	4	0
V6	16	38	84	27	30	15	14	0	6	18	0	0	0
V7	0	0	29	0	23	0	0	7	16	35	4	0	2
V8	3	16	72	5	112	13	6	2	162	0	3	7	19
V9	18	11	17	137	9	0	6	0	5	0	0	14	0
V10	118	12	23	4	29	5	23	3	17	26	16	0	1
V11	44	56	127	2	25	15	0	0	23	14	27	5	10
V12	2	46	27	0	24	41	0	191	17	49	0	5	0
V13	22	22	81	129	102	0	57	0	13	23	5	60	1
V14	154	0	7	0	0	16	16	47	3	0	9	0	0
V15	19	18	15	49	14	1	17	9	14	0	20	0	6
V16	1	0	0	89	48	27	0	49	0	0	5	0	0
V17	47	16	26	3	21	4	1	6	26	16	0	1	0
V18	22	21	127	2	42	14	5	23	103	23	32	0	42
V19	19	40	0	2	5	127	0	17	0	80	18	11	0
V20	1	44	46	33	23	7	49	1	0	0	0	11	0
V21	51	12	80	1	18	5	27	12	40	10	0	2	0
V22	71	6	27	33	15	2	0	0	3	0	1	13	3
V23	78	8	5	2	0	27	0	30	3	20	13	8	0
V24	22	1	3	29	47	43	19	11	0	0	42	35	0
V25	0	0	16	17	11	22	13	30	14	6	0	3	0
V26	46	12	38	30	25	38	33	14	0	0	0	65	0
V27	249	0	16	231	240	43	1	8	1	31	15	35	33
V28	3	329	3	13	8	4	1	0	0	92	14	0	15
V29	71	1	7	5	0	44	0	0	1	0	9	0	8
V30	20	2	13	92	33	4	3	0	5	0	0	0	3
V31	6	0	45	3	1	5	47	0	1	0	0	3	6
V32	50	50	228	0	11	8	138	26	26	0	5	5	1
V33	5	25	26	22	36	8	0	0	14	0	1	4	10
V34	20	14	2	26	18	0	4	0	0	0	0	0	2
V35	8	78	0	0	0	1	0	4	3	21	1	0	6
V36	47	8	18	48	54	0	8	0	2	0	0	4	0
V37	84	17	104	33	38	31	27	7	0	14	26	10	4
V38	47	34	0	0	0	2	1	13	0	40	2	0	3
V39	122	152	29	17	18	7	0	11	5	39	12	14	9
V40	7	120	43	19	22	48	34	49	0	69	37	38	0
V41	176	42	1	50	33	0	0	0	0	44	0	13	0
V42	2	0	41	0	18	155	32	7	30	0	0	0	4
V43	160	118	48	108	36	4	40	0	0	0	9	5	7
V44	2	0	4	15	8	0	3	0	0	0	0	8	2
V45	47	28	0	177	41	1	1	1	7	17	6	19	0
V46	12	1	0	0	2	56	0	7	0	14	28	3	0
V47	0	62	19	36	18	38	5	4	5	70	0	12	0
V48	0	129	36	15	26	15	6	0	19	0	9	0	3
V49	120	0	17	12	14	23	23	6	8	0	1	0	0
V50	83	28	68	0	0	79	63	102	0	0	19	21	0
V51	6	0	0	33	36	86	12	16	25	4	35	8	0
V52	0	0	0	101	115	6	30	24	0	0	0	77	0
V53	0	27	3	1	0	9	0	0	0	1	2	1	5
V54	20	29	21	0	0	0	27	2	8	0	3	0	7
V55	121	2	47	1	0	0	30	0	6	0	5	0	17
V56	0	14	7	2	3	27	10	14	8	10	0	3	6
V57	251	56	13	3	14	9	0	0	5	0	15	0	90
V58	0	12	0	44	0	4	0	1	3	0	0	0	4
V59	0	15	35	1	32	79	11	9	13	0	54	16	25
V60	242	33	11	11	14	8	1	31	3	2	0	14	0
V61	40	24	12	48	8	0	9	0	0	0	0	3	35
V62	65	0	60	0	18	11	1	6	66	7	35	5	15
V63	101	74	0	47	37	10	0	10	3	0	7	7	22
V64	83	162	12	0	2	41	0	33	8	18	2	18	0
V65	40	0	48	0	18	18	90	7	56	0	0	0	0
V66	2	196	149	0	24	18	54	0	27	56	79	0	0
V67	82	44	74	10	2	0	36	3	0	6	0	0	11
V68	2	9	16	1	21	3	0	1	18	9	3	1	0
V69	51	0	11	0	8	29	17	25	0	52	3	0	0
V70	0	2	106	8	5	0	49	0	1	0	0	0	0
V71	15	5	20	18	13	0	3	0	11	0	0	14	2
V72	21	15	201	59	16	0	84	0	14	0	3	8	8
V73	0	0	58	4	27	23	0	9	38	0	32	0	47
V74	220	90	22	145	171	121	21	55	55	9	21	0	0
V75	68	0	50	0	0	40	24	26	0	0	72	0	0
V76	33	0	2	40	59	81	0	23	0	0	0	18	11
V77	0	30	1	0	0	0	2	5	0	2	0	0	29
V78	0	8	34	41	38	6	67	13	10	23	11	0	0
V79	3	22	113	5	68	3	0	9	47	0	0	0	43
V80	9	27	54	1	10	5	0	9	78	0	22	1	16
V81	80	75	0	37	19	0	9	0	0	0	0	66	13
V82	254	35	54	5	75	56	4	16	64	10	67	0	45
V83	4	11	12	7	3	7	52	0	27	0	23	0	0
V84	6	134	30	205	76	0	18	3	14	0	25	23	0
V85	18	174	43	0	3	36	12	27	1	35	30	8	38
V86	8	0	20	2	6	35	15	6	3	0	1	13	0
V87	9	76	68	13	4	31	116	41	0	15	21	2	0
V88	4	164	3	39	41	0	0	0	4	66	10	3	0
V89	80	5	35	8	0	10	6	2	0	0	19	6	0
V90	0	5	19	23	29	12	5	1	31	0	11	0	4
V91	11	2	53	2	14	7	0	1	26	1	0	0	0
V92	17	0	0	106	45	102	0	70	0	64	40	20	0
V93	26	15	68	39	40	61	25	88	0	0	14	8	0
V94	0	74	6	1	5	3	19	0	0	23	0	0	4
V95	317	71	0	150	56	13	16	8	0	20	5	5	14
V96	43	11	1	72	28	77	1	25	2	52	0	0	0
V97	36	8	3	27	45	9	0	2	0	2	3	19	7
V98	59	8	13	13	9	9	0	0	0	0	35	20	0
V99	33	150	35	71	11	11	50	9	4	0	0	19	0
V100	1	0	8	21	18	0	8	0	0	0	2	0	0
