NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	69.386	28.114	16.695	18.507	0.165	0.972	70000.0
2	69.245	28.294	16.964	19.024	0.165	0.97	30000.0
3	77.158	30.355	20.749	21.202	0.161	0.967	30000.0
4	78.923	31.108	21.681	21.939	0.166	0.964	30000.0
5	67.365	27.306	16.018	17.761	0.155	0.974	50000.0
6	66.569	27.295	16.28	17.972	0.159	0.975	20000.0
7	72.39	29.164	18.467	20.095	0.163	0.97	50000.0
8	68.03	27.488	16.683	18.514	0.159	0.972	50000.0
9	71.745	29.215	17.341	19.617	0.162	0.97	20000.0
10	71.98	29.064	17.823	19.433	0.168	0.97	20000.0
