NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.4	19.407	11.238	12.326	0.103	0.99	60000.0
2	45.701	19.54	10.692	12.944	0.109	0.985	60000.0
3	44.751	18.066	10.514	11.948	0.099	0.989	30000.0
4	45.169	18.105	10.488	11.685	0.099	0.99	50000.0
5	46.98	19.21	11.077	12.565	0.099	0.988	50000.0
6	44.067	18.497	10.16	11.995	0.104	0.988	60000.0
7	43.221	17.365	10.278	11.305	0.097	0.991	50000.0
8	48.703	19.875	11.696	13.499	0.102	0.986	40000.0
9	47.231	19.035	11.256	12.726	0.102	0.987	60000.0
10	45.637	18.654	10.586	12.3	0.104	0.988	70000.0
