NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.97	26.653	12.649	15.679	0.162	0.982	30000.0
2	52.721	26.482	12.18	15.273	0.161	0.983	30000.0
3	53.313	26.423	12.346	15.164	0.161	0.984	40000.0
4	53.883	26.86	12.724	15.822	0.161	0.983	20000.0
5	52.238	25.818	12.28	15.058	0.154	0.984	30000.0
6	51.863	25.984	12.152	15.048	0.158	0.985	30000.0
7	53.528	27.075	12.51	15.691	0.166	0.983	30000.0
8	53.464	26.439	12.574	15.618	0.162	0.983	40000.0
9	54.829	27.693	12.629	15.95	0.17	0.983	50000.0
10	50.382	25.321	11.755	14.657	0.155	0.986	30000.0
