Samples	ID83A	ID83B
V1	48	87
V2	210	406
V3	191	44
V4	118	41
V5	102	168
V6	113	59
V7	53	345
V8	167	104
V9	0	202
V10	191	46
V11	23	137
V12	174	388
V13	492	134
V14	308	36
V15	192	0
V16	138	182
V17	27	59
V18	217	54
V19	18	355
V20	0	421
V21	794	32
V22	172	156
V23	0	240
V24	28	108
V25	143	49
V26	218	150
V27	38	227
V28	180	437
V29	171	68
V30	162	2
V31	100	87
V32	175	30
V33	367	75
V34	292	11
V35	90	26
V36	291	65
V37	486	47
V38	44	819
V39	187	132
V40	239	300
V41	96	59
V42	17	63
V43	22	78
V44	378	0
V45	0	363
V46	12	501
V47	290	116
V48	212	14
V49	163	29
V50	112	102
V51	107	199
V52	353	3
V53	361	152
V54	151	21
V55	0	544
V56	90	90
V57	147	178
V58	97	35
V59	0	251
V60	142	11
V61	19	9
V62	88	207
V63	0	94
V64	83	26
V65	0	538
V66	101	9
V67	121	214
V68	0	154
V69	216	118
V70	107	106
V71	241	63
V72	0	154
V73	160	89
V74	742	28
V75	50	102
V76	0	279
V77	193	61
V78	344	7
V79	114	94
V80	203	283
V81	78	31
V82	78	31
V83	171	3
V84	0	117
V85	60	198
V86	14	50
V87	49	47
V88	205	207
V89	83	119
V90	157	26
V91	131	8
V92	639	0
V93	0	244
V94	160	134
V95	174	82
V96	74	18
V97	24	82
V98	71	86
V99	149	30
V100	0	257
