NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	153.972	55.382	53.438	46.9	0.322	0.862	20000.0
2	145.346	54.066	48.61	43.126	0.315	0.875	40000.0
3	147.882	55.306	48.319	43.184	0.322	0.872	20000.0
4	138.82	49.977	43.031	39.339	0.313	0.89	30000.0
5	145.239	53.517	43.043	40.948	0.319	0.89	70000.0
6	140.802	50.977	43.642	40.261	0.32	0.885	40000.0
7	133.195	48.303	35.512	34.906	0.308	0.908	20000.0
8	150.554	54.872	49.621	43.317	0.316	0.874	20000.0
9	143.534	53.606	47.908	42.397	0.315	0.878	20000.0
10	150.538	54.298	50.097	44.478	0.312	0.879	30000.0
