NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.096	14.81	9.172	8.995	0.089	0.993	30000.0
2	35.681	13.233	8.259	7.917	0.085	0.995	60000.0
3	40.536	15.197	9.816	9.356	0.092	0.993	70000.0
4	38.828	14.47	9.075	8.782	0.086	0.994	40000.0
5	38.681	14.488	8.979	8.544	0.087	0.995	40000.0
6	35.22	13.193	8.102	7.62	0.082	0.996	60000.0
7	38.955	14.674	9.335	8.912	0.09	0.994	60000.0
8	38.225	14.276	8.854	8.293	0.087	0.995	40000.0
9	39.738	15.122	9.406	9.127	0.09	0.994	80000.0
10	39.825	14.704	9.018	8.313	0.088	0.995	70000.0
