MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	2.68E-04	2.20E-04	1.02E-02	1.01E-03	1.03E-04	3.00E-03	4.06E-02	2.28E-02	2.93E-02
1:Del:C:1	8.29E-06	0.00E+00	9.30E-03	0.00E+00	2.38E-04	1.37E-03	1.44E-02	3.02E-02	9.15E-03
1:Del:C:2	3.89E-05	8.17E-08	1.40E-03	1.01E-04	2.59E-05	5.68E-04	2.14E-03	2.29E-03	3.32E-03
1:Del:C:3	5.16E-04	5.44E-04	1.64E-03	5.79E-04	4.25E-04	4.09E-04	3.05E-03	1.40E-02	3.71E-03
1:Del:C:4	0.00E+00	4.02E-04	1.89E-03	3.76E-04	1.01E-08	6.69E-05	1.61E-03	3.35E-03	1.17E-02
1:Del:C:5	1.20E-04	4.07E-04	0.00E+00	1.75E-03	2.95E-06	1.97E-04	9.47E-04	1.25E-02	1.52E-03
1:Del:T:0	1.74E-04	4.69E-04	1.39E-02	1.62E-03	4.42E-04	3.48E-03	2.04E-02	1.41E-02	3.37E-02
1:Del:T:1	3.79E-04	1.40E-04	5.23E-03	1.21E-04	2.82E-04	1.36E-03	1.07E-02	4.46E-03	7.10E-03
1:Del:T:2	2.87E-04	1.26E-04	6.16E-03	9.47E-04	3.82E-05	1.35E-03	1.55E-02	9.46E-03	1.56E-02
1:Del:T:3	3.37E-04	1.40E-04	1.01E-02	2.10E-03	4.03E-04	1.64E-04	1.98E-02	1.66E-02	1.84E-02
1:Del:T:4	1.62E-08	9.37E-04	1.22E-02	2.43E-03	1.88E-04	0.00E+00	1.31E-02	1.60E-02	1.70E-02
1:Del:T:5	6.04E-08	1.41E-07	6.90E-08	7.73E-03	1.39E-08	4.10E-04	1.39E-06	4.22E-02	5.52E-07
1:Ins:C:0	4.55E-08	3.76E-08	1.45E-08	7.78E-05	1.00E-05	8.14E-04	1.20E-03	6.59E-04	1.02E-03
1:Ins:C:1	6.84E-08	2.63E-08	6.88E-05	1.64E-08	0.00E+00	5.27E-04	6.13E-04	1.16E-03	1.65E-03
1:Ins:C:2	1.11E-04	3.64E-08	4.12E-04	5.68E-09	1.68E-04	2.40E-04	1.43E-04	1.37E-04	1.40E-03
1:Ins:C:3	2.83E-08	8.83E-05	1.02E-08	2.92E-05	4.89E-05	8.73E-05	1.39E-03	6.59E-04	1.59E-03
1:Ins:C:4	1.65E-09	1.09E-04	0.00E+00	5.43E-04	6.87E-05	1.24E-04	6.54E-04	2.02E-03	5.76E-04
1:Ins:C:5	1.53E-03	1.39E-03	1.58E-04	9.51E-04	5.80E-04	2.37E-04	1.72E-03	4.57E-03	1.18E-02
1:Ins:T:0	1.63E-04	2.52E-04	1.53E-03	4.62E-04	4.21E-04	8.89E-04	6.70E-03	2.98E-03	2.88E-03
1:Ins:T:1	2.87E-08	6.95E-09	1.88E-03	2.07E-04	7.57E-05	6.68E-04	4.61E-03	9.08E-04	8.67E-04
1:Ins:T:2	8.42E-05	4.28E-04	5.50E-04	1.18E-04	1.76E-08	2.44E-04	4.43E-04	3.31E-03	4.46E-04
1:Ins:T:3	0.00E+00	7.91E-04	3.99E-04	3.92E-04	2.99E-04	4.52E-05	1.27E-03	6.25E-03	1.44E-03
1:Ins:T:4	2.83E-03	2.11E-03	2.10E-04	2.40E-04	9.15E-04	1.73E-04	3.22E-03	5.27E-03	1.34E-02
1:Ins:T:5	1.23E-07	5.13E-03	1.69E-07	1.26E-07	1.28E-07	2.43E-03	1.40E-06	9.28E-02	1.69E-02
2:Del:R:0	3.11E-08	6.36E-04	2.71E-03	4.76E-04	0.00E+00	1.16E-03	1.42E-02	2.52E-03	2.00E-03
2:Del:R:1	2.85E-05	8.78E-09	1.06E-03	8.51E-04	7.99E-05	1.35E-03	7.94E-03	3.31E-03	2.55E-03
2:Del:R:2	5.74E-05	1.74E-04	1.05E-08	2.98E-04	2.03E-04	3.09E-04	5.36E-04	1.50E-03	1.40E-46
2:Del:R:3	9.98E-08	2.38E-05	2.84E-08	4.23E-08	1.56E-04	1.91E-07	3.20E-28	3.28E-04	1.48E-07
2:Del:R:4	4.78E-05	6.58E-05	9.76E-05	2.52E-07	2.19E-08	8.72E-05	6.97E-04	3.18E-04	4.98E-04
2:Del:R:5	1.77E-07	6.15E-08	5.47E-05	5.14E-07	3.67E-08	1.54E-04	5.38E-08	6.12E-05	1.06E-04
3:Del:R:0	4.49E-08	4.19E-08	9.47E-04	1.92E-08	5.07E-06	1.16E-03	7.06E-03	4.80E-03	3.93E-03
3:Del:R:1	7.09E-09	6.49E-04	1.95E-03	3.69E-04	9.18E-05	2.93E-04	5.49E-03	9.14E-03	1.08E-02
3:Del:R:2	2.06E-08	2.49E-07	3.05E-04	1.51E-07	3.19E-03	1.51E-07	1.48E-03	2.17E-03	1.72E-07
3:Del:R:3	1.81E-08	1.13E-04	8.51E-05	1.54E-08	1.90E-08	0.00E+00	1.26E-04	1.47E-04	2.05E-08
3:Del:R:4	6.34E-09	1.43E-08	2.77E-08	6.81E-09	9.67E-09	1.47E-08	1.10E-07	1.77E-07	1.02E-07
3:Del:R:5	8.63E-04	4.95E-08	2.54E-04	0.00E+00	1.64E-03	2.46E-06	9.70E-08	1.34E-03	3.19E-03
4:Del:R:0	8.89E-03	2.17E-04	6.96E-04	2.97E-08	2.64E-04	6.02E-04	5.57E-03	1.21E-02	5.61E-02
4:Del:R:1	0.00E+00	1.63E-04	1.04E-03	4.06E-04	2.14E-05	3.87E-04	1.69E-03	7.43E-04	2.52E-03
4:Del:R:2	3.47E-08	2.43E-04	3.58E-04	2.23E-05	2.68E-09	1.01E-04	6.84E-04	2.05E-03	2.66E-03
4:Del:R:3	6.34E-09	1.43E-08	2.77E-08	6.81E-09	9.67E-09	1.47E-08	1.10E-07	1.77E-07	1.02E-07
4:Del:R:4	6.34E-09	1.43E-08	2.77E-08	6.81E-09	9.67E-09	1.47E-08	1.10E-07	1.77E-07	1.02E-07
4:Del:R:5	7.05E-08	9.97E-05	1.00E-04	2.94E-08	4.84E-08	1.74E-05	1.21E-07	2.05E-04	1.34E-03
5:Del:R:0	1.76E-04	1.60E-03	7.46E-04	3.22E-04	1.99E-03	8.45E-03	3.35E-02	6.96E-03	4.45E-02
5:Del:R:1	5.04E-08	0.00E+00	1.89E-04	2.47E-04	1.37E-07	4.50E-04	4.40E-04	2.63E-04	1.31E-03
5:Del:R:2	1.25E-04	1.44E-08	8.81E-05	4.70E-05	8.08E-08	1.31E-04	5.44E-04	6.06E-04	7.60E-04
5:Del:R:3	5.19E-08	6.07E-05	3.72E-08	4.36E-08	3.89E-08	4.38E-08	1.27E-07	2.05E-07	1.79E-04
5:Del:R:4	6.34E-09	1.43E-08	2.77E-08	6.81E-09	9.67E-09	1.47E-08	1.10E-07	1.77E-07	1.02E-07
5:Del:R:5	6.34E-09	1.43E-08	2.77E-08	6.81E-09	9.67E-09	1.47E-08	1.10E-07	1.77E-07	1.02E-07
2:Ins:R:0	2.69E-06	3.56E-04	4.05E-04	1.61E-04	5.20E-05	1.17E-04	9.92E-04	3.81E-03	1.22E-04
2:Ins:R:1	4.79E-03	2.22E-08	4.79E-04	2.75E-08	3.44E-08	4.66E-04	8.80E-04	5.72E-03	4.12E-02
2:Ins:R:2	1.75E-04	6.53E-05	9.77E-05	1.78E-04	5.34E-09	4.00E-08	1.51E-03	5.31E-04	3.78E-04
2:Ins:R:3	9.42E-05	1.05E-04	1.19E-04	1.84E-08	4.99E-08	4.67E-08	2.31E-04	4.48E-04	1.82E-03
2:Ins:R:4	6.55E-05	3.42E-04	1.31E-04	3.65E-04	0.00E+00	0.00E+00	1.89E-04	1.90E-03	5.37E-04
2:Ins:R:5	6.51E-09	1.42E-03	3.85E-04	1.36E-03	4.95E-04	6.30E-04	7.51E-03	1.57E-02	4.63E-03
3:Ins:R:0	2.21E-02	2.48E-06	1.59E-03	3.93E-08	6.60E-05	5.37E-04	3.82E-03	4.95E-02	6.42E-03
3:Ins:R:1	1.80E-08	1.95E-04	2.38E-04	1.38E-04	1.41E-05	2.18E-04	9.85E-04	1.32E-03	1.44E-03
3:Ins:R:2	4.45E-08	6.52E-08	2.20E-05	8.24E-05	5.06E-08	3.93E-08	3.62E-05	3.17E-04	5.10E-04
3:Ins:R:3	3.07E-02	7.73E-08	7.04E-08	6.42E-08	1.02E-07	1.76E-08	2.19E-03	6.87E-02	1.51E-02
3:Ins:R:4	2.48E-05	1.20E-06	4.09E-08	9.98E-05	9.54E-09	2.41E-08	4.87E-05	3.29E-04	9.20E-04
3:Ins:R:5	7.59E-09	4.39E-05	1.10E-08	3.38E-04	0.00E+00	1.41E-04	3.26E-04	8.66E-04	2.29E-03
4:Ins:R:0	5.43E-08	6.55E-05	1.11E-04	4.78E-08	1.80E-07	3.48E-05	6.74E-05	1.20E-04	1.31E-07
