Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	7	0	19	191	0	86	0	45	15	12	0	0	0	0	0	0	0	0
V2	14	0	19	2	43	46	52	0	44	1	0	36	43	19	0	0	0	0
V3	18	25	28	6	4	3	2	0	0	11	0	0	0	5	9	0	18	4
V4	65	0	14	68	12	0	0	0	0	0	0	0	0	7	0	0	0	0
V5	56	186	85	0	11	27	0	0	42	8	35	35	37	14	30	8	0	10
V6	20	3	81	1	104	76	20	28	0	35	0	15	0	24	0	0	0	0
V7	0	27	34	4	29	0	11	3	0	43	0	0	5	25	61	0	1	0
V8	63	73	205	42	230	8	18	0	0	95	0	1	0	0	0	0	9	0
V9	49	104	27	107	0	51	10	0	0	19	0	5	12	0	44	0	20	54
V10	2	11	9	98	79	20	14	0	0	10	29	13	22	12	0	2	5	0
V11	1	13	0	116	0	26	0	10	45	7	0	0	7	10	0	5	0	6
V12	27	8	1	9	0	0	6	0	0	0	0	15	0	6	0	0	0	1
V13	27	0	8	0	0	8	10	0	0	0	0	2	0	16	18	0	6	2
V14	183	44	43	27	0	73	0	0	13	12	0	0	0	0	8	15	4	7
V15	8	22	26	0	0	7	0	6	0	0	0	0	0	6	0	0	11	0
V16	1	32	4	73	0	37	16	0	0	13	0	30	0	0	0	0	0	23
V17	63	161	70	11	0	27	53	41	46	21	44	7	0	0	0	0	19	9
V18	62	79	72	42	10	3	48	16	0	14	46	1	13	5	0	0	0	0
V19	178	27	72	35	57	24	0	61	13	2	0	9	0	1	0	0	0	0
V20	178	40	60	6	106	0	0	0	0	21	0	0	0	0	0	0	0	0
V21	0	0	4	50	21	76	0	22	6	0	3	4	2	16	0	0	9	0
V22	124	154	33	91	57	0	19	0	10	0	31	1	2	0	0	0	0	2
V23	106	24	74	41	21	0	134	0	55	12	0	122	58	0	0	2	0	14
V24	0	41	21	12	12	0	11	78	11	13	0	0	0	28	0	0	0	0
V25	322	126	20	18	0	85	50	6	28	14	0	32	0	28	26	77	0	27
V26	0	6	0	1	5	0	0	0	0	0	0	5	0	0	0	0	0	10
V27	0	1	0	0	0	39	0	105	0	0	0	56	82	30	3	0	14	0
V28	0	123	90	26	61	60	46	59	71	53	56	14	0	5	0	0	0	0
