Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	109	9	13	4	48	20	14	24	24	16	8
V2	52	101	2	14	0	5	0	0	13	0	0
V3	50	0	161	30	0	15	0	1	25	0	0
V4	19	0	2	105	2	90	0	1	17	0	0
V5	99	99	37	53	8	25	0	1	0	4	6
V6	83	3	3	36	12	32	96	58	0	0	44
V7	0	0	76	32	10	64	8	3	0	0	3
V8	6	194	9	20	45	11	0	29	3	0	1
V9	35	29	0	18	26	33	0	0	129	3	50
V10	58	2	51	202	8	178	0	0	95	17	5
V11	0	0	4	6	16	5	30	9	0	0	0
V12	37	0	26	3	8	9	0	1	18	47	0
V13	129	0	29	43	26	44	0	0	39	8	0
V14	11	65	2	3	7	4	4	1	0	0	1
V15	0	30	15	2	152	1	80	14	0	7	0
V16	0	45	74	208	0	127	81	92	0	0	0
V17	21	9	0	0	58	0	104	86	1	0	0
V18	123	39	0	4	10	1	127	186	80	0	39
V19	16	92	54	0	0	0	39	75	11	27	22
V20	87	0	170	0	36	1	35	1	33	38	47
V21	0	177	35	61	0	3	9	4	0	8	50
V22	17	34	2	4	82	4	6	6	18	81	0
V23	0	1	72	22	25	40	0	0	0	53	0
V24	10	0	45	89	0	36	19	22	0	13	0
V25	19	0	61	2	28	5	66	126	11	22	11
V26	6	1	122	2	0	13	10	0	47	2	0
V27	114	14	58	1	27	5	0	71	50	24	0
V28	5	1	0	11	3	44	17	24	10	0	0
V29	38	3	15	3	0	8	11	0	10	0	0
V30	148	40	0	32	0	30	0	3	68	0	0
V31	1	38	7	123	5	74	47	47	0	0	2
V32	18	1	4	0	13	0	13	20	0	0	3
V33	25	49	183	5	51	4	11	0	11	52	13
V34	7	67	466	5	218	18	0	0	0	0	0
V35	3	51	4	8	17	7	18	87	0	8	4
V36	5	81	8	2	42	2	0	0	1	32	4
V37	172	201	5	8	21	7	65	26	20	1	37
V38	12	0	0	12	12	13	0	4	0	39	4
V39	41	24	5	0	0	0	27	10	52	2	4
V40	0	24	48	47	0	35	0	3	1	18	2
V41	26	0	52	238	20	154	61	3	0	47	2
V42	212	2	13	29	0	11	4	16	0	0	6
V43	0	17	1	22	2	46	0	0	0	3	5
V44	44	4	21	4	0	7	47	82	3	0	9
V45	0	1	0	2	20	1	10	7	0	11	0
V46	0	1	7	17	23	9	3	4	0	51	9
V47	34	0	22	3	16	1	0	0	14	5	10
V48	283	49	16	56	2	135	24	21	130	0	0
V49	8	357	29	17	21	27	0	4	3	20	18
V50	60	55	69	12	11	38	26	8	18	0	0
V51	108	0	0	28	32	25	83	13	36	0	0
V52	39	25	9	0	6	0	0	0	0	9	6
V53	0	0	173	15	16	66	52	25	0	0	7
V54	6	38	30	36	60	104	173	72	0	0	3
V55	233	0	6	1	44	5	13	53	107	0	37
V56	1	96	182	0	2	0	24	15	5	7	0
V57	0	0	80	7	17	2	5	4	0	16	4
V58	20	282	1	5	0	1	0	0	2	0	22
V59	8	5	0	1	0	2	3	1	15	0	6
V60	17	6	0	0	2	1	0	0	13	0	5
V61	223	10	0	0	0	0	16	9	2	0	50
V62	15	13	52	0	24	0	4	16	3	21	0
V63	86	37	63	6	0	13	12	0	45	0	0
V64	158	4	0	2	0	3	4	3	116	0	0
V65	61	6	0	0	116	1	3	0	9	99	0
V66	6	45	15	0	9	2	0	67	0	10	1
V67	36	36	30	2	0	2	0	17	29	94	0
V68	0	252	3	0	0	0	7	19	0	2	4
V69	50	3	4	41	9	20	0	1	22	3	0
V70	37	35	37	16	0	6	10	7	41	0	0
V71	27	50	0	26	24	45	4	0	0	0	0
V72	84	33	0	0	2	0	2	3	0	0	0
V73	3	7	22	2	83	1	0	0	3	19	8
V74	17	18	49	0	87	0	16	0	39	23	0
V75	87	239	50	37	62	21	13	0	5	18	1
V76	0	14	14	9	0	13	3	0	0	5	1
V77	141	0	9	1	0	25	4	5	59	2	6
V78	49	4	167	17	7	7	16	10	0	16	18
V79	1	0	104	60	1	118	0	42	13	0	0
V80	27	15	127	29	38	11	13	5	2	9	3
V81	4	11	29	0	2	1	7	4	9	10	6
V82	0	112	18	276	0	186	130	129	3	8	1
V83	12	28	18	0	31	0	0	0	1	10	0
V84	3	33	84	0	95	0	0	0	14	0	0
V85	3	26	3	4	10	6	5	7	4	9	4
V86	12	15	6	1	5	1	0	0	5	2	3
V87	5	65	58	15	103	17	19	33	0	55	8
V88	3	14	0	0	73	0	12	2	0	31	0
V89	0	27	1	56	0	32	0	0	0	1	0
V90	69	2	0	44	0	44	3	41	88	0	27
V91	0	0	15	25	15	44	0	5	0	10	2
V92	83	44	116	4	0	19	4	0	35	0	25
V93	0	15	0	23	161	13	0	0	13	77	0
V94	226	127	32	0	0	0	9	11	63	0	13
V95	1	46	13	2	1	0	0	3	1	11	10
V96	0	99	0	5	0	18	0	0	7	1	0
V97	4	4	0	1	50	3	1	2	0	25	9
V98	240	49	0	0	69	0	51	59	155	18	20
V99	22	168	30	13	89	23	0	14	11	0	40
V100	2	125	0	108	1	78	185	125	1	0	15
