NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.875	19.206	13.856	11.126	0.098	0.991	40000.0
2	63.028	19.85	14.731	11.931	0.098	0.99	30000.0
3	62.256	18.971	14.68	11.356	0.092	0.991	40000.0
4	61.968	19.232	14.401	11.302	0.098	0.991	40000.0
5	62.905	19.322	14.743	11.548	0.094	0.991	40000.0
6	56.91	18.101	12.774	10.558	0.092	0.992	40000.0
7	59.601	18.941	13.566	11.189	0.095	0.991	30000.0
8	59.761	19.156	13.853	11.539	0.098	0.99	30000.0
9	61.795	19.72	14.231	11.716	0.101	0.99	30000.0
10	60.447	19.363	14.244	12.051	0.099	0.989	40000.0
