NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	220.49	82.826	76.677	65.068	0.567	0.742	40000.0
2	226.807	83.402	79.275	64.369	0.568	0.749	30000.0
3	221.428	82.965	76.079	65.041	0.566	0.743	20000.0
4	221.532	81.523	77.734	63.325	0.555	0.747	20000.0
5	223.554	83.816	76.157	65.043	0.563	0.741	20000.0
6	226.96	83.747	79.303	64.315	0.571	0.746	40000.0
7	221.986	82.237	78.175	64.176	0.558	0.74	30000.0
8	223.02	82.392	77.515	63.338	0.563	0.746	20000.0
9	218.749	81.688	76.086	64.372	0.558	0.748	20000.0
10	224.498	82.509	77.722	64.886	0.562	0.745	40000.0
