Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	27	23	82	146	22	0	5	1	13	12	2	4	14	1	6	0	2	0	1	0
V2	89	41	88	5	57	35	286	83	151	0	9	13	0	15	3	8	0	0	0	5
V3	17	36	4	31	0	17	9	83	15	1	9	16	0	0	11	28	0	0	4	1
V4	33	22	57	15	35	3	8	16	0	0	6	1	0	8	3	0	0	0	0	4
V5	36	27	8	39	5	24	37	76	15	14	10	11	0	5	42	13	0	0	5	1
V6	61	4	51	37	25	7	4	0	12	21	6	8	0	10	2	11	0	0	1	5
V7	381	21	21	9	14	0	11	0	26	0	72	0	0	32	0	0	0	0	0	0
V8	16	0	22	23	1	34	0	0	0	1	5	0	0	8	37	0	7	0	2	0
V9	53	6	211	108	87	14	1	15	0	25	7	14	53	7	0	0	0	0	0	8
V10	199	3	0	1	0	6	43	52	44	0	46	2	0	68	5	0	0	0	0	0
V11	14	0	63	73	35	1	0	0	0	5	7	0	0	1	0	0	0	0	17	0
V12	38	281	4	2	0	22	2	45	82	14	1	17	0	0	2	19	0	5	5	0
V13	107	18	4	0	42	51	4	0	0	36	10	15	13	17	13	0	5	0	0	0
V14	0	0	29	105	43	87	16	11	7	53	1	7	0	0	3	12	3	0	0	0
V15	464	63	0	2	0	1	9	5	0	0	8	0	0	16	0	0	15	15	1	0
V16	71	21	14	3	28	12	2	0	3	12	3	14	0	11	3	0	0	0	4	0
V17	56	10	4	1	3	1	1	21	25	0	5	4	7	0	2	0	0	0	0	0
V18	24	22	1	37	1	0	0	0	0	1	1	0	0	2	0	0	7	0	2	0
V19	3	11	16	0	10	52	12	0	22	5	2	11	23	0	17	0	0	0	0	14
V20	38	7	57	0	26	7	0	0	0	0	5	3	0	3	0	0	0	0	0	0
V21	49	7	10	7	6	3	32	20	16	0	9	0	0	23	2	0	0	4	0	0
V22	0	30	0	0	0	70	10	19	23	23	1	15	34	0	8	5	0	8	2	0
V23	0	39	141	42	42	36	15	1	7	2	8	11	35	0	11	17	11	7	1	0
V24	0	184	44	116	16	0	1	1	0	4	0	0	0	0	3	1	13	0	0	4
V25	37	0	29	9	2	0	0	0	4	0	5	0	0	0	0	0	0	12	0	1
V26	0	0	87	2	19	21	1	0	0	55	3	48	0	0	30	2	0	21	0	0
V27	193	81	9	19	17	4	0	1	4	0	51	0	0	49	0	0	4	11	7	6
V28	3	507	7	0	2	1	0	0	0	0	3	0	0	0	0	0	9	1	9	0
V29	88	14	86	63	35	40	0	0	0	26	23	20	0	35	12	0	0	5	0	0
V30	25	5	4	5	0	2	0	0	0	3	10	2	0	2	0	0	0	5	0	0
