MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	2.17E-03	1.96E-03	7.39E-04	4.26E-04	2.35E-03	2.05E-04
1:Del:C:1	1.27E-03	1.10E-03	1.57E-04	6.11E-04	6.24E-04	1.11E-03
1:Del:C:2	2.94E-04	3.46E-04	1.03E-04	0.00E+00	1.97E-04	1.40E-04
1:Del:C:3	7.55E-04	4.96E-04	1.54E-04	4.97E-04	3.61E-04	5.08E-04
1:Del:C:4	4.24E-04	3.13E-04	1.52E-04	3.44E-04	4.00E-04	2.55E-05
1:Del:C:5	1.15E-04	3.40E-04	9.92E-05	2.30E-04	7.78E-04	0.00E+00
1:Del:T:0	2.24E-03	1.42E-03	8.99E-04	1.16E-04	1.14E-03	9.17E-05
1:Del:T:1	9.81E-04	5.98E-04	9.04E-05	5.20E-05	3.88E-04	3.23E-08
1:Del:T:2	1.62E-03	7.65E-04	4.16E-04	5.85E-04	1.31E-03	1.03E-03
1:Del:T:3	1.48E-03	1.03E-03	5.02E-04	3.00E-04	1.16E-03	0.00E+00
1:Del:T:4	1.53E-03	0.00E+00	2.80E-46	7.58E-04	1.23E-03	3.77E-04
1:Del:T:5	1.31E-07	9.29E-04	9.26E-08	5.10E-08	5.02E-03	1.64E-03
1:Ins:C:0	8.15E-05	2.04E-04	1.41E-08	8.83E-09	5.08E-08	9.29E-08
1:Ins:C:1	1.52E-04	2.29E-04	9.27E-05	7.41E-09	4.08E-05	5.00E-09
1:Ins:C:2	7.55E-05	2.13E-04	8.45E-08	6.48E-09	1.12E-04	1.08E-04
1:Ins:C:3	2.85E-08	7.26E-05	2.56E-08	5.22E-05	3.98E-08	8.15E-05
1:Ins:C:4	1.98E-04	1.59E-04	2.41E-05	3.24E-04	4.17E-04	1.20E-04
1:Ins:C:5	3.61E-04	2.69E-04	1.14E-04	6.20E-04	4.59E-04	1.13E-04
1:Ins:T:0	8.86E-04	8.32E-04	2.29E-04	6.06E-04	9.00E-04	1.47E-03
1:Ins:T:1	3.58E-04	3.51E-04	1.02E-04	6.28E-05	1.41E-04	1.62E-08
