MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00E+00	9.50E-08	3.37E-04	0.00E+00	1.69E-02	5.21E-03	1.72E-02	3.81E-02	2.89E-02	5.27E-02
1:Del:C:1	5.70E-04	0.00E+00	1.06E-03	4.65E-04	9.99E-03	4.03E-03	1.58E-02	2.45E-02	7.91E-03	9.05E-03
1:Del:C:2	6.80E-09	6.21E-09	2.17E-04	1.44E-04	5.24E-04	7.85E-04	9.89E-04	2.02E-03	1.94E-03	2.64E-03
1:Del:C:3	0.00E+00	6.80E-04	1.70E-04	4.45E-04	1.63E-03	1.08E-03	7.31E-03	4.47E-03	2.73E-03	1.76E-02
1:Del:C:4	0.00E+00	8.38E-04	3.74E-04	4.32E-04	2.14E-03	0.00E+00	4.08E-03	6.25E-03	3.80E-03	7.68E-03
1:Del:C:5	9.05E-07	4.95E-03	0.00E+00	6.54E-04	3.87E-05	1.49E-07	6.13E-03	0.00E+00	6.84E-03	6.87E-03
1:Del:T:0	7.28E-04	1.07E-03	9.21E-04	7.50E-04	9.74E-03	3.96E-03	7.93E-03	3.70E-02	5.03E-03	1.68E-02
1:Del:T:1	0.00E+00	4.15E-09	1.02E-04	2.13E-04	9.90E-03	1.65E-03	3.27E-03	3.22E-02	7.20E-03	1.64E-03
1:Del:T:2	2.78E-03	6.50E-04	6.42E-04	0.00E+00	1.62E-02	7.30E-07	3.30E-03	1.82E-02	9.51E-03	2.29E-02
1:Del:T:3	2.40E-04	3.41E-03	1.63E-04	5.95E-04	7.97E-03	6.81E-04	3.77E-03	3.78E-02	1.26E-02	9.21E-03
1:Del:T:4	6.32E-08	4.26E-03	9.42E-04	6.09E-04	1.09E-02	0.00E+00	1.52E-02	4.26E-02	1.49E-02	3.97E-07
1:Del:T:5	1.52E-07	9.23E-03	1.70E-04	4.42E-08	3.32E-07	1.84E-07	1.07E-01	2.14E-02	1.87E-07	6.47E-02
1:Ins:C:0	1.93E-08	2.30E-08	1.55E-04	3.01E-08	4.33E-08	4.87E-04	2.32E-03	3.19E-07	3.30E-04	0.00E+00
1:Ins:C:1	5.62E-08	2.72E-08	0.00E+00	3.67E-08	2.25E-06	8.61E-04	1.40E-03	1.84E-03	7.38E-04	3.77E-03
1:Ins:C:2	0.00E+00	7.70E-05	1.39E-06	1.31E-04	1.62E-04	4.20E-04	3.20E-04	3.54E-04	4.65E-04	1.72E-03
1:Ins:C:3	1.01E-04	2.44E-05	1.59E-06	1.67E-04	1.69E-08	1.10E-08	2.23E-08	1.63E-08	3.24E-08	2.41E-08
1:Ins:C:4	2.86E-04	9.76E-04	3.41E-03	6.60E-04	7.50E-05	2.50E-04	5.44E-03	0.00E+00	6.12E-03	4.98E-04
1:Ins:C:5	4.70E-03	9.45E-04	8.04E-07	5.97E-04	1.91E-07	6.42E-04	6.41E-03	2.55E-07	5.58E-03	9.12E-02
1:Ins:T:0	2.20E-05	2.85E-04	1.86E-04	7.00E-05	2.10E-03	2.83E-05	3.39E-03	4.64E-03	4.19E-03	9.96E-03
1:Ins:T:1	2.32E-04	7.66E-05	2.29E-04	2.25E-08	1.66E-03	1.01E-03	2.77E-03	4.09E-03	2.06E-03	1.05E-02
1:Ins:T:2	6.55E-08	2.71E-06	1.70E-02	6.16E-07	1.38E-07	9.33E-04	5.69E-02	4.98E-04	2.21E-02	9.01E-03
1:Ins:T:3	3.19E-06	8.52E-05	1.76E-04	8.37E-04	3.54E-04	1.93E-04	3.66E-03	6.78E-03	4.50E-03	5.90E-03
1:Ins:T:4	4.54E-04	6.11E-04	0.00E+00	2.12E-03	5.60E-05	3.22E-08	2.43E-03	0.00E+00	8.54E-03	6.32E-03
1:Ins:T:5	4.40E-09	1.03E-03	1.67E-07	5.34E-03	4.59E-04	2.15E-06	5.72E-03	8.63E-03	9.38E-02	4.96E-03
2:Del:R:0	1.60E-04	1.40E-46	1.95E-04	2.92E-04	1.84E-03	8.97E-04	6.31E-04	3.42E-03	1.21E-03	1.10E-03
2:Del:R:1	9.21E-05	6.43E-04	6.68E-05	0.00E+00	1.14E-03	1.89E-03	5.29E-03	6.23E-03	7.50E-03	1.48E-02
2:Del:R:2	9.06E-07	6.40E-04	0.00E+00	1.55E-04	2.67E-04	2.64E-04	1.42E-03	3.92E-04	6.38E-04	3.65E-03
2:Del:R:3	7.94E-05	2.64E-04	2.38E-07	4.40E-08	3.30E-04	8.06E-05	2.20E-04	1.43E-03	3.80E-04	2.85E-03
2:Del:R:4	5.13E-08	8.77E-05	5.96E-08	5.85E-08	1.01E-07	6.36E-05	6.23E-04	3.30E-07	1.35E-04	7.40E-04
2:Del:R:5	1.61E-08	4.07E-05	2.46E-04	2.66E-08	3.20E-08	1.23E-04	2.79E-04	1.46E-04	2.11E-03	0.00E+00
3:Del:R:0	0.00E+00	2.90E-08	3.67E-04	1.56E-08	1.21E-04	2.03E-03	4.56E-03	6.82E-03	2.94E-03	1.56E-02
3:Del:R:1	2.68E-04	2.13E-03	0.00E+00	6.89E-04	1.12E-03	3.10E-04	6.83E-03	1.08E-03	3.14E-03	1.46E-02
3:Del:R:2	3.30E-04	5.50E-04	7.60E-09	1.64E-04	4.77E-04	3.69E-04	2.81E-04	2.03E-03	2.46E-03	3.77E-04
3:Del:R:3	3.49E-05	3.80E-04	1.91E-05	1.55E-04	9.86E-08	2.94E-07	5.89E-04	5.03E-04	2.08E-04	4.93E-04
3:Del:R:4	7.82E-09	2.83E-08	7.74E-09	1.40E-08	5.21E-08	1.95E-08	7.36E-08	1.49E-07	1.02E-07	1.01E-07
3:Del:R:5	7.82E-09	2.83E-08	7.74E-09	1.40E-08	5.21E-08	1.95E-08	7.36E-08	1.49E-07	1.02E-07	1.01E-07
4:Del:R:0	1.40E-08	6.80E-08	6.16E-08	5.66E-08	5.07E-04	9.19E-04	1.05E-03	9.23E-04	5.94E-03	4.44E-03
4:Del:R:1	3.01E-04	4.22E-04	2.03E-02	2.95E-08	7.22E-04	1.90E-03	4.49E-02	8.51E-03	3.51E-03	1.10E-02
4:Del:R:2	4.07E-08	5.71E-05	3.64E-08	5.16E-08	1.70E-04	3.13E-08	5.75E-08	4.00E-04	2.00E-07	4.59E-04
4:Del:R:3	7.82E-09	2.83E-08	7.74E-09	1.40E-08	5.21E-08	1.95E-08	7.36E-08	1.49E-07	1.02E-07	1.01E-07
4:Del:R:4	7.82E-09	2.83E-08	7.74E-09	1.40E-08	5.21E-08	1.95E-08	7.36E-08	1.49E-07	1.02E-07	1.01E-07
4:Del:R:5	4.97E-08	8.13E-05	5.30E-08	6.01E-08	8.44E-08	4.33E-08	5.35E-05	1.20E-07	5.09E-08	3.31E-07
5:Del:R:0	9.42E-08	4.65E-04	1.26E-07	1.03E-08	1.85E-07	1.09E-02	9.69E-04	3.14E-02	3.39E-02	1.28E-02
5:Del:R:1	1.47E-07	7.19E-04	4.23E-05	1.41E-04	1.45E-04	2.68E-04	6.65E-04	2.12E-04	0.00E+00	1.48E-03
5:Del:R:2	8.30E-09	7.77E-04	1.17E-04	3.21E-08	2.07E-04	1.67E-04	4.21E-04	9.27E-04	5.02E-04	1.49E-04
