MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	3.49E-02	2.82E-03	2.60E-02	4.56E-04	2.50E-03
1:Del:C:1	8.13E-03	1.29E-03	5.14E-03	1.14E-04	5.97E-04
1:Del:C:2	3.08E-04	1.42E-04	3.22E-04	1.76E-04	6.26E-05
1:Del:C:3	6.41E-04	3.44E-04	5.14E-04	4.68E-04	5.32E-04
1:Del:C:4	1.35E-03	7.98E-05	1.10E-03	5.45E-05	6.61E-04
1:Del:C:5	2.07E-04	0.00E+00	2.27E-04	1.03E-04	7.45E-04
1:Del:T:0	8.72E-03	6.88E-04	7.84E-03	5.16E-04	1.08E-03
1:Del:T:1	3.75E-03	3.88E-04	2.83E-03	7.30E-09	3.44E-04
1:Del:T:2	7.47E-03	8.78E-04	4.21E-03	0.00E+00	1.27E-03
1:Del:T:3	1.37E-02	1.56E-03	9.55E-03	7.10E-09	1.89E-03
1:Del:T:4	9.71E-03	1.59E-03	6.46E-03	2.04E-04	1.27E-03
1:Del:T:5	1.12E-07	7.54E-08	4.92E-08	1.34E-03	5.21E-03
1:Ins:C:0	4.20E-04	2.37E-04	1.82E-04	1.15E-04	9.26E-09
1:Ins:C:1	3.83E-04	6.84E-06	1.71E-04	1.94E-04	1.01E-04
1:Ins:C:2	1.74E-04	9.84E-05	1.54E-04	1.09E-08	4.62E-05
1:Ins:C:3	1.26E-04	4.70E-04	2.02E-04	2.20E-04	0.00E+00
1:Ins:C:4	5.12E-04	2.05E-04	2.55E-04	3.58E-04	4.50E-04
1:Ins:C:5	2.11E-05	2.04E-04	1.63E-03	3.67E-04	5.62E-04
1:Ins:T:0	9.18E-04	1.68E-04	4.75E-04	1.43E-04	3.06E-04
1:Ins:T:1	9.37E-04	8.11E-05	8.51E-04	1.49E-04	2.45E-04
1:Ins:T:2	2.75E-04	2.33E-04	1.37E-04	1.92E-05	1.83E-04
1:Ins:T:3	1.91E-05	1.03E-04	4.22E-04	5.23E-05	6.03E-05
1:Ins:T:4	2.59E-04	1.48E-04	1.16E-03	1.55E-04	4.34E-04
1:Ins:T:5	2.31E-07	7.65E-04	5.13E-02	4.88E-03	3.83E-04
2:Del:R:0	7.62E-04	8.70E-05	7.53E-04	2.66E-04	3.21E-04
2:Del:R:1	9.00E-04	2.04E-04	6.01E-04	5.67E-05	4.29E-04
2:Del:R:2	1.11E-04	1.73E-09	1.58E-04	1.61E-04	2.25E-04
2:Del:R:3	3.32E-08	7.93E-09	2.19E-08	3.41E-03	7.03E-08
2:Del:R:4	2.01E-08	9.04E-09	3.00E-08	1.19E-04	9.22E-05
2:Del:R:5	1.05E-04	2.22E-07	1.44E-05	2.73E-08	2.20E-07
3:Del:R:0	2.00E-03	2.40E-04	1.23E-03	2.11E-04	7.09E-05
3:Del:R:1	5.79E-04	8.21E-05	4.59E-04	1.79E-05	3.97E-04
3:Del:R:2	1.51E-04	1.04E-04	1.06E-04	0.00E+00	2.31E-04
3:Del:R:3	1.18E-04	5.23E-07	5.61E-05	7.00E-05	2.18E-04
3:Del:R:4	6.40E-09	1.70E-09	5.17E-09	3.22E-09	3.46E-09
3:Del:R:5	6.40E-09	1.70E-09	5.17E-09	3.22E-09	3.46E-09
4:Del:R:0	8.49E-04	1.97E-04	4.86E-04	5.30E-04	3.40E-05
4:Del:R:1	5.41E-04	1.10E-04	5.21E-04	2.27E-04	4.12E-04
4:Del:R:2	1.37E-04	2.45E-08	5.98E-05	2.83E-08	1.35E-04
4:Del:R:3	6.40E-09	1.70E-09	5.17E-09	3.22E-09	3.46E-09
4:Del:R:4	6.40E-09	1.70E-09	5.17E-09	3.22E-09	3.46E-09
4:Del:R:5	6.40E-09	1.70E-09	5.17E-09	3.22E-09	3.46E-09
5:Del:R:0	2.88E-02	2.47E-03	1.30E-02	6.84E-03	1.08E-03
5:Del:R:1	8.31E-05	2.52E-05	1.10E-04	2.01E-04	5.47E-04
5:Del:R:2	1.81E-04	2.72E-09	9.42E-05	6.45E-09	1.48E-04
5:Del:R:3	1.77E-07	5.52E-03	1.37E-07	1.72E-07	1.38E-08
5:Del:R:4	1.66E-04	1.68E-04	8.86E-06	9.96E-05	3.84E-04
5:Del:R:5	6.40E-09	1.70E-09	5.17E-09	3.22E-09	3.46E-09
2:Ins:R:0	2.15E-05	6.72E-05	9.73E-05	2.86E-04	1.42E-04
2:Ins:R:1	3.22E-04	1.58E-04	1.15E-04	8.89E-05	1.22E-04
2:Ins:R:2	9.49E-05	0.00E+00	1.60E-04	4.62E-05	1.56E-04
2:Ins:R:3	1.20E-04	4.23E-05	1.11E-04	4.44E-09	1.91E-04
2:Ins:R:4	2.97E-04	6.12E-05	2.37E-04	5.10E-05	3.06E-04
2:Ins:R:5	2.11E-04	2.09E-04	1.32E-03	2.16E-04	5.34E-04
3:Ins:R:0	3.84E-05	3.08E-08	1.04E-04	3.21E-08	3.19E-08
