Samples	ID83A	ID83B
V1	159	54
V2	17	325
V3	30	118
V4	78	128
V5	120	18
V6	0	186
V7	124	17
V8	147	30
V9	44	79
V10	83	28
V11	157	34
V12	0	492
V13	309	6
V14	230	15
V15	162	3
V16	0	235
V17	778	16
V18	168	34
V19	148	75
V20	4	183
V21	220	25
V22	133	43
V23	303	0
V24	141	31
V25	106	36
V26	321	64
V27	226	0
V28	0	95
V29	403	324
V30	200	384
V31	158	7
V32	126	27
V33	197	44
V34	87	179
V35	149	79
V36	178	72
V37	129	59
V38	0	175
V39	118	1
V40	353	0
V41	105	22
V42	294	0
V43	65	21
V44	92	0
V45	93	151
V46	41	162
V47	0	322
V48	222	142
V49	161	24
V50	179	30
V51	91	340
V52	194	2
V53	28	212
V54	4	87
V55	54	189
V56	271	0
V57	160	377
V58	149	46
V59	39	132
V60	393	81
V61	105	139
V62	0	189
V63	352	65
V64	98	65
V65	0	34
V66	461	320
V67	58	106
V68	294	0
V69	0	122
V70	0	493
V71	205	31
V72	381	18
V73	498	0
V74	197	166
V75	16	17
V76	0	195
V77	238	108
V78	491	0
V79	0	174
V80	256	224
V81	9	267
V82	569	65
V83	856	11
V84	13	68
V85	321	0
V86	157	50
V87	215	120
V88	423	47
V89	405	44
V90	323	60
V91	135	16
V92	263	211
V93	246	108
V94	135	191
V95	40	199
V96	0	542
V97	396	25
V98	132	105
V99	0	92
V100	246	65
