MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	7.30E-08	3.91E-02	3.58E-05	8.06E-03	9.42E-04	1.43E-03	3.06E-02	2.19E-02
1:Del:C:1	7.81E-04	1.58E-02	1.11E-03	2.76E-03	7.25E-04	0.00E+00	2.66E-02	1.35E-02
1:Del:C:2	1.62E-04	8.18E-04	1.11E-04	2.93E-04	0.00E+00	1.99E-08	2.02E-04	2.22E-03
1:Del:C:3	2.86E-04	1.74E-03	4.42E-04	6.85E-04	3.78E-04	5.62E-04	2.95E-03	1.20E-03
1:Del:C:4	9.14E-05	1.62E-03	4.79E-04	2.89E-04	2.88E-04	0.00E+00	2.61E-03	3.54E-03
1:Del:C:5	3.83E-04	1.04E-03	9.53E-04	4.51E-04	1.33E-03	4.93E-04	4.56E-03	3.84E-03
1:Del:T:0	0.00E+00	1.74E-02	1.35E-04	4.06E-03	6.18E-04	1.85E-03	1.80E-02	4.22E-02
1:Del:T:1	8.54E-05	6.66E-03	1.68E-04	1.64E-03	2.87E-04	6.42E-04	8.52E-03	2.08E-03
1:Del:T:2	5.39E-04	5.18E-03	9.91E-04	1.94E-04	2.80E-04	1.73E-03	1.39E-02	2.14E-02
1:Del:T:3	1.45E-03	1.38E-02	1.15E-03	1.97E-03	7.86E-04	2.31E-03	2.03E-02	3.02E-02
1:Del:T:4	1.10E-03	1.67E-02	4.54E-03	1.60E-04	4.19E-04	1.99E-03	8.32E-02	5.70E-03
1:Del:T:5	1.40E-46	2.00E-28	6.83E-03	7.91E-03	1.40E-46	2.05E-02	2.68E-02	3.13E-02
1:Ins:C:0	3.22E-07	0.00E+00	4.33E-08	3.15E-04	2.48E-05	9.02E-05	4.23E-08	1.88E-04
1:Ins:C:1	8.91E-05	2.10E-08	2.30E-05	2.59E-04	0.00E+00	1.70E-07	1.26E-07	6.33E-04
1:Ins:C:2	4.97E-05	1.96E-09	5.91E-05	4.56E-04	2.45E-04	0.00E+00	1.15E-04	1.66E-03
1:Ins:C:3	2.35E-04	5.95E-08	5.75E-04	2.05E-04	2.89E-04	5.98E-03	2.25E-02	9.17E-04
1:Ins:C:4	6.80E-04	1.50E-03	2.52E-06	1.93E-06	2.08E-08	1.72E-02	1.01E-02	2.56E-03
1:Ins:C:5	2.15E-03	2.39E-04	8.00E-04	3.39E-04	0.00E+00	0.00E+00	1.13E-02	1.05E-02
1:Ins:T:0	5.00E-04	1.35E-03	3.64E-04	9.91E-04	3.31E-04	4.10E-04	2.26E-03	3.28E-03
1:Ins:T:1	2.66E-04	9.60E-04	2.37E-04	9.21E-04	0.00E+00	9.37E-05	1.92E-03	2.14E-03
1:Ins:T:2	9.02E-09	4.74E-04	1.57E-04	2.95E-04	1.40E-46	3.89E-04	7.94E-04	1.09E-03
1:Ins:T:3	4.49E-04	2.00E-04	3.21E-04	5.16E-04	1.91E-04	9.79E-05	2.28E-03	2.06E-03
1:Ins:T:4	1.46E-03	6.65E-04	5.47E-04	2.69E-04	0.00E+00	6.70E-05	7.80E-03	6.51E-03
1:Ins:T:5	5.29E-03	9.53E-03	7.86E-08	2.74E-04	9.17E-08	1.93E-03	5.69E-02	3.16E-03
2:Del:R:0	5.16E-04	2.03E-03	0.00E+00	5.94E-04	7.61E-04	1.05E-05	2.49E-03	2.00E-03
2:Del:R:1	4.59E-04	6.21E-04	6.39E-04	1.46E-03	1.25E-04	0.00E+00	2.42E-03	8.08E-03
2:Del:R:2	2.70E-05	3.95E-04	3.92E-04	1.94E-04	6.80E-09	1.46E-04	6.94E-04	8.14E-04
2:Del:R:3	1.84E-04	0.00E+00	1.86E-04	9.79E-07	2.33E-04	1.00E-04	3.11E-04	9.48E-04
2:Del:R:4	0.00E+00	1.41E-04	1.66E-04	1.52E-04	6.59E-06	4.09E-09	2.15E-04	2.01E-03
2:Del:R:5	7.17E-10	4.94E-05	1.26E-04	2.06E-08	9.91E-05	8.17E-09	1.88E-04	3.86E-04
3:Del:R:0	1.96E-04	6.43E-04	4.03E-04	7.44E-04	3.56E-04	2.75E-04	2.26E-03	1.60E-03
3:Del:R:1	5.37E-04	2.00E-03	1.04E-03	1.13E-03	3.01E-03	5.22E-04	3.48E-03	8.40E-03
3:Del:R:2	1.08E-04	5.36E-04	2.48E-04	7.25E-05	2.83E-04	3.16E-04	1.55E-03	1.76E-03
3:Del:R:3	2.71E-09	7.60E-05	1.56E-04	2.66E-05	3.99E-08	1.37E-09	3.43E-04	9.86E-05
3:Del:R:4	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
3:Del:R:5	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
4:Del:R:0	1.12E-04	4.91E-04	0.00E+00	1.11E-03	1.74E-04	1.37E-04	1.32E-03	3.76E-03
4:Del:R:1	3.44E-04	5.38E-04	4.08E-04	3.52E-04	4.73E-04	5.51E-05	7.65E-04	1.34E-03
4:Del:R:2	9.16E-05	4.81E-05	1.03E-04	1.85E-05	3.83E-05	7.74E-05	1.18E-04	6.27E-04
4:Del:R:3	4.84E-08	1.42E-04	7.51E-08	2.53E-08	1.08E-07	4.02E-08	4.23E-05	8.29E-08
4:Del:R:4	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
4:Del:R:5	9.68E-08	1.16E-07	8.82E-08	1.40E-46	3.06E-03	1.96E-07	4.19E-07	6.25E-04
5:Del:R:0	1.60E-07	1.88E-04	6.69E-08	1.39E-02	2.34E-04	7.84E-08	1.15E-03	2.96E-02
5:Del:R:1	4.03E-05	1.31E-04	2.36E-04	4.45E-04	3.43E-04	0.00E+00	1.64E-03	2.60E-03
5:Del:R:2	0.00E+00	5.62E-05	9.26E-05	1.97E-04	2.41E-07	3.33E-07	8.94E-05	8.06E-04
5:Del:R:3	5.32E-06	6.50E-05	1.13E-05	6.03E-09	4.06E-04	7.73E-06	2.94E-04	0.00E+00
5:Del:R:4	1.80E-05	3.92E-05	5.73E-08	1.39E-06	1.18E-08	4.18E-04	2.27E-04	3.87E-04
5:Del:R:5	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
2:Ins:R:0	4.43E-04	1.09E-03	0.00E+00	3.91E-04	2.19E-04	1.08E-03	2.50E-03	1.17E-03
2:Ins:R:1	8.48E-05	7.13E-04	1.74E-04	4.08E-04	0.00E+00	0.00E+00	1.02E-03	1.00E-03
2:Ins:R:2	2.41E-04	0.00E+00	6.51E-04	4.80E-04	3.73E-04	2.63E-03	1.00E-02	1.49E-03
2:Ins:R:3	2.89E-05	2.99E-05	1.70E-08	1.03E-04	5.84E-05	3.97E-08	2.37E-04	5.92E-04
2:Ins:R:4	2.97E-04	4.57E-08	3.59E-04	2.19E-04	6.68E-05	2.36E-04	3.50E-04	2.10E-03
2:Ins:R:5	1.23E-03	7.49E-04	9.99E-04	3.84E-04	1.42E-04	5.57E-04	7.60E-04	1.09E-02
3:Ins:R:0	4.13E-05	6.34E-08	1.49E-08	9.21E-05	8.08E-05	3.53E-08	1.18E-07	1.45E-05
3:Ins:R:1	1.62E-04	3.20E-04	2.40E-04	3.47E-04	1.03E-04	7.36E-05	6.75E-04	8.16E-04
3:Ins:R:2	1.87E-08	7.83E-09	1.02E-04	8.73E-05	3.89E-08	2.23E-07	1.11E-04	7.60E-08
3:Ins:R:3	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
3:Ins:R:4	3.96E-08	3.04E-05	1.08E-04	7.72E-05	1.06E-04	0.00E+00	3.26E-04	4.39E-04
3:Ins:R:5	3.24E-04	2.75E-05	3.04E-04	1.26E-04	1.23E-08	8.97E-05	4.07E-04	8.67E-04
4:Ins:R:0	7.94E-09	4.11E-04	2.32E-05	1.55E-04	1.56E-08	8.34E-09	1.25E-05	4.39E-04
4:Ins:R:1	1.45E-04	2.88E-04	2.72E-04	1.42E-04	2.44E-04	1.10E-04	3.22E-04	1.60E-03
4:Ins:R:2	1.49E-07	2.48E-08	6.24E-05	3.38E-08	5.28E-08	4.87E-08	3.17E-04	7.33E-08
4:Ins:R:3	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
4:Ins:R:4	8.29E-05	1.09E-04	2.10E-08	1.36E-04	2.59E-08	1.67E-04	4.61E-04	5.09E-04
4:Ins:R:5	8.13E-05	0.00E+00	2.15E-04	2.44E-04	1.43E-04	1.86E-04	0.00E+00	2.44E-03
5:Ins:R:0	9.92E-05	0.00E+00	4.12E-08	1.25E-04	2.36E-07	6.69E-09	2.05E-04	1.49E-04
5:Ins:R:1	0.00E+00	2.29E-04	1.43E-04	1.54E-03	1.58E-04	2.67E-04	1.17E-03	1.59E-03
5:Ins:R:2	4.32E-08	2.49E-08	6.99E-08	3.32E-08	2.87E-05	5.13E-05	4.31E-08	1.18E-04
5:Ins:R:3	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
5:Ins:R:4	7.26E-09	2.53E-08	4.98E-09	1.81E-08	4.90E-09	9.34E-09	6.00E-08	6.67E-08
5:Ins:R:5	5.06E-05	3.98E-04	5.18E-05	1.00E-04	2.94E-08	4.88E-04	1.16E-03	2.43E-04
2:Del:M:1	1.99E-04	1.08E-03	0.00E+00	4.28E-04	2.52E-04	2.17E-08	1.01E-03	1.78E-03
3:Del:M:1	2.05E-04	5.92E-04	6.90E-09	1.05E-03	1.72E-04	0.00E+00	1.28E-03	1.59E-03
3:Del:M:2	5.80E-04	5.59E-04	4.13E-04	5.08E-04	3.39E-04	5.76E-05	1.45E-03	7.63E-04
4:Del:M:1	3.06E-05	3.73E-04	4.40E-05	6.82E-04	2.26E-04	3.05E-09	4.86E-04	1.37E-03
4:Del:M:2	1.42E-04	8.24E-04	1.11E-04	2.05E-04	0.00E+00	2.52E-04	8.84E-04	2.66E-03
4:Del:M:3	1.59E-04	5.58E-04	1.15E-08	4.84E-04	1.92E-04	0.00E+00	1.20E-03	2.20E-04
5:Del:M:1	1.37E-03	3.66E-03	1.40E-46	1.22E-02	6.19E-04	2.14E-08	4.31E-02	2.59E-02
5:Del:M:2	6.00E-04	0.00E+00	8.48E-04	8.97E-03	5.63E-05	3.60E-04	1.65E-02	2.69E-02
5:Del:M:3	5.47E-04	6.67E-04	1.65E-04	5.84E-03	3.86E-04	9.80E-05	7.28E-03	1.14E-02
