Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V33	0	78	86	1	2	38	36	2	0	0	39	12	0
V34	45	96	37	85	97	9	50	4	0	64	0	39	0
V35	41	147	124	2	2	76	6	39	13	0	2	15	20
V36	9	5	10	2	5	7	0	14	0	1	1	0	0
V37	69	77	0	19	6	1	4	0	6	5	32	7	22
V38	4	62	195	1	18	0	28	2	1	4	0	25	27
V39	32	0	0	3	4	12	0	0	3	4	6	0	0
V40	8	8	0	61	20	97	33	18	1	38	5	11	0
V41	7	21	3	26	21	61	143	36	28	0	17	17	0
V42	79	32	82	14	94	112	118	210	13	0	0	104	0
V43	2	201	7	79	8	43	0	37	47	31	8	16	0
V44	0	19	102	8	39	23	31	15	0	22	5	37	0
V45	52	7	27	0	18	5	0	3	0	1	0	12	23
V46	3	47	5	9	346	0	0	0	0	0	15	96	0
V47	36	23	26	15	1	239	64	131	14	24	0	0	16
V48	156	40	0	25	32	97	0	63	17	12	10	0	42
V49	61	1	0	120	10	3	25	2	23	16	12	6	4
V50	43	8	33	0	0	0	8	4	0	0	0	9	5
V51	89	7	46	64	19	0	0	0	51	54	39	22	0
V52	92	17	44	113	27	0	30	0	27	103	40	24	12
V53	4	21	46	57	0	0	8	0	15	38	26	1	5
V54	0	60	0	1	5	2	24	15	0	8	0	1	3
V55	39	103	10	18	17	0	8	25	23	0	0	0	0
V56	4	13	0	1	30	2	0	1	0	0	1	5	6
V57	91	0	0	146	0	5	29	0	122	188	100	0	0
V58	124	5	96	45	19	2	10	7	0	0	5	11	3
V59	32	24	39	8	2	6	0	1	0	0	6	6	23
V60	4	2	39	57	39	54	31	33	48	0	23	0	5
V61	2	7	77	10	6	93	27	0	9	0	0	23	0
V62	17	4	352	27	95	9	5	22	17	7	12	69	0
V63	197	33	0	117	2	213	52	316	5	40	19	3	23
V64	13	94	0	11	3	20	7	4	0	5	12	0	4
V65	44	231	46	0	1	7	6	4	0	4	10	5	24
V66	56	22	10	0	49	20	0	46	1	29	3	0	4
V67	26	78	48	9	0	0	0	6	51	0	19	8	39
V68	123	45	6	84	86	12	0	9	56	0	73	25	0
V69	35	0	0	22	1	0	0	0	17	35	11	0	0
V70	11	35	92	0	0	4	0	10	2	0	5	0	0
V71	8	37	0	29	51	1	0	0	6	12	17	85	0
V72	1	0	154	168	0	0	23	0	125	35	122	0	0
V73	0	11	95	27	0	26	26	12	13	54	11	22	0
V74	85	22	8	40	122	9	0	1	0	13	0	20	1
V75	350	26	8	12	52	25	0	70	4	0	11	0	42
V76	67	5	0	6	5	16	0	16	2	0	0	30	0
V77	3	0	29	3	7	1	0	0	2	0	0	0	0
V78	176	0	10	6	17	0	2	0	4	19	1	5	2
V79	164	0	65	32	1	2	7	0	23	19	1	0	1
V80	871	17	10	29	5	6	40	24	10	19	35	4	0
V81	5	8	29	73	0	6	10	5	8	0	37	6	9
V82	2	54	2	26	1	17	0	10	9	3	2	2	2
V83	14	0	0	6	0	2	30	13	16	12	2	0	0
V84	0	100	0	3	19	0	0	0	0	9	0	13	2
V85	1	21	0	1	25	0	0	1	2	3	2	18	0
V86	70	1	4	6	1	5	0	19	0	0	4	5	0
V87	19	0	11	9	0	13	13	5	9	4	8	0	0
V88	20	10	0	53	140	14	0	0	3	59	0	46	0
V89	51	0	14	0	0	14	26	13	0	1	0	6	13
V90	22	499	4	7	17	6	16	14	3	0	7	1	47
V91	0	60	66	4	0	4	39	6	6	0	5	4	0
V92	7	228	7	0	43	0	0	0	0	0	17	30	0
V93	43	156	26	0	49	22	32	2	7	6	4	45	0
V94	43	4	10	8	16	37	52	0	33	48	10	8	0
V95	2	12	331	4	0	51	0	33	9	0	5	16	2
V96	3	11	27	15	5	7	13	7	4	0	2	0	0
V97	2	15	335	0	12	3	18	1	0	5	0	0	1
V98	44	46	64	4	48	0	1	1	0	0	2	7	4
V99	25	78	1	31	14	7	27	24	12	5	22	0	19
V100	52	19	3	0	27	2	0	0	1	0	4	13	19
