Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	16	0	109	125	7	9	98	32	3	46	55	0	0
V2	14	111	15	14	0	0	16	4	38	0	16	7	13
V3	28	7	43	121	14	0	0	18	82	29	10	0	1
V4	13	0	121	268	22	10	38	21	197	8	53	11	0
V5	35	174	50	1	126	23	0	16	0	1	14	31	0
V6	41	62	43	0	6	2	0	1	0	0	5	7	9
V7	188	8	17	79	67	8	33	27	21	67	57	13	12
V8	129	30	62	0	26	69	278	16	24	0	0	0	0
V9	32	54	24	2	87	27	0	100	11	2	0	38	0
V10	1	11	0	1	0	2	0	0	0	0	2	0	0
V11	16	86	6	101	37	0	25	0	75	13	83	18	11
V12	66	0	0	18	115	4	28	1	6	6	3	57	0
V13	74	27	21	62	59	56	0	54	8	6	6	37	4
V14	17	0	0	47	1	8	9	4	16	50	28	0	0
V15	26	9	51	29	16	0	0	8	7	0	12	33	0
V16	28	27	3	21	5	20	12	43	46	0	4	5	0
V17	9	35	64	124	243	32	6	21	8	27	15	13	0
V18	0	101	13	7	4	11	33	30	0	0	7	0	0
V19	82	5	20	55	9	29	40	23	11	28	14	0	32
V20	151	135	26	5	4	18	58	41	0	4	0	0	6
V21	8	19	2	0	27	6	0	8	2	0	0	83	0
V22	36	4	79	10	43	13	13	10	27	16	6	38	0
V23	22	60	0	13	18	0	0	1	0	9	10	0	12
V24	12	65	0	72	8	6	6	0	42	0	101	4	0
V25	149	9	0	8	20	3	76	0	29	0	6	22	47
V26	2	58	84	37	2	1	42	23	11	35	12	0	0
V27	109	23	0	9	74	150	0	31	7	21	0	42	0
V28	10	91	13	22	7	24	36	7	29	38	16	1	0
V29	6	6	112	40	22	33	0	47	38	115	12	0	0
V30	75	6	0	218	1	0	31	0	106	125	151	0	0
V31	112	34	0	146	8	4	68	4	70	33	113	0	11
V32	11	48	0	1	13	35	0	42	5	0	12	0	3
