Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	343	14	80	0	1	0	2	0	0	71	0	5	27	6
V2	8	232	4	3	0	53	0	2	5	0	0	0	0	0
V3	49	99	68	11	0	29	0	6	0	0	6	0	5	0
V4	0	198	181	26	48	117	40	0	0	0	0	0	0	28
V5	2	92	0	6	131	10	1	0	0	0	8	44	0	0
V6	5	0	0	20	63	17	27	0	43	0	0	26	0	0
V7	199	243	18	0	0	98	0	12	32	0	0	0	2	0
V8	156	23	6	0	0	73	11	0	0	0	5	0	0	5
V9	4	91	0	0	2	11	3	22	1	0	6	0	0	0
V10	196	60	0	22	101	30	7	16	0	0	2	52	0	0
V11	371	0	36	25	64	0	26	0	0	0	7	35	0	0
V12	89	307	176	149	41	103	0	24	18	11	0	0	0	0
V13	10	165	3	1	0	0	47	0	2	42	19	0	0	3
V14	0	1	15	36	54	19	0	7	0	6	0	0	11	6
V15	1	2	116	7	0	0	49	57	1	3	47	0	8	11
V16	92	0	42	16	137	0	24	26	0	0	0	0	25	16
V17	57	0	3	21	0	0	33	85	17	0	33	3	0	0
V18	225	8	21	0	87	0	33	61	16	0	0	0	9	9
V19	4	92	26	0	0	6	14	52	30	2	7	0	0	0
V20	51	28	65	46	319	3	33	50	68	25	25	12	0	0
V21	23	0	86	16	21	0	33	0	15	27	7	0	5	13
V22	8	39	3	0	0	33	10	2	0	0	0	0	0	14
V23	0	31	50	192	46	10	0	0	17	84	11	7	7	0
V24	264	52	0	158	7	0	62	1	0	0	35	0	8	0
V25	0	57	304	0	13	23	28	54	0	20	12	0	0	28
V26	55	7	17	98	13	0	1	3	2	29	0	1	0	0
V27	37	82	50	0	17	0	0	3	35	1	0	0	0	7
V28	41	1	12	0	0	0	93	146	0	0	0	0	0	0
V29	45	0	9	3	27	0	80	7	41	0	4	20	0	0
V30	17	124	375	8	0	27	0	10	0	0	0	0	0	30
V31	56	43	6	0	0	15	20	10	0	56	30	0	0	0
V32	9	5	14	0	0	0	3	15	20	0	10	0	0	0
V33	0	0	6	0	0	0	28	29	0	0	0	0	0	0
V34	27	36	29	63	0	8	15	0	1	0	21	0	12	0
V35	21	0	53	59	45	0	0	0	11	22	0	0	0	20
V36	0	24	14	2	0	12	7	0	0	0	0	0	2	0
V37	51	547	10	104	0	133	46	22	5	0	0	11	0	17
V38	19	11	1	6	0	0	0	18	1	3	8	0	0	5
V39	0	2	6	0	29	0	14	5	21	0	0	0	0	0
V40	3	21	0	2	56	6	0	4	17	7	7	0	0	0
V41	35	47	0	4	6	23	7	16	49	0	0	8	0	0
V42	0	7	15	1	75	0	0	6	0	33	0	40	0	0
V43	0	0	4	44	18	0	0	6	9	1	5	4	0	4
V44	5	28	0	0	19	21	8	0	36	0	0	22	0	0
V45	35	10	15	0	79	1	8	7	29	7	0	6	0	2
V46	0	8	21	0	26	0	5	0	65	0	0	18	0	0
V47	0	476	72	22	0	207	0	5	0	0	0	0	0	0
V48	8	0	39	0	1	0	48	6	0	36	50	0	0	0
V49	117	15	48	72	79	8	5	11	45	93	0	2	0	0
V50	214	87	0	14	0	52	0	0	0	0	0	7	0	0
V51	52	25	56	13	2	8	11	9	28	0	11	0	0	23
V52	213	11	0	7	0	0	27	0	0	57	0	0	0	0
V53	0	9	46	13	0	3	0	1	0	4	1	0	0	0
V54	9	12	34	21	0	0	24	33	0	0	0	0	0	9
V55	0	0	66	145	0	0	0	0	6	0	13	0	0	0
V56	0	18	0	40	4	7	11	0	3	0	8	2	0	0
V57	158	136	0	22	65	65	6	0	0	0	0	7	0	0
V58	32	2	2	0	0	0	0	2	0	2	0	0	9	2
V59	34	3	559	95	55	0	4	0	21	0	0	13	62	12
V60	6	93	76	0	8	21	35	90	0	0	40	0	0	0
V61	22	59	0	0	67	40	0	45	27	0	0	0	0	0
V62	14	0	54	30	9	0	6	1	57	0	0	0	0	13
V63	2	62	9	69	58	0	5	20	0	0	22	0	15	0
V64	174	1	33	0	31	0	0	0	41	22	0	0	0	0
V65	29	31	0	60	18	10	33	2	0	0	9	0	0	3
V66	28	0	0	72	0	0	32	0	0	0	7	18	12	2
V67	296	7	20	28	0	4	0	0	0	23	5	0	24	0
V68	233	0	0	33	28	0	0	0	6	0	17	7	48	0
V69	0	27	0	4	0	4	20	37	0	10	0	0	0	0
V70	2	0	0	0	1	0	0	0	2	0	0	1	0	0
V71	12	3	47	2	0	0	2	10	0	0	1	5	2	0
V72	0	33	99	32	0	10	0	0	0	0	0	0	0	25
V73	96	9	41	74	0	0	3	0	6	65	21	0	0	0
V74	0	2	26	3	18	4	7	0	0	8	0	3	0	5
V75	13	0	15	44	0	5	0	0	0	0	0	0	5	0
V76	12	79	0	54	0	24	0	0	0	0	6	3	0	8
V77	26	16	14	0	0	9	6	0	0	0	6	0	0	0
V78	19	1	82	23	14	6	0	0	0	0	11	1	0	0
V79	15	95	0	49	5	17	4	46	4	0	12	21	0	3
V80	0	15	146	13	11	3	25	0	0	0	3	12	0	0
V81	102	0	27	0	51	0	7	0	13	48	0	4	0	0
V82	84	77	0	77	75	16	15	3	69	0	0	0	4	1
V83	11	55	5	0	7	0	0	0	0	19	0	0	0	0
V84	198	0	0	0	23	0	10	0	6	59	0	19	0	0
V85	5	0	21	78	0	0	3	0	3	0	0	0	23	3
V86	20	65	0	155	85	6	0	14	21	0	14	3	21	0
V87	29	41	4	0	0	11	7	10	4	22	0	9	0	0
V88	2	66	0	0	15	48	1	0	0	0	15	0	0	0
V89	0	25	174	14	0	13	0	17	12	0	0	0	0	0
V90	187	39	136	27	23	4	28	0	4	5	24	5	25	11
V91	79	10	0	39	11	0	55	45	0	62	35	0	34	0
V92	70	7	16	6	0	15	0	9	0	0	0	0	0	0
V93	59	57	98	0	11	30	72	108	0	0	48	0	0	23
V94	3	204	0	27	22	56	9	19	0	0	0	2	0	4
V95	14	70	130	0	30	11	96	40	0	8	47	0	0	0
V96	189	8	25	0	0	0	115	55	2	46	36	20	0	4
V97	0	16	115	57	1	26	8	0	3	0	20	0	9	1
V98	5	201	0	25	0	53	0	9	42	0	4	0	0	0
V99	4	18	0	0	5	3	0	9	0	0	0	13	0	0
V100	0	0	15	15	0	0	27	0	31	0	16	22	0	0
