Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	53	35	52	0	65	13	6	0
V2	36	44	144	0	1	19	8	65
V3	9	82	10	193	0	3	47	0
V4	46	16	89	0	0	49	0	71
V5	76	6	0	74	18	8	0	14
V6	29	217	131	0	67	274	0	77
V7	53	22	49	87	25	56	28	0
V8	0	2	53	17	113	105	0	0
V9	85	8	46	5	75	45	0	0
V10	106	104	11	160	113	0	11	5
V11	61	105	36	102	19	0	206	16
V12	0	1	0	15	7	152	0	20
V13	1	69	595	9	6	4	0	0
V14	82	38	69	0	16	0	48	20
V15	34	116	61	386	92	11	0	0
V16	0	81	193	20	80	51	50	97
V17	60	141	10	0	16	12	42	0
V18	2	37	6	9	97	5	17	0
V19	15	9	10	12	3	3	0	0
V20	18	9	2	0	13	3	0	2
V21	268	6	44	177	13	0	0	6
V22	3	106	8	136	151	9	251	0
V23	0	41	120	101	27	0	0	9
V24	91	118	51	89	33	2	85	0
V25	104	46	13	547	43	44	0	0
V26	15	59	0	11	32	59	0	0
V27	16	210	7	25	27	35	10	0
V28	67	1	7	0	79	54	3	0
V29	0	132	78	3	0	6	26	42
V30	0	12	405	9	0	84	0	21
V31	85	112	15	85	0	4	6	0
V32	305	12	5	122	2	0	32	37
V33	41	14	244	17	96	0	12	8
V34	161	22	6	0	81	0	14	0
V35	30	8	66	229	18	15	3	136
V36	6	32	34	60	13	18	8	0
V37	0	27	2	5	39	8	58	3
V38	80	15	41	133	194	0	13	31
V39	0	36	43	17	13	57	8	56
V40	111	175	155	104	0	0	56	14
V41	30	0	0	8	123	10	130	0
V42	340	47	196	80	76	0	10	58
V43	0	99	1	9	0	3	0	1
V44	47	0	23	5	115	0	0	0
V45	37	93	0	0	0	9	36	0
V46	6	22	0	83	244	18	6	0
V47	28	15	0	0	192	12	1	0
V48	0	121	18	0	10	218	24	0
V49	5	441	34	4	51	3	0	0
V50	9	0	114	0	6	83	0	139
V51	8	111	4	0	13	77	0	0
V52	6	71	21	78	36	105	0	132
V53	26	126	26	175	46	5	0	0
V54	13	27	2	124	0	12	67	0
V55	0	63	5	3	91	26	0	12
V56	23	5	45	0	2	23	7	0
V57	104	339	123	0	56	0	33	66
V58	62	7	0	56	0	53	0	0
V59	0	40	72	45	72	16	72	35
V60	0	79	68	64	93	97	48	70
V61	54	1	90	46	20	0	0	25
V62	35	72	4	2	149	0	23	15
V63	143	6	22	0	14	0	0	35
V64	112	0	81	68	88	62	9	4
V65	21	5	95	4	38	5	0	0
V66	143	4	106	0	167	39	4	13
V67	10	0	97	19	112	0	94	22
V68	122	5	114	3	3	0	0	28
V69	319	44	0	32	0	219	0	33
V70	0	5	10	132	29	143	225	0
V71	64	10	12	7	0	1	0	39
V72	129	186	3	18	0	7	1	0
V73	37	49	52	1	0	0	0	10
V74	11	16	154	160	0	77	26	0
V75	78	0	2	36	190	3	56	0
V76	8	22	0	3	54	0	2	0
V77	83	52	4	0	50	0	0	4
V78	254	1	0	3	98	3	0	0
V79	317	85	16	8	78	18	0	0
V80	0	10	89	92	0	7	35	5
V81	0	18	156	71	0	14	20	0
V82	37	21	9	0	0	1	7	2
V83	0	54	144	0	16	4	0	0
V84	67	5	0	48	18	145	100	0
V85	0	1	65	0	71	3	10	108
V86	52	19	2	224	0	53	0	57
V87	14	0	39	0	164	4	14	10
V88	0	22	224	2	49	60	50	22
V89	83	44	30	12	50	0	14	0
V90	0	125	14	0	41	120	2	0
V91	0	36	7	0	13	75	3	25
V92	49	0	16	38	0	92	29	25
V93	129	469	2	2	13	56	0	0
V94	36	4	0	1	31	10	0	0
V95	84	30	91	63	31	0	14	3
V96	3	6	0	0	21	65	0	4
V97	2	15	0	27	40	38	0	18
V98	165	16	0	0	173	302	0	0
V99	294	30	10	36	46	132	38	38
V100	4	29	3	0	19	33	5	0
