MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.00E+00	2.83E-03	2.28E-02	1.36E-06	1.28E-02	6.11E-02	1.05E-02	7.22E-03	4.54E-02	4.08E-02	1.46E-03	1.23E-02	4.63E-03	2.44E-02	1.21E-02	5.02E-02	2.29E-02	2.14E-46	1.37E-02
1:Del:C:1	4.88E-04	1.02E-03	2.14E-46	3.50E-04	6.41E-03	2.10E-02	8.10E-03	6.77E-03	2.61E-02	1.97E-02	2.50E-02	0.00E+00	2.56E-03	1.07E-02	3.37E-03	2.35E-02	1.84E-02	2.80E-46	1.96E-02
1:Del:C:2	4.71E-08	1.42E-04	1.12E-03	0.00E+00	3.18E-04	8.77E-04	1.96E-03	1.13E-03	3.04E-03	6.17E-04	2.82E-05	5.69E-07	2.07E-03	1.32E-03	4.80E-08	1.59E-03	7.08E-04	1.34E-07	3.56E-04
1:Del:C:3	6.36E-04	3.32E-04	1.13E-03	0.00E+00	2.10E-03	7.76E-03	1.36E-03	3.71E-03	5.28E-03	5.32E-03	7.19E-03	9.05E-04	4.38E-03	6.42E-03	1.09E-03	9.72E-03	6.35E-03	3.86E-03	8.73E-04
1:Del:C:4	9.38E-04	9.19E-04	1.36E-03	1.23E-03	1.04E-03	7.50E-03	0.00E+00	3.20E-04	6.05E-03	4.70E-03	3.66E-03	0.00E+00	0.00E+00	2.89E-03	4.60E-04	7.02E-03	1.01E-04	1.47E-07	1.85E-03
1:Del:C:5	4.52E-04	6.46E-08	6.54E-05	4.67E-03	7.82E-04	4.46E-08	1.01E-03	6.15E-04	1.24E-03	3.72E-07	1.27E-08	5.95E-04	8.78E-04	2.41E-02	6.18E-03	0.00E+00	4.63E-03	4.23E-02	0.00E+00
1:Del:T:0	1.72E-03	7.38E-04	9.55E-03	1.40E-46	7.54E-02	2.82E-02	1.02E-02	5.14E-03	1.34E-02	2.37E-02	2.72E-02	1.82E-03	1.20E-02	3.79E-02	3.36E-03	2.82E-02	1.79E-02	1.99E-02	3.26E-02
1:Del:T:1	5.88E-04	4.83E-04	2.88E-03	0.00E+00	1.86E-03	1.60E-02	3.47E-03	1.53E-03	9.42E-03	1.11E-02	0.00E+00	3.96E-04	1.37E-02	1.41E-02	2.03E-02	4.68E-02	1.44E-02	1.71E-02	6.25E-03
1:Del:T:2	4.24E-04	0.00E+00	8.38E-03	9.58E-04	5.48E-03	2.32E-02	1.45E-03	5.77E-05	2.43E-02	1.31E-02	1.71E-02	1.29E-03	1.01E-02	4.14E-02	1.35E-02	1.67E-02	9.90E-03	3.11E-03	1.71E-02
1:Del:T:3	1.55E-03	3.19E-03	5.51E-03	1.52E-03	5.35E-03	1.40E-02	4.49E-03	8.40E-04	1.95E-02	7.87E-02	2.97E-02	6.88E-04	5.88E-03	1.27E-02	1.33E-02	2.52E-02	1.21E-02	6.33E-03	3.61E-02
1:Del:T:4	2.15E-03	1.74E-03	7.99E-03	3.71E-03	9.81E-03	2.17E-02	1.87E-46	1.40E-46	2.60E-02	1.46E-02	1.77E-02	3.00E-03	1.80E-03	3.31E-02	2.01E-02	1.75E-02	1.38E-02	7.67E-04	1.31E-02
1:Del:T:5	2.01E-07	1.48E-03	4.00E-07	7.98E-03	6.75E-03	8.92E-06	6.71E-07	4.75E-07	3.14E-07	2.29E-46	1.27E-02	6.76E-08	5.87E-07	1.19E-06	9.17E-02	2.78E-03	3.23E-04	6.52E-02	4.67E-07
1:Ins:C:0	2.12E-08	3.12E-05	3.33E-04	7.62E-08	2.36E-07	1.33E-07	3.61E-04	5.97E-04	1.84E-03	5.13E-04	2.35E-06	1.59E-07	2.32E-04	1.07E-03	1.16E-04	5.80E-08	2.96E-03	4.02E-03	2.95E-03
1:Ins:C:1	1.59E-07	3.44E-08	1.22E-07	1.63E-07	1.46E-04	3.17E-04	1.20E-03	1.63E-03	3.08E-07	1.22E-04	7.34E-06	4.06E-08	2.06E-03	6.86E-07	2.67E-04	3.11E-03	1.33E-04	2.20E-03	1.58E-06
1:Ins:C:2	1.83E-07	1.64E-08	2.29E-04	3.16E-08	3.91E-04	1.22E-06	8.53E-09	8.20E-04	1.26E-04	3.94E-08	3.22E-04	3.09E-08	4.90E-03	2.03E-04	2.52E-03	6.99E-04	1.75E-03	1.40E-46	2.61E-03
