NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	99.581	38.502	27.257	26.723	0.235	0.944	30000.0
2	101.722	39.328	28.126	27.481	0.241	0.941	40000.0
3	99.578	38.53	27.295	26.708	0.237	0.943	20000.0
4	101.641	38.826	28.407	27.205	0.238	0.941	30000.0
5	101.523	38.797	28.055	26.866	0.233	0.944	20000.0
6	109.031	42.063	32.84	31.145	0.241	0.932	30000.0
7	98.244	38.01	27.15	26.505	0.236	0.944	20000.0
8	100.552	38.414	28.111	26.836	0.232	0.943	30000.0
9	100.109	38.989	28.094	27.652	0.238	0.942	30000.0
10	99.964	38.501	27.681	26.825	0.236	0.942	20000.0
