NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	240.073	80.921	90.905	64.78	0.539	0.749	20000.0
2	238.988	81.086	90.307	63.533	0.545	0.75	30000.0
3	241.413	82.317	92.002	64.115	0.551	0.746	40000.0
4	240.356	82.186	90.436	64.066	0.556	0.744	30000.0
5	241.464	82.105	91.478	64.151	0.554	0.744	20000.0
6	240.006	81.781	90.67	63.927	0.549	0.748	20000.0
7	239.72	80.659	89.087	64.721	0.536	0.749	30000.0
8	241.479	81.092	91.132	65.106	0.543	0.748	20000.0
9	245.666	82.003	91.902	66.119	0.552	0.734	30000.0
10	241.167	82.252	91.169	64.311	0.554	0.743	30000.0
