Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	80	132	11	29	52	38	68	22	0	0
V2	49	25	77	154	4	13	0	0	12	0
V3	3	131	0	0	113	2	0	36	47	0
V4	35	1	0	69	103	0	0	114	48	0
V5	127	4	3	27	72	0	8	23	0	14
V6	79	195	37	134	374	2	0	200	82	16
V7	3	0	14	1	8	45	0	0	21	0
V8	41	1	17	210	0	32	26	26	48	0
V9	115	48	1	19	11	0	0	13	0	0
V10	4	0	6	29	68	66	0	0	75	0
V11	35	26	1	67	0	0	5	8	0	0
V12	18	2	63	203	87	56	13	79	0	0
V13	76	359	40	0	74	0	18	4	49	14
V14	186	106	0	35	0	9	9	0	39	0
V15	94	0	14	19	31	58	20	37	3	31
V16	172	189	0	0	0	5	10	0	20	1
V17	1	79	36	2	17	90	43	5	0	23
V18	80	14	229	48	12	113	0	23	0	0
V19	236	0	106	74	0	3	0	3	3	1
V20	241	173	10	10	25	9	0	25	1	0
V21	26	0	97	4	27	0	0	23	24	0
V22	0	6	22	0	99	0	8	51	0	0
V23	34	130	40	10	0	0	0	1	8	5
V24	4	133	33	35	94	19	0	127	8	0
V25	0	0	156	62	58	7	33	41	46	5
V26	16	4	373	44	18	0	0	0	0	0
V27	198	0	36	51	0	29	3	0	0	0
V28	22	12	1	0	2	9	40	9	5	0
V29	67	174	1	6	8	18	0	0	3	0
V30	142	194	45	36	0	17	0	0	11	11
V31	97	7	11	4	0	0	85	0	19	0
V32	269	15	53	2	31	0	0	21	62	0
V33	40	10	77	0	20	14	28	7	0	1
V34	3	0	4	21	24	1	0	3	3	19
V35	17	127	40	21	0	10	61	0	0	0
V36	1	12	112	1	2	162	5	30	0	15
V37	3	2	45	0	8	14	0	6	0	8
V38	14	120	85	231	54	71	118	15	0	0
V39	1	0	46	87	0	18	14	0	0	3
V40	4	135	77	0	106	28	110	93	0	0
V41	19	7	13	200	39	9	0	0	0	0
V42	0	4	28	25	5	7	0	10	0	0
V43	68	62	119	91	26	88	0	7	0	14
V44	17	0	123	0	52	1	0	0	3	2
V45	263	89	44	0	66	96	0	0	0	69
V46	65	0	25	139	0	23	0	30	0	18
V47	250	33	5	36	0	8	2	8	4	2
V48	55	7	20	10	20	171	0	23	0	0
V49	8	100	175	0	21	1	0	31	0	6
V50	14	53	44	198	18	38	0	0	0	0
V51	162	7	1	0	19	2	9	14	0	0
V52	30	0	58	0	0	0	0	18	0	9
V53	243	0	7	32	128	3	0	20	6	0
V54	0	3	2	11	19	0	0	23	0	14
V55	41	28	26	72	140	21	47	30	15	6
V56	9	0	32	164	0	4	1	10	0	0
V57	133	16	71	15	1	0	0	2	31	0
V58	2	0	26	134	62	225	0	64	10	9
V59	32	221	39	111	0	62	99	6	4	0
V60	7	0	134	0	14	71	60	34	2	5
V61	1	346	39	0	3	0	0	1	9	3
V62	6	7	55	34	72	18	7	0	0	21
V63	19	162	3	36	0	158	227	0	0	0
V64	4	227	267	8	1	70	69	7	82	0
V65	0	131	27	62	11	2	0	0	0	0
V66	198	6	72	0	12	3	6	15	0	13
V67	5	0	28	68	0	0	7	3	18	0
V68	124	48	0	219	10	105	119	0	37	0
V69	0	17	33	117	3	1	6	0	22	2
V70	75	3	58	116	5	1	0	15	85	0
V71	1	25	68	0	112	98	0	82	0	0
V72	73	68	16	2	1	0	0	0	0	0
V73	23	40	0	0	14	7	0	13	12	0
V74	22	34	62	6	191	5	85	48	75	36
V75	1	23	30	0	0	0	0	2	22	0
V76	45	0	306	277	28	24	48	103	5	0
V77	168	5	9	0	2	0	0	14	0	28
V78	51	20	7	0	20	79	78	16	0	8
V79	16	85	70	0	42	1	0	37	0	0
V80	75	262	31	12	30	35	0	25	0	25
V81	46	130	46	0	9	0	0	15	1	0
V82	1	0	44	57	16	3	0	6	7	3
V83	60	29	2	4	67	22	15	12	14	18
V84	0	0	381	31	2	8	0	7	0	0
V85	29	4	113	95	28	130	0	32	0	17
V86	49	44	24	9	83	27	0	51	0	0
V87	95	101	0	40	10	177	152	9	0	0
V88	1	91	0	1	3	6	44	18	0	0
V89	75	63	0	49	28	10	107	18	0	0
V90	213	174	0	19	2	114	95	36	0	0
V91	5	0	65	52	18	46	59	0	0	0
V92	234	37	0	16	0	4	0	0	0	2
V93	106	51	4	0	45	0	0	0	8	1
V94	6	227	83	45	11	0	95	45	17	0
V95	29	0	90	63	11	1	37	28	8	10
V96	2	77	24	3	26	111	61	11	11	0
V97	205	168	101	29	9	0	3	0	7	0
V98	58	191	0	8	7	0	0	61	4	10
V99	157	0	8	0	33	6	6	35	0	7
V100	8	242	32	0	45	0	0	113	61	0
