Samples	ID83A	ID83B	ID83C	ID83D
V1	294	0	6	200
V2	61	148	19	20
V3	254	15	17	67
V4	570	0	0	192
V5	0	334	54	83
V6	0	71	53	52
V7	222	70	284	21
V8	77	56	301	200
V9	27	190	88	72
V10	3	13	1	0
V11	303	156	1	11
V12	55	114	127	8
V13	139	96	134	45
V14	160	0	20	0
V15	53	23	33	82
V16	92	54	56	12
V17	249	211	0	137
V18	24	149	5	28
V19	146	18	146	38
V20	7	178	231	32
V21	0	121	23	11
V22	38	38	60	159
V23	26	89	30	0
V24	221	95	0	0
V25	57	38	274	0
V26	89	72	0	146
V27	54	137	262	13
V28	97	153	13	31
V29	158	28	6	239
V30	620	35	58	0
V31	406	58	139	0
V32	30	98	36	6
V33	30	102	2	160
V34	173	221	57	75
V35	4	192	82	209
V36	4	10	18	22
V37	52	103	93	0
V38	0	62	9	296
V39	10	2	52	0
V40	198	50	32	20
V41	192	75	45	68
V42	123	194	256	285
V43	179	288	0	12
V44	25	57	3	216
V45	0	21	90	37
V46	28	452	0	41
V47	167	66	202	154
V48	88	95	311	0
V49	208	10	65	0
V50	0	7	59	44
V51	175	30	117	69
V52	280	59	117	73
V53	124	26	0	71
V54	14	101	4	0
V55	37	144	52	10
V56	3	48	11	1
V57	554	15	110	2
V58	48	0	156	123
V59	10	28	53	56
V60	199	24	11	101
V61	34	9	21	190
V62	9	14	12	601
V63	400	90	492	38
V64	27	126	20	0
V65	0	271	61	50
V66	13	84	118	25
V67	57	105	49	73
V68	224	126	169	0
V69	70	4	47	0
V70	0	24	11	124
V71	88	148	6	4
V72	403	0	0	225
V73	87	16	0	194
V74	65	118	127	11
V75	15	63	522	0
V76	10	22	115	0
V77	0	0	3	42
V78	3	10	229	0
V79	44	0	201	70
V80	12	8	1050	0
V81	146	5	0	45
V82	51	75	1	3
V83	54	1	31	9
V84	4	142	0	0
V85	6	66	1	1
V86	7	2	106	0
V87	36	0	33	22
V88	144	165	27	9
V89	5	0	105	28
V90	15	591	37	0
V91	12	70	0	112
V92	1	324	4	3
V93	7	271	69	45
V94	103	36	90	40
V95	0	0	0	465
V96	30	13	3	48
V97	0	0	0	392
V98	0	74	58	89
V99	92	126	44	3
V100	0	51	89	0
