Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	0	59	34	0	38	12	12	12	0	48	0	0	6	3	0
V2	36	0	39	0	88	16	67	1	0	0	49	14	3	0	4
V3	82	2	7	189	0	1	0	0	0	0	0	0	48	0	15
V4	11	1	44	0	34	50	75	11	0	0	29	0	0	0	16
V5	5	16	56	35	0	9	0	15	33	0	0	0	0	0	27
V6	137	64	26	0	73	235	64	0	0	87	83	0	0	0	26
V7	2	23	8	39	14	25	16	0	34	16	43	0	14	0	86
V8	2	102	0	0	31	92	23	0	15	0	0	0	0	0	25
V9	3	56	27	0	24	25	10	47	0	0	28	0	3	16	25
V10	61	99	61	43	0	0	0	37	96	53	0	0	43	0	17
V11	114	30	71	212	25	0	16	0	0	0	0	0	13	64	0
V12	0	9	5	10	0	146	1	0	6	0	18	0	0	0	0
V13	68	1	0	0	439	2	164	0	10	0	0	0	0	0	0
V14	39	0	51	0	37	0	29	19	0	0	4	49	43	0	2
V15	72	42	6	127	32	0	18	24	241	49	0	0	0	58	31
V16	76	93	25	48	120	55	103	0	0	0	52	0	0	0	0
V17	112	22	35	10	5	10	0	20	0	40	0	0	26	0	1
V18	11	90	0	17	6	2	0	3	0	33	9	0	2	0	0
V19	7	3	12	10	9	0	0	0	0	0	11	0	0	0	0
V20	0	11	4	0	0	2	2	13	0	12	1	0	0	0	2
V21	0	8	161	79	24	0	16	92	86	7	0	0	0	0	41
V22	116	195	7	251	9	11	1	3	10	0	0	0	43	0	18
V23	32	21	0	25	71	0	58	0	76	9	6	0	0	0	0
V24	118	11	46	124	40	0	7	49	0	0	0	24	3	47	0
V25	10	26	48	241	0	28	0	70	265	35	26	0	45	0	3
V26	36	27	5	3	0	48	0	1	4	26	11	0	0	0	15
V27	167	24	2	14	0	26	6	7	14	46	13	0	0	0	11
V28	0	71	41	0	0	35	7	21	0	0	36	0	0	0	0
V29	134	6	2	0	27	13	72	0	15	0	9	0	9	0	0
V30	5	0	0	0	257	64	152	0	0	0	43	0	10	0	0
V31	84	0	32	59	5	0	6	42	18	28	3	0	0	0	30
V32	0	9	204	48	0	5	0	103	64	16	0	0	48	0	18
V33	0	7	0	0	155	0	95	0	5	19	0	151	0	0	0
V34	0	74	95	0	1	0	0	48	0	30	0	0	9	0	27
V35	3	10	60	123	38	36	42	21	95	0	21	0	19	37	0
V36	32	0	8	55	30	13	0	0	4	0	0	0	0	29	0
V37	12	43	0	34	1	8	1	1	0	22	3	8	9	0	0
V38	4	180	37	85	24	5	24	68	52	13	0	0	0	8	7
V39	9	0	5	19	32	61	14	10	1	36	0	0	0	36	7
V40	180	0	86	124	112	0	52	31	6	0	0	0	0	24	0
V41	0	122	0	67	0	10	0	30	0	4	0	38	30	0	0
V42	6	71	210	0	122	8	75	125	61	55	0	0	43	0	31
V43	96	0	0	0	0	3	1	0	9	4	0	0	0	0	0
V44	0	92	32	0	20	0	2	10	1	0	0	33	0	0	0
V45	83	4	22	12	0	7	0	11	0	10	4	3	19	0	0
V46	16	225	5	52	0	6	0	0	28	0	33	0	0	0	14
V47	0	163	16	0	0	12	0	5	0	21	0	31	0	0	0
V48	103	12	0	6	0	162	11	0	0	0	85	0	0	0	12
V49	433	37	0	0	31	0	0	0	0	0	8	18	3	0	8
V50	0	0	21	0	66	99	73	34	0	0	14	0	0	39	5
V51	92	10	0	0	0	49	1	0	0	5	47	0	0	0	9
V52	62	0	33	18	5	105	28	0	52	0	51	44	0	44	7
V53	124	0	12	57	23	4	1	3	107	0	0	73	0	0	0
V54	22	0	9	147	0	5	0	3	0	6	9	0	10	22	12
V55	61	73	2	0	1	24	1	0	0	2	0	6	0	30	0
V56	0	2	3	0	26	10	13	13	0	1	26	0	5	0	6
V57	195	15	71	2	48	0	88	26	2	185	0	0	0	80	9
V58	0	0	12	32	0	47	0	56	18	8	0	0	5	0	0
V59	32	59	0	59	29	20	63	0	24	12	6	28	0	20	0
V60	71	68	12	19	19	82	49	0	55	0	48	0	31	65	0
V61	0	14	31	0	55	2	48	32	47	0	0	0	0	7	0
V62	72	114	25	0	0	0	2	7	4	0	0	38	11	27	0
V63	4	16	102	0	8	1	21	51	0	0	17	0	0	0	0
V64	0	54	43	48	48	46	32	61	14	0	27	51	0	0	0
V65	4	8	10	0	72	0	16	5	0	0	0	9	0	44	0
V66	0	146	73	0	61	28	43	63	0	2	19	0	0	17	24
V67	0	125	0	67	53	4	61	27	0	2	0	0	13	0	2
V68	5	0	68	0	70	5	50	59	0	0	0	8	6	0	4
V69	0	0	252	11	0	197	0	43	11	55	28	0	0	0	50
V70	1	70	0	236	0	111	14	0	1	0	71	0	32	0	8
V71	0	2	25	0	4	9	17	55	8	13	0	0	0	0	0
V72	163	0	52	15	2	4	0	79	0	25	0	0	0	0	4
V73	31	0	14	1	31	2	23	25	0	22	0	0	0	0	0
V74	0	0	0	65	91	51	41	0	72	12	41	0	56	0	15
V75	0	171	38	48	0	1	0	21	0	1	0	25	22	0	38
V76	19	47	4	2	0	0	0	4	0	4	0	8	1	0	0
V77	52	47	59	0	1	0	2	22	0	0	0	0	0	0	10
V78	0	71	146	0	0	2	0	98	0	2	0	36	0	0	4
V79	0	10	164	0	11	9	0	104	0	107	14	103	0	0	0
V80	2	1	0	61	41	7	48	0	28	12	0	0	38	0	0
V81	19	1	0	71	120	13	33	0	0	0	0	0	22	0	0
V82	0	0	20	0	0	0	9	11	0	28	0	0	7	0	2
V83	52	2	0	0	99	1	40	0	0	0	0	0	0	24	0
V84	0	34	32	92	0	106	0	27	0	0	68	0	6	0	18
V85	0	60	0	3	28	21	57	28	0	0	18	29	0	0	14
V86	0	0	26	132	0	57	10	59	84	21	11	0	5	2	0
V87	0	146	11	1	30	7	10	0	0	0	0	30	10	0	0
V88	21	56	0	19	141	61	112	0	12	4	3	0	0	0	0
V89	0	40	49	15	23	0	2	27	0	60	0	1	4	11	1
V90	113	33	0	0	1	90	7	0	0	0	44	0	0	8	6
