MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00E+00	1.85E-08	7.50E-04	2.06E-06	2.40E-03	2.53E-02	3.55E-02	4.03E-03	3.01E-02
1:Del:C:1	1.62E-05	3.54E-04	5.42E-04	2.19E-04	6.34E-03	7.68E-03	1.02E-02	1.64E-02	2.23E-02
1:Del:C:2	1.77E-05	1.30E-05	1.95E-09	6.17E-08	2.37E-05	5.78E-04	6.56E-04	4.68E-07	1.35E-03
1:Del:C:3	8.59E-04	1.12E-04	2.00E-04	2.14E-04	1.25E-03	3.76E-03	6.93E-04	3.13E-03	6.92E-03
1:Del:C:4	6.39E-06	1.86E-04	0.00E+00	1.74E-04	7.19E-04	2.76E-03	2.00E-03	5.38E-05	4.44E-03
1:Del:C:5	7.16E-04	6.26E-04	1.11E-04	1.91E-03	8.49E-05	3.01E-03	1.60E-04	9.11E-03	5.95E-03
1:Del:T:0	7.99E-05	2.70E-04	4.56E-04	1.46E-03	4.96E-03	2.77E-02	1.12E-02	7.30E-03	3.18E-02
1:Del:T:1	1.48E-04	2.07E-08	1.19E-05	1.46E-04	1.14E-03	1.85E-03	5.36E-03	1.63E-03	1.11E-02
1:Del:T:2	3.53E-04	2.36E-08	5.91E-04	3.70E-04	6.44E-04	1.26E-03	3.71E-03	3.74E-03	1.33E-02
1:Del:T:3	9.35E-08	5.22E-04	1.33E-04	3.54E-03	1.40E-46	3.39E-03	1.59E-02	5.46E-03	3.10E-02
1:Del:T:4	7.00E-04	5.99E-04	4.51E-04	1.46E-03	1.23E-04	5.47E-03	9.26E-03	1.48E-04	1.74E-02
1:Del:T:5	6.06E-08	1.12E-07	5.43E-03	9.89E-03	5.46E-06	2.60E-02	2.51E-07	8.47E-02	4.15E-02
1:Ins:C:0	1.35E-07	1.87E-07	1.69E-07	0.00E+00	2.09E-04	4.23E-04	4.68E-08	4.79E-05	1.68E-04
1:Ins:C:1	1.47E-04	7.78E-09	4.21E-05	1.78E-04	4.21E-04	3.99E-04	3.37E-05	1.24E-04	0.00E+00
1:Ins:C:2	2.82E-08	3.52E-08	3.26E-08	2.02E-08	5.97E-05	3.72E-04	8.31E-05	8.61E-08	1.67E-04
1:Ins:C:3	2.21E-04	8.93E-05	2.25E-09	1.27E-04	1.05E-04	2.85E-04	3.33E-05	1.48E-04	3.97E-04
1:Ins:C:4	3.42E-04	4.16E-04	6.19E-04	3.65E-04	1.51E-04	5.38E-04	4.26E-04	4.34E-04	2.47E-03
1:Ins:C:5	4.64E-04	4.30E-03	2.12E-05	7.39E-04	1.25E-04	1.57E-02	5.86E-04	1.63E-03	3.97E-02
1:Ins:T:0	0.00E+00	4.80E-04	2.50E-04	1.37E-04	7.72E-04	2.86E-03	1.40E-03	3.51E-04	3.42E-03
1:Ins:T:1	3.79E-04	1.34E-04	1.07E-04	2.83E-04	4.24E-04	7.65E-04	1.41E-03	2.30E-05	1.74E-03
1:Ins:T:2	1.66E-08	2.47E-08	9.21E-09	4.53E-05	1.87E-08	1.66E-04	5.70E-04	1.64E-04	1.25E-04
1:Ins:T:3	3.53E-04	4.97E-04	2.22E-04	1.84E-08	4.72E-05	2.61E-03	3.19E-04	6.19E-04	1.07E-03
1:Ins:T:4	5.41E-04	2.19E-03	0.00E+00	4.40E-04	2.42E-04	1.47E-02	7.95E-04	5.41E-04	1.39E-02
1:Ins:T:5	6.37E-04	8.17E-03	4.00E-08	2.97E-04	1.55E-03	6.35E-02	4.42E-07	1.43E-06	5.50E-03
2:Del:R:0	6.73E-05	2.07E-04	3.80E-05	0.00E+00	1.14E-03	5.86E-03	1.46E-03	0.00E+00	5.93E-03
2:Del:R:1	1.82E-04	4.14E-04	2.33E-04	7.15E-04	1.24E-03	1.72E-03	5.93E-04	7.09E-04	4.61E-03
2:Del:R:2	1.66E-08	1.69E-04	7.51E-05	4.05E-04	6.95E-06	2.92E-04	4.21E-04	5.60E-05	3.95E-03
2:Del:R:3	2.01E-08	1.23E-04	8.50E-05	6.80E-05	3.83E-08	1.48E-04	6.33E-05	0.00E+00	1.05E-05
2:Del:R:4	2.07E-04	5.67E-05	3.24E-08	1.95E-04	4.45E-09	3.83E-04	7.56E-05	4.38E-04	6.39E-04
2:Del:R:5	8.37E-08	2.33E-08	1.44E-04	1.68E-08	4.13E-04	7.77E-04	3.72E-08	3.60E-08	2.23E-07
3:Del:R:0	4.99E-05	8.00E-05	9.99E-04	2.52E-04	8.81E-04	2.15E-03	9.18E-04	7.46E-04	4.48E-03
3:Del:R:1	5.38E-03	8.59E-04	7.83E-05	8.87E-04	6.44E-04	2.01E-03	0.00E+00	4.55E-02	4.46E-03
3:Del:R:2	8.37E-05	3.28E-04	4.02E-04	4.43E-04	2.04E-04	4.20E-46	0.00E+00	1.16E-04	0.00E+00
3:Del:R:3	9.80E-05	8.33E-05	3.93E-09	3.99E-05	0.00E+00	3.28E-04	1.05E-04	1.62E-04	3.00E-04
3:Del:R:4	2.91E-08	6.97E-09	4.10E-08	1.15E-08	3.41E-08	9.93E-08	3.51E-08	7.96E-08	1.06E-07
3:Del:R:5	2.91E-08	6.97E-09	4.10E-08	1.15E-08	3.41E-08	9.93E-08	3.51E-08	7.96E-08	1.06E-07
4:Del:R:0	0.00E+00	7.97E-06	3.25E-04	3.97E-05	7.10E-04	2.29E-03	7.21E-04	1.47E-04	1.27E-03
4:Del:R:1	8.85E-06	3.21E-04	1.36E-04	3.90E-04	3.11E-04	1.68E-03	6.06E-04	1.29E-03	1.18E-03
4:Del:R:2	6.97E-05	1.43E-04	3.70E-05	1.99E-04	3.09E-04	1.19E-03	1.63E-08	9.29E-04	4.28E-46
4:Del:R:3	1.41E-02	5.59E-08	6.72E-08	1.44E-07	8.18E-08	6.69E-02	2.67E-07	9.39E-02	7.56E-07
4:Del:R:4	7.14E-07	3.63E-08	5.85E-02	8.90E-04	0.00E+00	1.20E-01	1.20E-04	5.37E-03	1.16E-03
4:Del:R:5	2.91E-08	6.97E-09	4.10E-08	1.15E-08	3.41E-08	9.93E-08	3.51E-08	7.96E-08	1.06E-07
5:Del:R:0	1.01E-03	2.80E-08	1.42E-03	7.14E-04	2.66E-02	4.67E-02	3.20E-04	7.48E-03	3.82E-04
5:Del:R:1	1.56E-08	8.54E-05	5.30E-05	4.28E-04	9.29E-08	5.38E-04	2.97E-04	1.46E-07	1.43E-03
