NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.203	19.65	11.285	11.989	0.11	0.99	40000.0
2	44.924	19.7	10.963	11.771	0.112	0.991	50000.0
3	45.981	19.958	11.23	11.968	0.111	0.99	50000.0
4	44.615	19.724	10.978	12.021	0.114	0.99	50000.0
5	44.609	19.308	11.281	11.786	0.104	0.99	20000.0
6	46.868	20.4	11.705	12.334	0.113	0.99	20000.0
7	44.722	19.72	10.779	11.445	0.111	0.992	40000.0
8	47.096	20.557	11.67	12.342	0.117	0.99	80000.0
9	44.246	18.757	10.535	10.839	0.107	0.992	40000.0
10	45.787	19.836	11.289	11.915	0.112	0.99	30000.0
