Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V35	0	3	10	0	46	0	28	0	17	17	23	0	0	0	11	0	0	2	1
V36	39	22	35	23	6	15	39	27	14	17	0	14	29	0	1	5	0	0	0
V37	2	50	0	0	16	38	33	19	28	6	7	14	0	0	7	0	0	0	0
V38	130	0	23	14	0	0	14	0	6	7	9	0	3	54	1	0	0	0	0
V39	17	7	29	21	3	0	0	0	25	44	0	12	0	0	0	0	0	0	0
V40	90	4	41	0	17	0	13	0	19	2	26	7	0	0	27	5	0	0	0
V41	53	2	3	7	3	0	9	0	48	13	4	8	4	0	0	0	0	0	0
V42	3	10	13	0	32	14	0	0	0	0	21	0	0	0	9	19	9	0	0
V43	25	16	0	1	4	6	0	6	0	0	9	0	0	47	3	0	0	3	1
V44	0	4	26	0	3	2	0	0	3	0	0	0	1	50	1	13	0	23	0
V45	8	0	0	147	19	1	0	0	0	22	10	0	69	0	9	1	0	0	0
V46	129	0	142	4	3	5	77	0	40	39	8	28	3	0	0	0	0	0	4
V47	8	5	0	7	0	21	0	22	0	2	0	0	0	10	2	0	1	5	0
V48	40	27	37	0	12	39	8	0	25	30	17	29	0	0	5	10	0	0	7
V49	2	0	6	49	0	0	10	13	0	0	0	0	14	42	0	0	8	4	3
V50	16	19	159	0	0	12	0	7	0	0	0	11	2	2	0	79	4	6	1
V51	0	15	0	0	1	14	39	14	2	11	18	12	0	0	3	0	12	0	3
V52	2	75	33	0	29	34	0	0	0	0	0	0	0	2	12	0	0	0	0
V53	1	24	4	59	20	15	0	78	35	17	0	11	3	0	0	0	0	4	0
V54	55	71	38	0	0	45	53	41	50	37	0	21	0	0	0	0	0	0	0
V55	52	85	46	0	0	54	0	0	0	0	7	0	0	79	15	0	0	0	2
V56	19	12	0	23	5	7	3	0	2	0	0	0	9	0	0	0	0	7	0
V57	41	0	107	112	282	0	0	0	0	0	150	0	30	0	61	0	0	0	1
V58	70	66	54	0	0	42	0	0	18	21	0	0	0	0	0	0	13	9	7
V59	66	5	0	0	20	0	0	0	4	2	1	13	13	13	0	4	0	0	3
V60	0	23	25	109	43	46	25	79	0	0	47	15	45	0	26	0	5	6	0
V61	3	12	0	0	37	10	13	0	40	0	9	8	0	0	9	0	3	0	4
V62	108	2	12	10	199	5	0	0	0	0	58	0	0	34	12	0	0	0	3
V63	81	96	0	0	30	52	2	16	3	5	23	3	0	0	3	0	0	0	0
V64	0	3	3	1	31	1	5	0	6	0	1	5	2	0	8	0	5	0	0
V65	20	12	8	19	20	0	37	10	13	36	12	29	5	0	6	0	0	0	1
V66	20	9	9	1	62	2	0	0	0	0	23	0	5	0	23	0	0	0	0
V67	5	12	9	4	36	9	0	0	0	0	25	0	0	0	18	0	0	0	2
V68	79	175	0	0	0	105	0	34	0	0	0	0	0	0	0	0	0	0	0
V69	209	12	0	0	26	7	0	0	0	0	19	0	4	0	3	0	0	0	2
V70	4	79	0	2	0	24	0	0	0	0	0	0	0	0	0	0	0	0	16
V71	5	0	0	6	28	0	0	0	0	0	10	0	1	7	0	0	0	6	0
V72	83	0	11	59	46	4	0	4	0	0	14	5	22	0	0	0	4	13	0
V73	21	12	248	41	2	4	53	18	33	0	0	10	10	0	0	6	0	0	4
V74	27	84	16	126	2	45	1	59	1	3	0	0	0	4	0	4	0	0	0
V75	137	6	16	45	32	0	8	4	9	9	22	20	1	0	4	6	0	0	8
V76	0	56	6	0	30	19	0	27	0	0	0	1	0	0	1	0	0	0	0
V77	15	14	0	2	279	18	82	0	120	117	141	48	0	0	48	0	6	0	0
V78	19	286	39	92	4	122	0	52	0	0	0	0	21	0	0	0	0	0	7
V79	0	28	0	11	0	13	33	43	17	22	2	26	0	0	1	0	13	0	1
V80	24	0	1	0	7	0	1	1	0	12	11	12	0	8	10	0	0	15	2
V81	7	0	30	147	77	3	17	9	6	0	0	2	42	0	19	0	0	0	0
V82	45	18	15	1	8	2	0	0	0	0	0	6	1	86	4	0	0	0	0
V83	9	0	0	33	1	7	35	11	44	6	0	15	17	0	0	0	17	0	2
V84	0	26	3	0	1	6	0	0	0	0	0	1	1	0	2	1	2	0	0
V85	4	92	2	1	14	27	44	0	17	13	0	8	0	0	0	0	0	0	2
V86	94	0	89	0	11	0	6	0	22	7	9	0	0	29	0	0	8	0	5
V87	37	216	0	0	0	76	0	147	56	3	2	6	0	0	0	0	0	0	0
V88	0	20	55	23	61	7	0	0	5	0	53	3	3	0	14	0	6	0	0
V89	10	0	48	87	39	0	0	0	0	4	8	1	0	0	2	0	11	8	0
V90	28	46	33	47	0	29	26	8	0	6	0	12	8	0	0	0	0	0	0
V91	7	17	20	6	156	12	179	8	37	60	74	49	14	0	33	0	32	0	0
V92	65	5	0	51	19	15	24	86	8	25	1	3	8	2	0	0	0	1	12
V93	35	41	0	6	68	36	5	3	15	13	21	0	13	0	5	0	0	0	9
V94	0	205	8	0	38	49	107	30	39	28	30	14	0	0	3	0	0	8	0
V95	125	126	21	1	1	76	24	17	83	20	3	31	3	0	7	0	0	0	9
V96	34	34	0	0	6	1	46	0	35	52	6	17	6	0	9	69	16	0	0
V97	55	0	16	3	1	0	79	0	5	66	0	15	12	0	3	0	33	15	0
V98	182	19	23	37	27	0	0	66	47	0	1	3	8	17	11	27	4	0	0
V99	0	0	63	0	0	0	43	0	48	118	4	17	0	0	0	0	2	0	0
V100	12	0	66	253	28	0	0	0	0	58	0	21	10	0	0	11	5	9	0
