Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	14	27	34	27	7	0	10	50	19	17	0	5	0	0	3
V2	50	0	32	183	0	0	0	0	27	0	0	50	0	0	0
V3	42	5	3	9	23	23	0	16	0	23	0	4	0	0	0
V4	63	31	4	7	40	0	24	0	14	20	0	3	0	0	0
V5	5	1	24	3	40	14	0	32	3	0	0	0	0	0	16
V6	48	2	0	76	0	0	0	7	35	0	0	18	0	0	0
V7	11	11	62	0	7	7	30	4	0	1	0	0	0	0	8
V8	13	17	7	0	38	0	58	0	6	28	1	0	9	0	0
V9	3	0	6	65	0	9	0	19	4	6	0	0	0	5	6
V10	9	0	69	7	0	0	0	8	3	0	0	14	0	0	1
V11	9	18	0	6	44	11	10	56	0	22	0	0	0	14	1
V12	307	68	1	53	0	10	0	2	12	0	0	39	0	0	0
V13	4	32	0	3	82	17	104	13	0	9	12	0	21	18	0
V14	2	50	2	13	1	48	0	40	6	81	2	0	0	0	0
V15	0	11	30	5	20	19	46	0	1	7	0	0	0	26	0
V16	80	0	27	43	0	0	10	0	17	0	0	58	0	0	0
V17	14	500	6	123	21	0	10	14	78	7	6	0	0	11	4
V18	8	63	28	47	5	6	0	2	38	0	0	0	0	0	5
V19	0	0	42	67	0	72	5	19	8	0	0	7	3	0	0
V20	79	18	1	52	0	20	0	0	15	0	0	0	0	1	1
V21	8	0	38	0	35	0	71	9	0	73	0	0	11	0	0
V22	0	42	5	58	6	0	0	0	47	0	10	4	0	0	4
V23	6	42	204	0	1	0	20	4	0	0	0	0	13	0	13
V24	15	85	0	17	0	0	7	18	17	0	0	13	0	0	0
V25	1	0	38	28	7	9	8	2	14	0	30	5	0	0	0
V26	0	16	28	66	176	0	52	0	21	9	5	8	0	4	0
V27	0	53	39	0	9	0	54	0	7	51	0	0	13	0	0
V28	47	1	5	0	0	1	18	1	0	0	0	9	0	0	13
V29	167	171	19	9	30	105	0	91	37	13	67	4	0	0	14
