NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.341	20.151	11.481	12.222	0.118	0.989	40000.0
2	43.972	18.058	10.576	11.217	0.107	0.991	40000.0
3	46.751	19.491	11.204	11.982	0.113	0.989	70000.0
4	41.439	17.008	9.934	10.505	0.104	0.992	50000.0
5	41.772	17.878	9.734	10.685	0.11	0.991	80000.0
6	41.34	17.008	9.477	9.902	0.102	0.993	50000.0
7	45.13	18.892	10.466	11.266	0.114	0.991	60000.0
8	47.053	20.188	11.366	12.532	0.124	0.987	40000.0
9	45.086	19.007	11.034	11.727	0.109	0.99	70000.0
10	41.161	17.058	9.603	9.831	0.106	0.993	60000.0
