NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.935	16.462	10.441	10.3	0.095	0.992	40000.0
2	41.717	15.69	9.75	10.008	0.092	0.992	60000.0
3	40.629	15.25	9.173	9.397	0.093	0.993	40000.0
4	39.561	14.916	9.148	9.155	0.092	0.994	40000.0
5	41.816	15.485	9.804	9.464	0.09	0.994	20000.0
6	40.634	15.245	9.424	9.629	0.091	0.991	60000.0
7	40.461	15.187	9.337	9.137	0.089	0.994	40000.0
8	40.915	15.557	9.54	10.233	0.089	0.989	50000.0
9	38.147	14.617	8.841	9.165	0.09	0.993	60000.0
10	38.84	14.604	8.967	9.101	0.093	0.993	30000.0
