NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.644	22.889	11.166	13.527	0.132	0.988	40000.0
2	44.431	22.217	10.234	12.811	0.128	0.989	60000.0
3	44.879	22.255	10.364	12.772	0.129	0.989	50000.0
4	45.26	22.735	10.803	13.724	0.129	0.986	40000.0
5	47.304	23.774	11.278	13.994	0.134	0.986	50000.0
6	46.295	23.208	10.997	13.567	0.132	0.988	50000.0
7	46.21	22.968	10.92	13.327	0.135	0.988	40000.0
8	45.53	22.561	10.576	13.34	0.13	0.987	30000.0
9	47.234	23.722	11.183	14.092	0.138	0.987	50000.0
10	44.083	22.701	10.211	13.072	0.13	0.988	40000.0
