Samples	ID83A	ID83B	ID83C	ID83D
V1	34	94	13	114
V2	75	62	0	18
V3	84	97	0	21
V4	33	0	14	1
V5	85	17	60	162
V6	147	204	1	24
V7	58	38	0	138
V8	0	0	98	24
V9	14	72	5	3
V10	13	148	2	33
V11	154	29	0	46
V12	0	68	48	1
V13	0	0	139	0
V14	0	0	95	140
V15	22	25	32	64
V16	46	8	58	87
V17	27	27	0	31
V18	21	45	42	7
V19	0	43	102	139
V20	0	133	59	29
V21	71	35	7	30
V22	139	85	0	32
V23	178	152	250	10
V24	0	0	159	21
V25	101	25	77	22
V26	0	49	530	6
V27	285	0	12	8
V28	22	506	0	199
V29	0	87	69	88
V30	37	32	116	87
V31	72	133	0	77
V32	64	8	9	37
V33	0	8	113	99
V34	208	0	30	3
V35	147	2	13	1
V36	0	0	397	109
V37	14	72	242	108
V38	0	47	0	61
V39	187	0	32	34
V40	42	0	350	60
V41	60	55	5	8
V42	22	187	16	1
V43	0	119	232	4
V44	44	3	0	147
V45	171	218	22	0
V46	24	86	59	3
V47	11	25	0	155
V48	130	11	63	42
V49	14	12	22	92
V50	45	69	0	6
V51	20	3	42	96
V52	110	58	11	8
V53	266	2	0	249
V54	72	11	13	31
V55	313	80	0	2
V56	141	25	257	108
V57	20	59	48	30
V58	0	196	149	51
V59	196	0	14	18
V60	38	7	11	153
V61	117	35	0	28
V62	75	10	0	343
V63	0	0	209	236
V64	34	200	17	59
V65	40	37	3	17
V66	15	7	13	40
V67	94	6	78	308
V68	180	76	0	11
V69	90	54	119	14
V70	0	71	0	281
V71	53	61	38	0
V72	32	28	109	49
V73	78	27	135	61
V74	24	47	13	0
V75	14	27	30	75
V76	0	273	0	41
V77	80	69	36	46
V78	127	55	6	14
V79	66	0	78	2
V80	0	67	16	3
V81	0	20	1	1
V82	194	215	58	2
V83	61	113	10	8
V84	150	6	19	158
V85	113	267	110	29
V86	197	151	16	24
V87	156	64	0	179
V88	26	11	204	1
V89	0	204	0	1
V90	35	72	0	160
V91	223	46	124	78
V92	172	155	135	16
V93	12	84	6	10
V94	26	106	0	2
V95	21	122	67	64
V96	59	33	274	66
V97	108	271	18	40
V98	275	53	46	3
V99	34	33	69	21
V100	69	10	77	10
