Samples	ID83A	ID83B	ID83C	ID83D
V1	4.40E+00	4.30E+00	3.57E+00	2.49E+00
V2	8.13E+00	6.00E+00	5.57E+00	1.27E+00
V3	5.16E+00	4.46E+00	4.13E+00	1.34E+00
V4	1.48E+00	2.60E-01	2.34E+00	2.02E+00
V5	6.40E+00	4.05E+00	8.83E+00	9.00E+00
V6	1.83E+01	1.22E+01	1.88E+01	1.07E+00
V7	1.07E+01	1.00E+01	7.88E+00	2.52E+00
V8	1.87E+00	1.52E+00	8.75E+00	9.27E+00
V9	2.43E+00	2.34E+00	1.25E+00	9.33E-01
V10	1.15E+01	1.51E+01	1.24E+01	2.13E+00
V11	3.95E+00	3.47E+00	3.22E+00	1.79E+00
V12	1.30E+00	1.77E+00	4.35E+00	4.66E+00
V13	1.69E+00	2.39E+00	1.49E+01	1.50E+01
V14	1.45E+00	8.06E-01	1.18E+01	1.12E+01
V15	3.18E+00	2.02E+00	2.17E+00	2.36E+00
V16	3.08E+00	1.75E+00	8.45E+00	6.48E+00
V17	2.82E+00	3.87E+00	3.52E+00	1.26E+00
V18	1.62E+00	2.43E+00	5.57E+00	4.48E+00
V19	0.00E+00	5.75E+00	1.65E+01	1.34E+01
V20	2.04E+00	4.00E+00	8.57E+00	7.99E+00
V21	3.01E+00	3.18E+00	5.17E+00	1.60E+00
V22	8.21E+00	1.15E+01	9.70E+00	1.45E+00
V23	1.27E+01	1.59E+01	8.07E+00	2.21E+01
V24	1.34E+00	8.67E-01	1.84E+01	1.77E+01
V25	3.03E+00	3.06E+00	6.75E+00	7.41E+00
V26	6.16E-01	1.22E+01	7.15E+01	6.17E+01
V27	2.73E+00	8.33E-01	2.00E+00	2.58E+00
V28	9.90E+00	1.04E+01	1.27E+01	5.34E+00
V29	3.31E+00	7.86E+00	1.44E+01	9.58E+00
V30	2.64E+00	2.44E+00	1.66E+01	1.40E+01
V31	1.10E+01	6.86E+00	1.21E+01	1.87E+00
V32	7.04E+00	3.87E+00	4.83E+00	2.42E+00
V33	2.39E+00	2.97E+00	1.33E+01	1.33E+01
V34	6.66E+00	5.38E+00	5.06E+00	3.43E+00
V35	1.89E+01	1.41E+01	1.41E+01	1.08E+00
V36	2.86E+00	2.74E+00	4.86E+01	4.77E+01
V37	1.75E+01	2.31E+01	2.47E+01	2.41E+01
V38	1.06E+00	2.20E+00	8.95E-01	2.47E+00
V39	2.03E+01	1.53E+01	1.40E+01	3.16E+00
V40	4.71E+00	7.22E+00	3.55E+01	3.70E+01
V41	7.49E+00	1.26E+01	1.02E+01	1.34E+00
V42	5.52E+00	4.37E+00	5.29E+00	1.74E+00
V43	1.19E+01	1.45E+01	2.08E+01	2.27E+01
V44	2.72E+00	2.24E+00	2.89E+00	2.34E+00
V45	2.21E+01	3.17E+01	3.13E+01	3.42E-01
V46	5.76E+00	7.58E+00	5.98E+00	4.65E+00
V47	2.53E+00	4.10E+00	3.26E+00	2.30E+00
V48	3.88E+00	5.11E+00	5.78E+00	6.50E+00
V49	1.48E+00	2.91E+00	2.56E+00	3.23E+00
V50	2.07E+00	2.55E+00	2.09E+00	8.69E-01
V51	2.68E+00	2.54E+00	6.40E+00	5.49E+00
V52	1.01E+01	7.63E+00	1.15E+01	1.02E+00
V53	2.86E+01	2.08E+01	2.13E+01	3.30E+00
V54	6.43E+00	3.25E+00	5.60E+00	2.34E+00
V55	2.61E+01	1.73E+01	2.01E+01	3.33E-01
V56	1.22E+01	1.12E+01	2.43E+01	2.41E+01
V57	3.03E+00	4.25E+00	4.69E+00	4.28E+00
V58	1.36E+01	1.65E+01	1.32E+01	1.33E+01
V59	3.16E+00	2.17E+00	2.61E+00	2.47E+00
V60	4.37E+00	1.60E+00	2.80E+00	3.59E+00
V61	2.73E+00	3.11E+00	2.84E+00	1.88E+00
V62	7.18E+00	4.73E+00	6.58E+00	3.78E+00
V63	2.71E+00	9.33E-01	2.48E+01	2.52E+01
V64	5.62E+00	5.75E+00	6.01E+00	3.38E+00
V65	2.88E+00	3.85E+00	2.19E+00	1.24E+00
V66	2.23E+00	1.41E+00	2.18E+00	2.71E+00
V67	4.93E+00	2.26E+00	1.28E+01	1.23E+01
V68	8.95E+00	8.09E+00	7.35E+00	6.74E-01
V69	5.92E+00	4.70E+00	1.22E+01	1.13E+01
V70	3.00E-01	4.91E+00	2.21E+00	4.46E+00
V71	6.18E+00	7.11E+00	5.09E+00	3.55E+00
V72	3.10E+00	4.04E+00	9.13E+00	9.82E+00
V73	5.97E+00	6.80E+00	6.97E+00	1.35E+01
V74	3.88E+00	5.09E+00	2.73E+00	1.19E+00
V75	2.78E+00	3.90E+00	2.24E+00	4.33E+00
V76	3.98E+00	5.99E+00	2.72E+00	2.35E+00
V77	2.66E+00	2.73E+00	3.90E+00	4.22E+00
V78	7.06E+00	8.62E+00	7.85E+00	1.22E+00
V79	2.28E+00	5.33E-01	9.95E+00	9.88E+00
V80	1.37E+00	1.54E+00	2.30E+00	2.39E+00
V81	8.00E-01	1.63E+00	9.20E-01	3.27E-01
V82	7.13E+00	1.13E+01	6.87E+00	5.93E+00
V83	7.41E+00	9.88E+00	7.85E+00	1.47E+00
V84	3.40E+00	1.84E+00	5.15E+00	4.87E+00
V85	2.57E+01	3.67E+01	2.43E+01	8.49E+00
V86	2.27E+01	2.98E+01	2.27E+01	1.53E+00
V87	3.26E+00	2.97E+00	1.29E+00	3.59E+00
V88	3.98E+00	1.71E+00	1.84E+01	1.99E+01
V89	2.42E+00	2.92E+00	2.30E+00	3.59E-01
V90	1.04E+01	1.32E+01	9.50E+00	3.93E+00
V91	1.72E+01	1.08E+01	7.90E+00	1.13E+01
V92	1.64E+01	1.40E+01	8.17E+00	1.05E+01
V93	3.64E+00	2.99E+00	1.35E+00	1.62E+00
V94	2.31E+00	1.83E+00	2.02E+00	3.06E-01
V95	1.09E+01	1.49E+01	9.23E+00	5.36E+00
V96	1.27E+01	1.16E+01	2.48E+01	2.65E+01
V97	1.95E+01	2.15E+01	1.69E+01	3.59E+00
V98	2.22E+01	1.35E+01	1.72E+01	3.54E+00
V99	5.93E+00	7.15E+00	5.63E+00	6.26E+00
V100	5.24E+00	3.54E+00	3.61E+00	6.82E+00
