MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.29E-04	3.25E-04	2.14E-03	4.61E-03	6.87E-04	3.69E-02	1.70E-02	4.33E-03
1:Del:C:1	0.00E+00	2.94E-04	1.63E-03	1.64E-03	0.00E+00	1.41E-02	3.53E-02	6.69E-03
1:Del:C:2	0.00E+00	2.32E-05	5.52E-04	3.60E-04	0.00E+00	6.67E-04	1.26E-03	9.82E-04
1:Del:C:3	1.26E-05	4.71E-04	1.06E-04	7.33E-04	4.12E-04	1.12E-03	3.00E-03	4.44E-03
1:Del:C:4	0.00E+00	2.77E-04	9.89E-05	3.69E-04	4.23E-04	1.48E-03	2.40E-03	6.71E-03
1:Del:C:5	5.67E-05	2.20E-04	6.63E-09	7.96E-05	1.33E-03	4.24E-04	1.63E-03	3.55E-03
1:Del:T:0	2.87E-04	1.01E-03	1.34E-04	4.30E-03	1.83E-03	9.47E-03	2.42E-02	1.21E-02
1:Del:T:1	0.00E+00	1.60E-04	6.01E-04	1.16E-03	3.15E-04	2.72E-03	8.19E-03	1.47E-02
1:Del:T:2	2.80E-04	2.65E-05	1.05E-03	1.01E-03	7.78E-04	3.89E-03	1.13E-02	1.84E-02
1:Del:T:3	2.57E-04	3.22E-04	4.55E-04	1.31E-03	2.05E-03	5.43E-03	2.40E-02	1.62E-02
1:Del:T:4	0.00E+00	4.01E-04	1.02E-03	0.00E+00	2.08E-03	7.95E-03	2.09E-02	1.18E-02
1:Del:T:5	6.53E-07	1.79E-08	2.71E-07	1.19E-03	1.03E-02	1.21E-07	3.83E-07	8.18E-02
1:Ins:C:0	5.74E-05	1.20E-04	2.48E-05	4.06E-04	6.78E-05	6.41E-09	1.94E-04	3.13E-05
1:Ins:C:1	6.84E-05	1.82E-10	1.53E-04	2.00E-04	1.17E-04	0.00E+00	7.17E-05	1.67E-04
1:Ins:C:2	0.00E+00	8.70E-05	1.61E-08	2.32E-04	8.20E-09	2.19E-08	9.08E-08	5.21E-04
1:Ins:C:3	5.63E-06	3.32E-05	4.10E-09	9.31E-05	1.99E-04	4.49E-08	7.33E-04	3.77E-04
1:Ins:C:4	1.01E-04	1.83E-04	5.07E-05	0.00E+00	4.86E-04	3.14E-04	2.05E-04	4.90E-04
1:Ins:C:5	3.00E-04	1.72E-03	4.75E-04	0.00E+00	1.60E-03	2.71E-04	1.62E-02	1.56E-03
1:Ins:T:0	0.00E+00	2.71E-04	3.41E-04	5.21E-04	1.02E-03	1.23E-03	1.79E-03	2.40E-03
1:Ins:T:1	1.46E-07	1.81E-04	6.85E-04	6.17E-04	2.65E-04	1.00E-03	2.19E-03	7.09E-03
