Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	0	204	5	7	0	5	0	14	9	0	0	0	0
V2	439	17	3	29	12	253	163	0	49	0	0	0	0
V3	12	60	26	34	17	3	18	21	0	31	11	0	1
V4	11	1	0	2	0	0	6	0	0	0	0	0	0
V5	56	3	3	30	0	0	0	0	0	12	8	20	0
V6	83	3	4	0	5	94	0	24	7	15	27	0	37
V7	90	2	205	0	10	0	0	35	9	0	42	0	1
V8	10	143	12	34	28	134	2	58	0	0	0	23	0
V9	238	0	0	49	113	0	53	0	0	0	38	5	0
V10	23	12	1	70	110	37	0	0	0	44	7	10	17
V11	98	8	34	0	0	0	13	0	9	0	2	0	0
V12	0	33	0	9	0	0	1	0	19	0	0	0	6
V13	70	13	120	10	0	10	0	26	7	0	0	20	0
V14	0	44	11	75	2	14	3	0	0	19	0	0	0
V15	30	8	4	1	0	44	28	5	0	0	0	12	0
V16	0	23	0	16	256	0	21	0	0	3	2	0	0
V17	0	63	8	50	3	2	1	39	0	0	0	0	6
V18	0	2	9	150	0	14	0	17	0	10	0	0	0
V19	0	0	1	1	0	1	1	0	3	0	0	0	0
V20	16	112	50	2	8	0	11	1	1	0	0	0	0
V21	6	106	0	81	35	3	42	0	5	33	0	0	0
V22	3	21	9	0	20	4	0	11	0	0	5	17	0
V23	131	18	201	0	7	0	77	0	0	0	3	20	0
V24	4	11	0	61	71	7	6	0	8	14	0	0	7
V25	83	13	23	3	2	0	34	0	0	0	0	0	0
V26	17	0	213	16	36	0	0	26	0	11	0	1	0
V27	206	0	0	27	4	0	49	0	0	4	25	0	0
V28	0	10	2	8	13	15	19	0	4	5	3	0	16
V29	0	34	0	15	65	0	3	4	11	14	0	10	1
V30	15	2	5	61	22	0	0	0	0	0	0	0	18
V31	0	102	0	1	78	0	5	0	0	0	0	15	0
V32	298	8	0	0	0	0	50	0	0	0	0	0	0
V33	25	8	4	12	15	4	0	0	3	23	0	0	0
V34	6	34	0	64	0	20	2	0	0	0	0	4	12
V35	0	1	0	0	20	31	0	0	0	8	2	0	4
V36	0	76	7	110	5	0	11	0	0	10	0	0	0
V37	66	61	26	0	13	1	25	40	2	0	0	20	0
V38	220	4	0	0	11	13	6	9	4	0	9	0	2
V39	7	79	68	0	10	12	12	0	0	25	0	0	0
V40	0	56	0	0	33	0	3	0	0	0	0	0	0
V41	15	0	71	0	103	0	42	28	0	0	0	0	0
V42	142	33	0	0	38	27	51	0	0	0	8	0	0
V43	10	24	7	1	1	23	24	4	3	0	0	0	0
V44	20	1	25	96	0	0	0	0	0	49	0	0	13
V45	40	34	0	34	9	0	5	0	0	0	11	9	0
V46	103	4	95	0	4	9	10	11	0	0	39	0	0
V47	234	25	7	2	7	0	28	0	0	0	24	25	0
V48	247	1	7	0	107	0	193	0	0	0	17	0	0
V49	74	192	0	39	1	131	34	10	76	25	0	0	0
V50	75	54	35	0	21	0	12	8	0	0	16	0	0
V51	13	20	10	14	12	0	12	0	1	35	0	16	43
V52	0	14	52	12	19	31	0	38	0	0	0	15	15
V53	29	22	130	3	0	1	30	10	0	0	0	0	0
V54	177	167	11	0	1	0	95	5	14	0	33	14	0
V55	16	41	23	9	0	6	0	0	10	7	2	0	8
V56	16	1	0	18	14	50	16	0	44	0	0	2	0
V57	0	20	5	0	70	41	3	8	0	22	17	0	0
V58	129	278	80	0	2	4	32	3	0	0	9	12	0
V59	21	140	36	0	89	0	41	0	0	0	10	19	0
V60	15	5	0	7	9	30	16	0	0	13	0	0	0
V61	0	88	0	295	4	0	2	21	0	47	13	0	0
V62	0	11	4	8	18	35	0	11	0	7	0	0	5
V63	3	27	78	117	64	96	9	5	47	80	0	0	4
V64	49	5	141	0	15	5	51	0	0	0	29	0	14
V65	79	1	3	5	18	18	16	3	0	2	4	0	0
V66	37	8	1	4	16	13	0	0	0	0	0	0	7
V67	0	48	11	121	23	91	0	5	29	72	7	9	0
V68	19	43	8	0	0	3	34	3	9	0	0	0	0
V69	75	10	0	0	53	8	0	0	0	0	22	7	0
V70	53	91	47	4	36	0	21	20	0	0	8	0	0
V71	15	4	76	7	36	32	5	26	40	3	0	0	0
V72	0	2	12	1	1	5	0	0	16	6	0	0	0
V73	168	1	2	7	148	0	45	0	0	0	0	0	0
V74	14	0	3	2	4	10	0	6	20	8	11	0	0
V75	97	1	15	22	3	11	25	0	49	0	0	0	0
V76	33	111	6	0	46	11	21	54	14	0	0	0	0
V77	34	11	2	0	119	0	32	5	0	0	3	10	0
V78	49	0	12	0	6	15	14	29	15	10	0	3	0
V79	86	4	1	4	1	6	10	0	9	0	3	0	6
V80	52	15	55	148	0	0	0	29	7	0	0	0	45
V81	18	93	0	2	21	55	2	0	10	19	0	21	14
V82	224	71	29	0	5	0	122	0	39	0	0	7	0
V83	3	10	0	0	25	0	5	0	0	0	0	0	0
V84	0	37	81	0	12	40	0	3	27	6	0	0	0
V85	0	1	16	3	0	21	2	0	0	14	0	4	0
V86	75	10	23	0	8	49	0	0	73	8	16	0	0
V87	18	0	0	81	13	64	0	0	41	2	9	11	2
V88	0	276	196	0	22	0	0	76	1	0	0	0	0
V89	6	121	22	0	5	0	8	42	0	0	0	0	0
V90	0	5	7	68	41	116	0	0	111	0	0	0	0
V91	96	58	51	59	46	0	64	32	0	0	0	0	0
V92	24	54	84	33	1	70	37	6	42	0	0	0	32
V93	0	74	70	177	15	203	6	48	33	47	2	0	0
V94	22	105	0	21	11	0	5	0	3	3	0	10	0
V95	2	0	131	0	4	58	0	76	62	0	0	0	48
V96	0	4	6	316	107	0	6	9	0	47	2	29	0
V97	3	80	101	0	1	20	17	67	0	0	0	0	0
V98	9	33	22	57	3	1	8	11	0	1	1	0	0
V99	6	17	123	46	2	0	19	23	33	12	0	0	0
V100	60	0	0	3	0	43	1	0	0	0	20	0	0
