NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.388	20.7	14.37	13.078	0.116	0.988	50000.0
2	54.736	19.039	13.026	11.892	0.109	0.99	30000.0
3	55.876	19.512	12.655	11.616	0.11	0.991	80000.0
4	57.179	20.015	13.348	12.354	0.115	0.989	50000.0
5	54.288	19.156	12.268	11.482	0.114	0.991	50000.0
6	56.869	19.774	13.46	12.257	0.117	0.989	60000.0
7	53.129	18.6	12.154	11.412	0.114	0.99	80000.0
8	55.581	19.372	12.629	11.35	0.112	0.992	30000.0
9	56.004	19.564	12.503	11.228	0.116	0.992	50000.0
10	55.611	19.187	12.557	11.383	0.109	0.992	40000.0
