NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	35.254	13.805	8.617	9.049	0.076	0.994	100000.0
2	47.051	18.386	12.304	12.418	0.082	0.99	30000.0
3	41.625	16.567	10.544	11.28	0.079	0.99	100000.0
4	39.299	15.483	9.532	9.788	0.075	0.994	40000.0
5	35.978	14.28	8.768	9.54	0.078	0.994	50000.0
6	44.605	17.741	11.107	11.523	0.081	0.991	60000.0
7	38.907	15.223	9.263	9.694	0.078	0.994	50000.0
8	38.193	15.099	9.284	9.971	0.083	0.992	100000.0
9	40.029	15.853	9.746	10.223	0.078	0.993	50000.0
10	39.05	15.354	9.692	10.215	0.075	0.992	60000.0
