MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.59E-03	3.53E-03	9.06E-04
1:Del:C:1	1.11E-03	1.28E-03	5.51E-04
1:Del:C:2	5.00E-04	2.40E-04	1.55E-04
1:Del:C:3	1.91E-03	2.50E-04	3.81E-04
1:Del:C:4	3.41E-04	3.87E-04	1.67E-04
1:Del:C:5	2.36E-04	2.45E-04	2.14E-04
1:Del:T:0	1.62E-03	2.37E-03	6.27E-04
1:Del:T:1	4.48E-04	5.42E-04	4.10E-04
1:Del:T:2	5.42E-04	6.80E-04	5.88E-04
1:Del:T:3	5.07E-04	9.41E-04	8.68E-04
1:Del:T:4	1.02E-03	9.19E-04	5.53E-04
1:Del:T:5	7.11E-03	2.04E-03	1.79E-03
1:Ins:C:0	9.59E-05	1.24E-04	8.48E-05
1:Ins:C:1	8.81E-05	1.12E-04	4.31E-09
1:Ins:C:2	4.90E-05	4.41E-05	1.08E-04
1:Ins:C:3	8.90E-06	1.06E-04	9.62E-08
1:Ins:C:4	1.09E-04	2.25E-04	1.13E-04
1:Ins:C:5	2.21E-04	5.77E-04	2.36E-04
1:Ins:T:0	3.11E-04	4.20E-04	1.71E-04
1:Ins:T:1	9.66E-04	1.93E-04	2.28E-04
1:Ins:T:2	9.84E-05	1.37E-04	1.40E-04
1:Ins:T:3	8.59E-05	1.16E-04	9.93E-05
1:Ins:T:4	1.91E-04	7.47E-04	2.85E-04
1:Ins:T:5	1.01E-07	3.30E-02	2.78E-04
2:Del:R:0	4.61E-04	3.66E-04	5.34E-05
2:Del:R:1	3.54E-04	2.97E-04	0.00E+00
2:Del:R:2	7.12E-05	1.11E-04	4.32E-10
2:Del:R:3	2.67E-05	8.25E-05	6.39E-05
2:Del:R:4	5.32E-05	2.80E-05	2.68E-08
2:Del:R:5	5.54E-04	5.80E-05	4.73E-05
3:Del:R:0	4.59E-04	3.41E-04	6.44E-04
3:Del:R:1	1.43E-07	4.79E-08	5.52E-03
3:Del:R:2	1.06E-04	8.60E-05	6.87E-05
3:Del:R:3	2.79E-05	6.55E-05	5.87E-05
3:Del:R:4	6.22E-05	5.63E-05	3.31E-07
3:Del:R:5	1.83E-02	2.21E-08	3.47E-03
4:Del:R:0	1.49E-04	2.43E-04	3.41E-09
4:Del:R:1	2.23E-04	2.16E-04	8.36E-05
4:Del:R:2	4.76E-04	2.16E-05	7.78E-06
4:Del:R:3	6.08E-08	2.83E-05	3.08E-08
4:Del:R:4	4.96E-09	9.43E-09	2.73E-09
4:Del:R:5	2.77E-05	2.38E-08	2.31E-08
5:Del:R:0	7.60E-03	7.64E-03	9.00E-04
5:Del:R:1	1.43E-04	8.50E-05	1.63E-04
5:Del:R:2	4.94E-05	1.22E-04	1.32E-08
5:Del:R:3	4.96E-09	9.43E-09	2.73E-09
5:Del:R:4	4.95E-08	2.69E-07	3.03E-05
5:Del:R:5	4.96E-09	9.43E-09	2.73E-09
2:Ins:R:0	1.38E-04	1.64E-04	5.65E-05
2:Ins:R:1	8.91E-05	1.07E-04	6.22E-09
2:Ins:R:2	1.25E-04	2.98E-06	9.16E-05
2:Ins:R:3	3.46E-05	9.95E-05	1.81E-05
2:Ins:R:4	1.13E-04	3.80E-04	1.34E-04
2:Ins:R:5	2.85E-04	7.82E-04	2.59E-04
3:Ins:R:0	1.60E-04	8.86E-06	6.19E-04
3:Ins:R:1	9.33E-05	1.32E-04	8.33E-05
3:Ins:R:2	5.34E-08	2.44E-05	4.04E-08
3:Ins:R:3	4.96E-09	9.43E-09	2.73E-09
3:Ins:R:4	2.39E-05	3.63E-05	1.30E-05
3:Ins:R:5	9.28E-06	1.05E-04	4.17E-05
4:Ins:R:0	4.75E-05	7.19E-05	3.51E-08
4:Ins:R:1	9.17E-05	6.97E-05	1.63E-04
4:Ins:R:2	4.96E-09	9.43E-09	2.73E-09
4:Ins:R:3	4.96E-09	9.43E-09	2.73E-09
4:Ins:R:4	1.50E-05	4.29E-05	2.73E-08
4:Ins:R:5	1.45E-04	1.24E-04	0.00E+00
5:Ins:R:0	9.06E-05	9.88E-05	2.76E-04
5:Ins:R:1	2.33E-04	2.56E-04	1.21E-04
5:Ins:R:2	5.93E-08	3.46E-08	4.82E-05
5:Ins:R:3	3.55E-08	3.41E-08	5.12E-05
5:Ins:R:4	6.45E-05	1.10E-04	6.96E-04
5:Ins:R:5	4.96E-09	9.43E-09	2.73E-09
2:Del:M:1	2.39E-04	2.06E-04	1.51E-04
3:Del:M:1	3.18E-04	3.75E-04	2.00E-04
3:Del:M:2	3.58E-04	2.68E-04	0.00E+00
4:Del:M:1	2.47E-04	2.89E-04	5.67E-05
4:Del:M:2	1.64E-04	1.77E-04	9.59E-05
4:Del:M:3	1.50E-04	1.24E-04	0.00E+00
5:Del:M:1	9.33E-03	9.60E-03	7.90E-04
5:Del:M:2	3.89E-03	4.14E-03	4.80E-04
5:Del:M:3	1.50E-03	1.47E-03	3.54E-04
5:Del:M:4	5.79E-04	6.36E-04	2.68E-04
5:Del:M:5	2.46E-04	4.54E-04	1.92E-04
