MutationType	ID83A	ID83B	ID83C
1:Del:C:0	0.07665349692106246	0.03461471321061253	0.01461191000416875
1:Del:C:1	0.020655548479408026	0.01700805118307471	0.0030204638838768005
1:Del:C:2	0.011574282124638558	0.0019843845395371316	0.0003475633217021823
1:Del:C:3	0.04801807068288326	0.002350983303040266	0.0014708636444993317
1:Del:C:4	0.0035896730376407506	0.0022545360203366726	0.0009671546285971999
1:Del:C:5	0.0027528535458259283	0.003622948657721281	0.0017348268534988164
1:Del:T:0	0.026284778490662575	0.019331637490540742	0.005735392356291414
1:Del:T:1	0.010212084744125605	0.00653679899405688	0.002210919780191034
1:Del:T:2	0.020717113465070724	0.009778583189472556	0.0059463453711941835
1:Del:T:3	0.029150087758898734	0.016102233529090883	0.0070471461862325665
1:Del:T:4	0.032123996317386626	0.014107551053166389	0.008909790124744178
1:Del:T:5	0.1999721959233284	0.028219611197710038	0.03546825498342514
1:Ins:C:0	0.00017053782603255742	0.0007615080467076041	0.00017772865668383986
1:Ins:C:1	0.0005431332094303798	0.00030602595143278675	8.302305332108518e-09
1:Ins:C:2	0.00011493786694956043	0.0001238380547256668	0.0003336305341282042
1:Ins:C:3	8.991423311321967e-06	0.0009182038513245061	1.2659546015925117e-07
1:Ins:C:4	0.0008191244734916836	0.0014227878535166382	0.00046355390913959126
1:Ins:C:5	0.0010658661710294837	0.015097105130553245	0.0008672237847349607
1:Ins:T:0	0.0026609146618284283	0.00415072338655591	0.0005472622581692121
1:Ins:T:1	0.020984632708132268	0.0008124192019984377	0.0006223960925126448
1:Ins:T:2	0.0010099034203449263	0.00038800606851605577	0.0004419911514247588
1:Ins:T:3	0.00028810386087059215	0.002756932144984603	0.0002534617706686504
1:Ins:T:4	0.0005853624817973469	0.012634434644132853	0.0015314032469177618
1:Ins:T:5	3.105220187649138e-07	0.5729888021945954	0.00045655842351850496
2:Del:R:0	0.004145205742679537	0.0033611592836678026	5.7834095787256953e-05
2:Del:R:1	0.002363194306963123	0.0032164389383979143	0.0
2:Del:R:2	0.0003301650445820314	0.001518371421843767	4.322981972393336e-10
2:Del:R:3	3.815831270523873e-05	0.0005968685465632007	0.00022738427647421843
2:Del:R:4	0.00014385941964505377	5.447827497775393e-05	3.8667043789075706e-08
2:Del:R:5	0.006046428391709924	9.490542732635277e-05	5.791943703510327e-05
3:Del:R:0	0.002092166809597984	0.0032228174153715373	0.015247106924653054
3:Del:R:1	9.976496528452117e-07	2.752032798980508e-07	0.7733095526695252
3:Del:R:2	0.0005195089541302877	0.0005007551051676273	0.00010300315334461629
3:Del:R:3	5.227236373119837e-05	0.0002879201048926916	0.00011332798558321145
3:Del:R:4	0.0002468125421060563	0.00012595072669547848	3.5023114213217356e-07
3:Del:R:5	0.36579121351242067	5.5166321999422505e-08	0.006748250367047603
4:Del:R:0	0.0002923310600813522	0.0021442269993713126	5.109132672487249e-09
4:Del:R:1	0.0013443652773275972	0.00179916747729294	0.00017578625047462993
4:Del:R:2	0.009360722731798887	3.2289526202333715e-05	8.05161118879738e-06
4:Del:R:3	2.643786976008755e-07	5.9747293585132864e-05	2.0034613328334673e-07
4:Del:R:4	4.053388153124615e-07	3.2713478219648097e-07	2.747676973058333e-07
4:Del:R:5	0.00013716774996055391	9.351707852545132e-08	5.383522161395149e-08
