NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.034	20.291	12.061	12.982	0.109	0.988	40000.0
2	46.21	19.385	10.809	12.008	0.111	0.99	40000.0
3	51.077	21.249	12.492	13.543	0.117	0.987	40000.0
4	49.796	21.394	11.585	13.072	0.12	0.988	50000.0
5	51.932	21.915	13.156	14.386	0.116	0.986	40000.0
6	51.232	21.389	12.257	13.494	0.117	0.987	90000.0
7	48.116	20.345	11.685	13.053	0.116	0.988	70000.0
8	46.8	19.068	10.964	11.74	0.107	0.99	60000.0
9	47.446	19.811	11.155	12.187	0.11	0.99	60000.0
10	49.869	20.935	12.574	13.952	0.119	0.986	30000.0
