NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.85	21.414	14.68	14.546	0.116	0.985	30000.0
2	55.477	21.591	14.568	14.624	0.12	0.985	40000.0
3	55.891	21.769	14.506	14.608	0.12	0.985	60000.0
4	57.634	22.536	16.413	16.204	0.118	0.981	30000.0
5	59.591	22.839	16.98	16.372	0.121	0.98	70000.0
6	54.04	21.002	13.949	13.83	0.12	0.987	50000.0
7	53.446	21.019	13.851	13.831	0.118	0.987	30000.0
8	57.381	22.1	16.52	16.004	0.118	0.981	40000.0
9	54.983	21.045	13.801	13.747	0.126	0.986	100000.0
10	55.965	22.067	15.972	16.096	0.121	0.98	60000.0
