Sample Names	MutationType	ID1	ID2	ID5	ID8	ID9	ID83A	ID83C	ID83G
V1	2:Del:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Del:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Ins:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Ins:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Ins:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Ins:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Ins:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Ins:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Ins:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Ins:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Ins:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Ins:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Ins:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Ins:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Ins:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Ins:R:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Ins:R:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Ins:R:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Ins:R:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Ins:R:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Ins:R:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	2:Del:M:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:M:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	3:Del:M:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:M:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:M:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	4:Del:M:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:M:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:M:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:M:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:M:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V1	5:Del:M:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V2	1:Del:C:0	0.00014794637339335588	0.02231893585640233	0.0	0.0	0.960758624467587	0.016774493302617304	0.0	0.0
V2	1:Del:C:1	0.0024882765722911383	0.00035545751223709025	0.0	0.0	0.9971535413330629	2.7245824088679414e-06	0.0	0.0
V2	1:Del:C:2	3.8351101946831634e-16	0.0018016907410067428	0.0	0.0	0.9664281300517585	0.03177017920723435	0.0	0.0
V2	1:Del:C:3	0.03576371260639416	0.23173100520169568	0.0	0.0	0.6175326991674333	0.11497258302447681	0.0	0.0
V2	1:Del:C:4	0.012020684137744675	0.32835798115314596	0.0	0.0	0.6596213347091094	0.0	0.0	0.0
V2	1:Del:C:5	0.04088080299524667	0.8864538290770494	0.0	0.0	0.0016846683035979062	0.07098069962410601	0.0	0.0
V2	1:Del:T:0	0.003561691794587328	0.1073441098138784	0.0	0.0	0.8847893445065668	0.004304853884967557	0.0	0.0
V2	1:Del:T:1	1.2933903784259127e-17	7.717359508734675e-17	0.0	0.0	0.5365432150877333	0.46345678491226655	0.0	0.0
V2	1:Del:T:2	0.0029156559464730667	0.10953979528908617	0.0	0.0	0.8287294290480647	0.0588151197163761	0.0	0.0
V2	1:Del:T:3	0.005014956182382481	0.22099903849931865	0.0	0.0	0.7668759782169916	0.007110027101307261	0.0	0.0
V2	1:Del:T:4	0.008050031151198164	0.4419477554201395	0.0	0.0	0.5490205738684348	0.000981639560227527	0.0	0.0
V2	1:Del:T:5	8.119955409325729e-19	0.999290808963946	0.0	0.0	0.0007071201839242963	2.0708521297824207e-06	0.0	0.0
V2	1:Ins:C:0	2.6738255982204433e-12	1.5954095336813824e-11	0.0	0.0	1.3547652298415425e-11	0.9999999999678244	0.0	0.0
V2	1:Ins:C:1	8.72584712240924e-16	0.2992438321468399	0.0	0.0	0.0015772430010082927	0.6991789248521509	0.0	0.0
V2	1:Ins:C:2	2.702438896385764e-15	0.10695453034034291	0.0	0.0	0.8924835480292251	0.0005619216304291727	0.0	0.0
V2	1:Ins:C:3	0.28234792998759284	0.7176461979936093	0.0	0.0	5.5973232817350635e-15	5.872018792357705e-06	0.0	0.0
V2	1:Ins:C:4	0.1038635392138864	0.8469067394906212	0.0	0.0	0.00038950463229368577	0.048840216663198766	0.0	0.0
V2	1:Ins:C:5	0.34902454417575557	0.6476934390952821	0.0	0.0	0.0032820167289623046	0.0	0.0	0.0
V2	1:Ins:T:0	0.047548458632080653	0.1383004776340089	0.0	0.0	0.8141510637339104	0.0	0.0	0.0
V2	1:Ins:T:1	0.001055093613372765	5.170744135015411e-16	0.0	0.0	0.8428797131174022	0.15606519326922452	0.0	0.0
V2	1:Ins:T:2	0.008928319564287081	0.14976583083087555	0.0	0.0	0.3321741007318976	0.5091317488729398	0.0	0.0
V2	1:Ins:T:3	0.2852355261900698	0.3639596110322265	0.0	0.0	0.33359926527575295	0.017205597501950737	0.0	0.0
V2	1:Ins:T:4	0.4054359912584096	0.42462953388187996	0.0	0.0	0.11967930362694547	0.050255171232764975	0.0	0.0
V2	1:Ins:T:5	0.9636945874540933	0.016942604626145115	0.0	0.0	0.019356705321146816	6.10259861483694e-06	0.0	0.0
V2	2:Del:R:0	0.016019385976521805	0.01912495370155981	0.0	0.0	0.9536666750358875	0.011188985286030916	0.0	0.0
V2	2:Del:R:1	0.04209711616005083	0.6157523937364925	0.0	0.0	0.3421504901034567	0.0	0.0	0.0
V2	2:Del:R:2	0.035256938831941816	0.6896928114406372	0.0	0.0	0.2750502497274209	0.0	0.0	0.0
V2	2:Del:R:3	0.09210494079786948	0.7975909714452174	0.0	0.0	0.06416825517856818	0.04613583257834479	0.0	0.0
V2	2:Del:R:4	0.009429764751493642	0.7615761251661438	0.0	0.0	2.8964575942728913e-15	0.2289941100823597	0.0	0.0
V2	2:Del:R:5	7.884930002884775e-12	5.5623297754489274e-11	0.0	0.0	3.9951106065976e-11	0.9999999998965406	0.0	0.0
V2	3:Del:R:0	0.01264556882255392	0.006172424158769339	0.0	0.0	0.8750121814524696	0.10616982556620713	0.0	0.0
V2	3:Del:R:1	0.09117017952339934	0.4551388871490745	0.0	0.0	0.24262975217540142	0.21106118115212483	0.0	0.0
V2	3:Del:R:2	0.047570415338410915	0.7079118329212442	0.0	0.0	0.24451775174034496	0.0	0.0	0.0
V2	3:Del:R:3	0.1117875226035223	0.6061074213263118	0.0	0.0	0.28199840058241593	0.00010665548775013938	0.0	0.0
V2	3:Del:R:4	2.286124688126277e-12	1.3709841407645497e-11	0.0	0.0	1.158326197721021e-11	0.9999999999724207	0.0	0.0
V2	3:Del:R:5	7.2002050549629646e-12	4.29619485907911e-11	0.0	0.0	3.6481764041324435e-11	0.999999999913356	0.0	0.0
V2	4:Del:R:0	0.010220198192391353	0.006201825382544401	0.0	0.0	0.45530618013246255	0.5282717962926016	0.0	0.0
V2	4:Del:R:1	0.03393336713843893	0.39864263116134147	0.0	0.0	0.5366794799589099	0.030744521741309785	0.0	0.0
V2	4:Del:R:2	0.0005640545471862542	0.4743751130803629	0.0	0.0	0.485064977065898	0.039995855306552856	0.0	0.0
V2	4:Del:R:3	2.9665382098711137e-14	0.3257814620205891	0.0	0.0	0.66124226321538	0.012976274764001141	0.0	0.0
V2	4:Del:R:4	2.286124688126435e-12	1.36407741965248e-11	0.0	0.0	1.1583261977211009e-11	0.9999999999724898	0.0	0.0
V2	4:Del:R:5	0.025667171643490572	0.9343783022529033	0.0	0.0	0.037719196529378704	0.0022353295742272893	0.0	0.0
V2	5:Del:R:0	0.0032166435051638044	0.07415615266395598	0.0	0.0	0.9219867975438383	0.0006404062870419307	0.0	0.0
V2	5:Del:R:1	0.011510884065609768	0.8987443473736043	0.0	0.0	0.0897447685607859	0.0	0.0	0.0
V2	5:Del:R:2	0.04304464031998486	0.6771129216573141	0.0	0.0	0.2798230021204765	1.9435902224587747e-05	0.0	0.0
V2	5:Del:R:3	0.022769030597282098	0.9526309412673973	0.0	0.0	0.02285576976146222	0.0017442583738582873	0.0	0.0
V2	5:Del:R:4	0.006902937036043904	0.9399980176091941	0.0	0.0	0.0498853729534041	0.0032136724013578626	0.0	0.0
V2	5:Del:R:5	0.1352414826129074	0.4580062989446704	0.0	0.0	0.40049626272812733	0.006255955714294819	0.0	0.0
V2	2:Ins:R:0	0.07097401649722725	0.29292078690284395	0.0	0.0	0.6361051965999288	0.0	0.0	0.0
V2	2:Ins:R:1	0.001000396193092702	0.17244456332267058	0.0	0.0	0.8265450067065504	1.0033777686375626e-05	0.0	0.0
V2	2:Ins:R:2	0.026680581982682826	0.6239863298470912	0.0	0.0	0.2843376285962874	0.06499545957393855	0.0	0.0
V2	2:Ins:R:3	0.12511015563910766	0.4638413746260545	0.0	0.0	0.26518982260667323	0.14585864712816463	0.0	0.0
V2	2:Ins:R:4	0.2258564883732802	0.7665610772176665	0.0	0.0	0.007378655727055397	0.0002037786819979891	0.0	0.0
V2	2:Ins:R:5	0.20957693792192653	0.7883530478401565	0.0	0.0	1.9395737292549203e-16	0.0020700142379167226	0.0	0.0
V2	3:Ins:R:0	0.00028373205568603215	0.2679691637034748	0.0	0.0	0.7317471042408392	0.0	0.0	0.0
V2	3:Ins:R:1	0.0270606482460896	0.6518535587735181	0.0	0.0	0.27118558320203856	0.049900209778353626	0.0	0.0
V2	3:Ins:R:2	0.030153187112711612	0.7181894311454526	0.0	0.0	0.25066741019326083	0.0009899715485749288	0.0	0.0
V2	3:Ins:R:3	0.8422515433418226	0.07629181596178522	0.0	0.0	0.0811320517029369	0.00032458899345524884	0.0	0.0
V2	3:Ins:R:4	0.10479626436142833	0.8358179898931984	0.0	0.0	0.058834438180864874	0.00055130756450836	0.0	0.0
V2	3:Ins:R:5	0.11483012137068342	0.8573925564379277	0.0	0.0	1.5422616597696566e-15	0.027777322191387305	0.0	0.0
V2	4:Ins:R:0	2.8101353585298015e-17	0.0007131461332824874	0.0	0.0	0.004326417328296615	0.9949604365384209	0.0	0.0
V2	4:Ins:R:1	0.00014827642036816462	0.0011988785241491256	0.0	0.0	0.00044186295982341265	0.9982109820956593	0.0	0.0
V2	4:Ins:R:2	0.2811270113482511	0.22713573102309026	0.0	0.0	0.48942164730614734	0.0023156103225112725	0.0	0.0
V2	4:Ins:R:3	0.17573030748727778	0.7482849116837383	0.0	0.0	0.07434383406557574	0.0016409467634080988	0.0	0.0
V2	4:Ins:R:4	0.2040151343663396	0.7958366460497729	0.0	0.0	1.070391273805621e-14	0.0001482195838768458	0.0	0.0
V2	4:Ins:R:5	0.00772775610653261	0.08464417353445487	0.0	0.0	5.215533073138195e-05	0.9075759150282813	0.0	0.0
V2	5:Ins:R:0	3.5560707153335936e-15	2.1218246715359056e-14	0.0	0.0	0.5523432996831321	0.4476567003168431	0.0	0.0
V2	5:Ins:R:1	0.15937741711763093	0.07490968096806369	0.0	0.0	0.42931926597061254	0.33639363594369276	0.0	0.0
V2	5:Ins:R:2	0.11336075862587129	0.012299966158117275	0.0	0.0	0.14183079855798306	0.7325084766580283	0.0	0.0
V2	5:Ins:R:3	0.23926977491292772	0.49299744416591884	0.0	0.0	0.25090895510446415	0.016823825816689356	0.0	0.0
V2	5:Ins:R:4	0.6090263758016945	0.02500156011635085	0.0	0.0	0.3640924870897419	0.0018795769922127761	0.0	0.0
V2	5:Ins:R:5	0.05171519195580223	0.2495024755352177	0.0	0.0	0.013231103611436994	0.685551228897543	0.0	0.0
V2	2:Del:M:1	0.06548588722187627	0.04798839536765713	0.0	0.0	0.6611385719730184	0.2253871454374482	0.0	0.0
V2	3:Del:M:1	0.005131892774200597	0.00017106309247335325	0.0	0.0	0.5849428382446716	0.4097542058886545	0.0	0.0
V2	3:Del:M:2	0.07051004729561475	0.7014970379397221	0.0	0.0	0.22799291476466313	0.0	0.0	0.0
V2	4:Del:M:1	0.01233295068910301	0.10817454749711146	0.0	0.0	0.8794858342431966	6.667570589070193e-06	0.0	0.0
V2	4:Del:M:2	0.010449476230450356	0.19774771290540877	0.0	0.0	0.7342329404323154	0.05756987043182554	0.0	0.0
V2	4:Del:M:3	0.013833964014831172	0.29856012689223554	0.0	0.0	0.678994559161782	0.008611349931151261	0.0	0.0
V2	5:Del:M:1	0.0002521832257886112	0.9657180474174498	0.0	0.0	0.03391493529171837	0.00011483406504335211	0.0	0.0
V2	5:Del:M:2	1.862242971442482e-08	0.04605060833667053	0.0	0.0	0.05366323851651899	0.9002861345243808	0.0	0.0
V2	5:Del:M:3	4.705343808589583e-10	0.05725171543927669	0.0	0.0	0.35740654613581135	0.5853417379543776	0.0	0.0
V2	5:Del:M:4	0.008232519728577324	0.4910252443574982	0.0	0.0	0.29487587136301635	0.20586636455090807	0.0	0.0
V2	5:Del:M:5	0.04829079457343583	0.85939682340217	0.0	0.0	1.2176596500326143e-15	0.09231238202439307	0.0	0.0
V3	1:Del:C:0	0.0	0.0	0.0	0.0416231169749415	0.4725541153313335	0.0024112927723031886	0.4834114749214217	0.0
V3	1:Del:C:1	0.0	0.0	0.0	0.1504602808396956	0.8492648329543164	6.781789866107218e-07	0.0002742080270014121	0.0
V3	1:Del:C:2	0.0	0.0	0.0	0.47593429725906666	0.5190656705757216	0.004986957703220298	1.3074461991399318e-05	0.0
V3	1:Del:C:3	0.0	0.0	0.0	0.23676056108892382	0.6285528584606727	0.034201047770357006	0.10048553268004667	0.0
V3	1:Del:C:4	0.0	0.0	0.0	0.001380394444607765	0.01825524710499836	0.0	0.9803643584503938	0.0
V3	1:Del:C:5	0.0	0.0	0.0	0.22305757004601964	0.014448005616601034	0.17790864356278197	0.5845857807745974	0.0
V3	1:Del:T:0	0.0	0.0	0.0	0.1922355387492692	0.7965478076450168	0.0011326445874086403	0.010084009018305494	0.0
V3	1:Del:T:1	0.0	0.0	0.0	0.11835172832934329	0.6770912404934458	0.17092870741133875	0.03362832376587214	0.0
V3	1:Del:T:2	0.0	0.0	0.0	0.06915249614285972	0.8914246932557308	0.018489457134213808	0.02093335346719573	0.0
V3	1:Del:T:3	0.0	0.0	0.0	0.060229148301199235	0.937231108763246	0.002539546055422623	1.9688013217771493e-07	0.0
V3	1:Del:T:4	0.0	0.0	0.0	0.009821221353969914	0.9827327519352212	0.0005135256475078325	0.00693250106330093	0.0
V3	1:Del:T:5	0.0	0.0	0.0	0.8939426596749347	0.10566005157785295	9.043362700229696e-05	0.00030685512021004626	0.0
V3	1:Ins:C:0	0.0	0.0	0.0	0.9998583537248408	2.6417328425575402e-15	5.6988618542329264e-05	8.465765661422682e-05	0.0
V3	1:Ins:C:1	0.0	0.0	0.0	0.864439101753727	0.0010383460195680068	0.13452255222670495	0.0	0.0
V3	1:Ins:C:2	0.0	0.0	0.0	0.7623008004069252	0.23764667546925547	4.3729101088532084e-05	8.795022730930229e-06	0.0
V3	1:Ins:C:3	0.0	0.0	0.0	0.9991176597484794	6.262277151464952e-14	1.9200060894444353e-05	0.0008631401905634265	0.0
V3	1:Ins:C:4	0.0	0.0	0.0	0.171655538449516	0.0009032268573376173	0.03309977743256151	0.7943414572605849	0.0
V3	1:Ins:C:5	0.0	0.0	0.0	0.34580542173602435	0.07028944559658286	0.0	0.5839051326673929	0.0
V3	1:Ins:T:0	0.0	0.0	0.0	0.19341543106268308	0.730655225249714	0.0	0.07592934368760292	0.0
V3	1:Ins:T:1	0.0	0.0	0.0	0.24780222958664963	0.7135826451871622	0.0386142859571599	8.392690282365226e-07	0.0
V3	1:Ins:T:2	0.0	0.0	0.0	0.2338558827899381	0.5111452880001474	0.2289665548140924	0.026032274395821963	0.0
V3	1:Ins:T:3	0.0	0.0	0.0	0.3157804228806518	0.6276756916601929	0.009461135431710836	0.0470827500274445	0.0
V3	1:Ins:T:4	0.0	0.0	0.0	0.21598177304793473	0.5619260800809752	0.06896109811474624	0.15313104875634392	0.0
V3	1:Ins:T:5	0.0	0.0	0.0	0.7211804526803072	0.27875504771871396	2.568439757020775e-05	3.881520340854262e-05	0.0
V3	2:Del:R:0	0.0	0.0	0.0	0.30593732587987965	0.6205083108926068	0.0021276734503274117	0.07142668977718632	0.0
V3	2:Del:R:1	0.0	0.0	0.0	0.6807387527732652	0.2851857226124311	0.0	0.034075524614303784	0.0
V3	2:Del:R:2	0.0	0.0	0.0	0.24882381806105033	0.7511544216491288	0.0	2.1760289820780634e-05	0.0
V3	2:Del:R:3	0.0	0.0	0.0	0.039520718168792476	0.1888025748237165	0.03967247732780198	0.732004229679689	0.0
V3	2:Del:R:4	0.0	0.0	0.0	0.5493997722252225	1.464286817155577e-14	0.3383347187109321	0.11226550906383083	0.0
V3	2:Del:R:5	0.0	0.0	0.0	0.9998336752074307	8.765417501674474e-15	6.41220022407324e-05	0.00010220279031975061	0.0
V3	3:Del:R:0	0.0	0.0	0.0	0.6443491633340864	0.22675593873789593	0.008040979421272153	0.12085391850674528	0.0
V3	3:Del:R:1	0.0	0.0	0.0	0.13893868272654472	0.598203756649842	0.1520816169984166	0.11077594362519669	0.0
V3	3:Del:R:2	0.0	0.0	0.0	0.16807867438779758	0.7686946420273209	0.0	0.06322668358488165	0.0
V3	3:Del:R:3	0.0	0.0	0.0	0.383090791229289	0.6163213320500601	6.812508177773139e-05	0.0005197516388732411	0.0
V3	3:Del:R:4	0.0	0.0	0.0	0.6444441992862316	1.7562306751817138e-12	0.0443112453105255	0.31124455540148666	0.0
V3	3:Del:R:5	0.0	0.0	0.0	0.32420223954774646	2.601990172018644e-14	0.00020844577538440656	0.675589314676843	0.0
V3	4:Del:R:0	0.0	0.0	0.0	0.7209343371750186	0.20839921828683444	0.070666444538147	0.0	0.0
V3	4:Del:R:1	0.0	0.0	0.0	0.18972963115594993	0.7250600175368591	0.012139197698425846	0.07307115360876518	0.0
V3	4:Del:R:2	0.0	0.0	0.0	0.14637779963056974	0.6494805246580266	0.015651086030649738	0.18849058968075397	0.0
V3	4:Del:R:3	0.0	0.0	0.0	0.46147469615071335	0.5148327078931396	0.002952696677578136	0.020739899278568816	0.0
V3	4:Del:R:4	0.0	0.0	0.0	0.985030948623651	7.393806303466429e-14	0.001865522391342536	0.013103528984932512	0.0
V3	4:Del:R:5	0.0	0.0	0.0	0.24546415966199592	0.7160661881622421	0.012402109860746472	0.026067542315015426	0.0
V3	5:Del:R:0	0.0	0.0	0.0	0.972410598973576	0.004258842911326757	8.645413737156533e-07	0.02332969357372362	0.0
V3	5:Del:R:1	0.0	0.0	0.0	0.4691242131914118	0.5307198173306904	0.0	0.0001559694778977966	0.0
V3	5:Del:R:2	0.0	0.0	0.0	0.5897181298754275	0.4081491323377903	8.285208601790107e-06	0.0021244525781804074	0.0
V3	5:Del:R:3	0.0	0.0	0.0	0.4558500747159918	0.4615482006499416	0.010294264011451826	0.07230746062261481	0.0
V3	5:Del:R:4	0.0	0.0	0.0	0.9092642700198628	0.07882711866303574	0.0014841141568301694	0.010424497160271304	0.0
V3	5:Del:R:5	0.0	0.0	0.0	0.5142574555350788	0.4685779275998523	0.002139145380404843	0.01502547148466393	0.0
V3	2:Ins:R:0	0.0	0.0	0.0	0.505843071236332	0.4141197807336454	0.0	0.08003714803002264	0.0
V3	2:Ins:R:1	0.0	0.0	0.0	0.36953006332521804	0.6304630065659538	2.2367675437085825e-06	4.693341284569221e-06	0.0
V3	2:Ins:R:2	0.0	0.0	0.0	0.005891801962354346	0.01987114793194184	0.0013275011752939064	0.9729095489304099	0.0
V3	2:Ins:R:3	0.0	0.0	0.0	0.243732729141255	0.6515358654017558	0.10473140545698914	0.0	0.0
V3	2:Ins:R:4	0.0	0.0	0.0	1.4471213661658603e-05	3.6130087361894026e-05	2.9161763866337087e-07	0.9999491070813379	0.0
V3	2:Ins:R:5	0.0	0.0	0.0	0.9273255164913272	3.8385759050719166e-15	0.011972930133130884	0.06070155337553799	0.0
V3	3:Ins:R:0	0.0	0.0	0.0	0.5162066254578977	0.26563316653959884	0.0	0.2181602080025035	0.0
V3	3:Ins:R:1	0.0	0.0	0.0	0.035948138938214656	0.059484948279111376	0.0031989403190576483	0.9013679724636163	0.0
V3	3:Ins:R:2	0.0	0.0	0.0	0.45728686415179776	0.5377329156057781	0.0006206613994781897	0.0043595588429460605	0.0
V3	3:Ins:R:3	0.0	0.0	0.0	0.8403844531438498	0.1550609097845631	0.0001813038114190277	0.004373333260167995	0.0
V3	3:Ins:R:4	0.0	0.0	0.0	0.8474070869612856	0.15091971579308217	0.0004133058908860523	0.0012598913547460823	0.0
V3	3:Ins:R:5	0.0	0.0	0.0	0.4876458177306759	9.730932321846971e-14	0.5122123456925558	0.00014183657667097912	0.0
V3	4:Ins:R:0	0.0	0.0	0.0	0.04764226475742108	0.01359405897273386	0.9136709734446394	0.025092702825205513	0.0
V3	4:Ins:R:1	0.0	0.0	0.0	0.001725200227519161	0.0015097055044668048	0.9967592177420865	5.8765259275440765e-06	0.0
V3	4:Ins:R:2	0.0	0.0	0.0	0.5794718991176614	0.41513105764073766	0.0005740249960075623	0.004823018245593273	0.0
V3	4:Ins:R:3	0.0	0.0	0.0	0.00933914182564718	0.0315930759311666	0.0002038002554214134	0.9588639819877649	0.0
V3	4:Ins:R:4	0.0	0.0	0.0	0.9994986110526282	3.5519733867712185e-14	0.00014374607952955616	0.0003576428678068935	0.0
V3	4:Ins:R:5	0.0	0.0	0.0	0.042796116931207	0.00014227905010425845	0.7235832273616895	0.2334783766569993	0.0
V3	5:Ins:R:0	0.0	0.0	0.0	0.4334288294349337	0.304845901010367	0.07220705539299829	0.18951821416170084	0.0
V3	5:Ins:R:1	0.0	0.0	0.0	0.8243016477071866	0.14296071208415337	0.032737640208660136	0.0	0.0
V3	5:Ins:R:2	0.0	0.0	0.0	0.22495137779493452	0.3087761385625948	0.4660678162211834	0.00020466742128731743	0.0
V3	5:Ins:R:3	0.0	0.0	0.0	0.0012661133041012625	0.0019334568044434934	3.7888407457971016e-05	0.9967625414839973	0.0
V3	5:Ins:R:4	0.0	0.0	0.0	0.08935335574546849	0.9038078676479695	0.0013636025229435006	0.005475174083618624	0.0
V3	5:Ins:R:5	0.0	0.0	0.0	0.0011078834715899423	7.762701938553518e-05	0.0011754929538507631	0.9976389965551737	0.0
V3	2:Del:M:1	0.0	0.0	0.0	0.45427545665030616	0.4868775082093551	0.04850870000111687	0.010338335139221869	0.0
