NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.568	15.929	10.623	10.0	0.079	0.992	80000.0
2	44.634	15.934	10.666	9.768	0.077	0.994	70000.0
3	48.889	17.564	11.631	10.574	0.085	0.993	50000.0
4	47.516	17.591	11.542	10.97	0.083	0.991	40000.0
5	44.359	16.163	10.454	9.825	0.079	0.993	50000.0
6	45.601	16.419	10.898	9.999	0.08	0.993	60000.0
7	44.742	15.808	10.583	9.348	0.077	0.994	70000.0
8	46.316	16.929	11.277	10.385	0.083	0.992	50000.0
9	42.6	15.191	10.287	9.089	0.077	0.995	100000.0
10	48.946	17.714	11.791	10.869	0.08	0.992	80000.0
