MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	1.28E-07	0.00E+00	1.01E-03	1.10E-07	3.26E-02	3.89E-03	4.06E-22	8.62E-03	1.89E-02	7.32E-03	4.26E-02	2.50E-03	2.68E-02	1.72E-02	6.79E-03	2.64E-02
1:Del:C:1	1.50E-04	0.00E+00	1.77E-03	0.00E+00	1.52E-02	1.02E-02	6.88E-07	1.40E-46	0.00E+00	1.47E-02	6.32E-03	3.08E-02	8.86E-05	4.09E-02	0.00E+00	5.15E-03
1:Del:C:2	1.07E-08	2.42E-08	0.00E+00	2.60E-04	3.61E-04	1.40E-03	3.77E-08	1.81E-03	1.11E-07	2.15E-03	0.00E+00	3.03E-03	1.57E-03	3.02E-03	1.53E-03	1.81E-05
1:Del:C:3	0.00E+00	1.13E-03	1.11E-03	0.00E+00	8.88E-04	2.46E-04	1.76E-04	3.74E-03	1.78E-03	3.57E-03	3.60E-03	2.62E-03	5.47E-03	2.13E-03	1.01E-03	4.87E-03
1:Del:C:4	1.12E-04	2.86E-04	1.59E-03	5.54E-04	2.68E-03	7.24E-04	0.00E+00	3.06E-03	1.62E-03	0.00E+00	5.62E-03	5.51E-03	4.06E-03	1.10E-02	1.46E-03	3.84E-03
1:Del:C:5	1.16E-04	3.34E-04	2.27E-03	0.00E+00	3.38E-05	8.35E-04	0.00E+00	0.00E+00	1.56E-03	1.11E-02	2.02E-03	2.24E-02	6.72E-03	7.52E-03	1.76E-03	5.39E-03
1:Del:T:0	0.00E+00	1.09E-03	0.00E+00	7.20E-04	1.24E-02	7.12E-03	0.00E+00	1.05E-02	2.72E-02	1.32E-02	4.45E-02	5.91E-02	9.83E-03	2.00E-02	1.40E-46	3.31E-03
1:Del:T:1	7.23E-08	0.00E+00	0.00E+00	1.15E-04	7.78E-03	9.60E-04	0.00E+00	2.83E-03	9.05E-03	9.22E-04	1.40E-02	7.03E-03	3.22E-02	1.27E-02	1.21E-02	2.45E-02
1:Del:T:2	3.48E-04	2.91E-04	1.12E-03	0.00E+00	1.08E-02	1.12E-03	0.00E+00	6.23E-03	9.30E-03	2.87E-03	1.66E-02	4.61E-03	2.53E-03	6.82E-02	9.52E-03	8.37E-03
1:Del:T:3	1.40E-46	5.81E-08	2.64E-03	1.06E-02	4.62E-03	1.48E-44	3.18E-02	1.05E-06	6.92E-02	4.31E-46	4.91E-04	6.34E-02	7.83E-03	1.37E-02	1.02E-02	1.28E-02
1:Del:T:4	1.25E-03	6.81E-04	6.20E-03	0.00E+00	7.16E-03	9.35E-08	8.54E-04	0.00E+00	2.06E-02	0.00E+00	5.57E-02	2.80E-02	1.15E-02	1.06E-02	1.15E-02	2.28E-02
1:Del:T:5	6.95E-08	7.20E-08	1.66E-02	4.85E-09	6.34E-46	5.18E-07	5.45E-46	1.75E-06	2.36E-07	7.82E-02	1.40E-02	7.37E-02	7.83E-03	8.41E-07	1.24E-06	9.92E-02
