NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	69.458	27.997	17.687	17.711	0.161	0.979	30000.0
2	69.918	28.477	17.727	18.086	0.165	0.979	30000.0
3	67.916	27.326	16.92	17.225	0.161	0.98	50000.0
4	70.089	27.855	18.028	18.013	0.165	0.976	40000.0
5	71.675	28.3	18.295	17.78	0.16	0.98	30000.0
6	68.933	27.828	17.576	18.105	0.166	0.976	30000.0
7	71.318	28.695	18.377	18.596	0.167	0.976	70000.0
8	68.609	27.178	17.597	17.544	0.161	0.978	30000.0
9	69.283	28.197	17.458	17.821	0.166	0.978	20000.0
10	70.089	28.058	17.808	17.771	0.16	0.978	20000.0
