MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	2.21E-04	0.00E+00	0.00E+00	1.13E-02	8.98E-04	8.99E-03	2.05E-02	3.70E-03	8.89E-03	1.04E-02	2.97E-02	4.75E-02	1.40E-02	1.64E-03	1.23E-02	2.07E-03	1.32E-02	3.29E-02
1:Del:C:1	5.93E-04	2.25E-03	1.60E-07	4.45E-04	1.48E-03	8.69E-03	1.74E-02	9.10E-08	3.32E-03	4.96E-03	2.43E-02	1.62E-02	7.33E-03	1.87E-46	3.08E-02	6.01E-03	2.02E-02	2.51E-02
1:Del:C:2	0.00E+00	1.75E-04	4.33E-04	3.91E-04	6.27E-07	2.34E-04	1.63E-03	4.21E-03	2.64E-03	3.99E-04	2.89E-03	4.74E-03	5.47E-03	8.23E-08	2.62E-03	2.65E-03	6.19E-04	1.70E-07
1:Del:C:3	2.62E-04	1.03E-03	0.00E+00	1.04E-03	1.95E-04	4.07E-03	2.95E-03	2.55E-03	8.18E-04	3.65E-04	5.24E-03	1.69E-03	2.81E-04	3.99E-03	1.83E-02	4.45E-03	9.38E-03	3.87E-03
1:Del:C:4	0.00E+00	0.00E+00	2.15E-03	1.93E-07	4.75E-08	9.45E-04	3.06E-03	1.19E-06	1.15E-03	5.43E-03	3.60E-03	3.10E-03	1.27E-02	2.78E-03	1.00E-02	1.89E-02	7.33E-03	9.20E-04
1:Del:C:5	1.71E-04	1.70E-04	2.19E-03	1.09E-03	4.04E-03	2.28E-04	0.00E+00	6.17E-04	3.35E-03	1.91E-02	6.75E-03	1.29E-04	7.78E-03	2.13E-02	1.85E-03	1.39E-03	7.22E-02	2.71E-03
1:Del:T:0	6.44E-04	8.83E-04	2.31E-03	4.03E-04	0.00E+00	2.97E-03	2.60E-02	1.53E-02	5.69E-03	4.97E-03	1.82E-02	2.04E-02	6.78E-03	1.28E-02	4.79E-02	6.89E-03	1.63E-02	3.17E-02
1:Del:T:1	1.76E-04	1.31E-03	0.00E+00	3.55E-07	2.97E-05	1.22E-03	1.60E-02	4.15E-04	3.25E-03	5.84E-03	1.31E-02	1.11E-02	3.67E-03	1.34E-19	4.04E-02	3.24E-03	4.07E-03	4.95E-07
1:Del:T:2	1.29E-03	9.84E-08	1.93E-03	1.21E-07	3.47E-08	1.33E-03	9.35E-03	3.38E-03	5.95E-06	8.66E-07	2.62E-02	4.85E-02	4.92E-03	1.14E-02	1.66E-02	3.77E-03	8.37E-02	1.40E-46
1:Del:T:3	7.54E-04	5.10E-03	6.01E-03	4.95E-03	7.10E-03	0.00E+00	3.63E-02	0.00E+00	9.28E-03	1.18E-02	1.32E-02	3.71E-02	1.09E-03	1.44E-02	1.13E-02	7.16E-02	7.71E-02	2.39E-02
